application_mix,app_mix_label,policy,app_mix_str,num_apps,total_edges,total_nodes,sim_ticks,sim_seconds,final_tick,host_seconds,sim_insts,system.cpu.cpi,system.cpu.ipc,mem_ctrls.bw_total::total,dag_deadlines_met,node_deadlines_met,percent_dag_deadlines_met,percent_node_deadlines_met,num_forwards,num_colocations,forwards_only,percent_forwards,percent_colocations,total_dags,avg_deadline_difference,max_deadline_difference,min_deadline_difference,median_deadline_difference,avg_slowdown,max_slowdown,min_slowdown,median_slowdown,slowdown_p25,slowdown_p75
canny-deblur-harris-lstm,CDHL,FCFS,canny_1_deblur_1_gru_0_harris_1_lstm_1_,4,240,196,25451835000.0,0.025452,29224173125.0,29095.13,8527099.0,3.403559,0.29381,1058117499.0,2,108,50.0,55.10204081632653,59,36,23,24.583333333333332,15.0,196,-195.0,8783.0,-9264.0,-149.5,1.0441850156746866,1.5269694606107878,0.44417111657766845,1.102799742755145,0.6928361432771344,1.454148615152697
canny-deblur-harris-lstm,CDHL,GEDF_D,canny_1_deblur_1_gru_0_harris_1_lstm_1_,4,240,196,28884203125.0,0.028884,32655791250.0,28818.55,8430299.0,3.394134,0.294626,893849690.0,2,113,50.0,57.6530612244898,68,43,25,28.333333333333332,17.916666666666668,196,2113.5,12216.0,-5979.0,1108.5,1.1678069707355854,1.732945341093178,0.6412671746565068,1.148507683596328,0.8965470690586188,1.4197675852732945
canny-deblur-harris-lstm,CDHL,GEDF_N,canny_1_deblur_1_gru_0_harris_1_lstm_1_,4,240,196,25324963125.0,0.025325,29097903125.0,28919.89,8708062.0,3.389287,0.295047,1132012863.0,1,98,25.0,50.0,42,27,15,17.5,11.25,196,3639.25,8657.0,-3220.0,4560.0,1.2748204254664908,1.5194096118077638,0.8068038639227215,1.3865341130677387,1.2057208855822883,1.455633652951941
canny-deblur-harris-lstm,CDHL,LAX,canny_1_deblur_1_gru_0_harris_1_lstm_1_,4,240,196,25607806250.0,0.025608,29382371250.0,19451.22,8963558.0,3.157928,0.316663,1037617035.0,2,109,50.0,55.61224489795919,61,38,23,25.416666666666664,15.833333333333332,196,1046.0,8940.0,-5224.0,234.0,1.121958587703246,1.5363892722145558,0.6865662686746266,1.1324394049619009,0.7787694246115078,1.475628568053639
canny-deblur-harris-lstm,CDHL,ELF,canny_1_deblur_1_gru_0_harris_1_lstm_1_,4,240,196,25309488125.0,0.025309,29083258125.0,19836.41,7732444.0,3.174568,0.315003,621253497.0,1,166,25.0,84.6938775510204,146,126,20,60.83333333333333,52.5,196,3552.0,8642.0,-707.0,3136.5,1.2016267755894883,1.518509629807404,0.911625,1.1881862362752744,1.0548097119307613,1.3350032999340014
canny-gru-harris-lstm,CGHL,FCFS,canny_1_deblur_0_gru_1_harris_1_lstm_1_,4,359,294,20596248125.0,0.020596,27785606250.0,36859.81,16302268.0,3.380893,0.29578,2394731103.0,2,77,50.0,26.19047619047619,23,17,6,6.406685236768802,4.735376044568245,294,2319.0,13595.0,-10629.0,3155.0,1.5515698311033779,2.699375,0.3622727545449091,1.5723157849343012,0.5941981160376792,2.5296875
canny-gru-harris-lstm,CGHL,GEDF_D,canny_1_deblur_0_gru_1_harris_1_lstm_1_,4,359,294,24812951250.0,0.024813,32003186250.0,36521.89,16251678.0,3.365706,0.297114,1953590587.0,0,58,0.0,19.727891156462587,30,21,9,8.356545961002785,5.8495821727019495,294,8878.25,12585.0,4012.0,9458.0,1.9122263529729406,2.573125,1.2407151856962861,1.9175326130977381,1.4266964660706787,2.4030625
canny-gru-harris-lstm,CGHL,GEDF_N,canny_1_deblur_0_gru_1_harris_1_lstm_1_,4,359,294,24604573750.0,0.024605,31794743125.0,36535.81,16248983.0,3.364309,0.297238,1967542315.0,0,67,0.0,22.789115646258505,31,22,9,8.635097493036211,6.128133704735376,294,9290.0,12586.0,4135.0,10219.5,1.9650926287724244,2.57325,1.248095038099238,2.01951273849523,1.4191366172676545,2.56546875
canny-gru-harris-lstm,CGHL,LAX,canny_1_deblur_0_gru_1_harris_1_lstm_1_,4,359,294,21000963750.0,0.021001,28191858125.0,25690.49,17009305.0,3.147051,0.317758,2311323070.0,2,88,50.0,29.931972789115648,30,24,6,8.356545961002785,6.685236768802229,294,2458.25,14000.0,-11059.0,3446.0,1.6009404211915763,2.75,0.3364732705345893,1.6586442071158576,0.5185846283074339,2.741
canny-gru-harris-lstm,CGHL,ELF,canny_1_deblur_0_gru_1_harris_1_lstm_1_,4,359,294,16510163125.0,0.01651,23701018125.0,26084.02,14225264.0,3.15299,0.317159,1431723952.0,2,136,50.0,46.25850340136054,237,228,9,66.01671309192201,63.50974930362116,294,1140.75,4477.0,-4109.0,2097.5,1.2119337800743983,1.559625,0.753464930701386,1.267322594798104,0.9312563748725025,1.548
deblur-gru-harris-lstm,DGHL,FCFS,canny_0_deblur_1_gru_1_harris_1_lstm_1_,4,375,304,24329515000.0,0.02433,31633433125.0,39305.77,16496559.0,3.383445,0.295557,2073992844.0,1,68,25.0,22.36842105263158,30,17,13,8.0,4.533333333333333,304,7159.0,13868.0,-4875.0,9821.5,1.8495854139167218,2.7335,0.7075058498830024,1.9786679028919423,1.2716595668086639,2.55659375
deblur-gru-harris-lstm,DGHL,GEDF_D,canny_0_deblur_1_gru_1_harris_1_lstm_1_,4,375,304,38932563125.0,0.038933,46237151250.0,38388.14,16388207.0,3.373155,0.296458,1260816655.0,0,56,0.0,18.42105263157895,41,19,22,10.933333333333334,5.066666666666666,304,13834.5,22265.0,9744.0,11664.5,2.2091566474920503,2.571375,1.5846283074338514,2.3403116412671743,2.1480620387592246,2.40140625
deblur-gru-harris-lstm,DGHL,GEDF_N,canny_0_deblur_1_gru_1_harris_1_lstm_1_,4,375,304,33564188125.0,0.033564,40868701250.0,38726.75,16452758.0,3.372233,0.296539,1482049374.0,0,65,0.0,21.38157894736842,36,21,15,9.6,5.6000000000000005,304,13725.75,16896.0,12258.0,12874.5,2.2419575039749207,2.6145,1.735465290694186,2.308932362602748,1.9441711165776683,2.6067187499999998
deblur-gru-harris-lstm,DGHL,LAX,canny_0_deblur_1_gru_1_harris_1_lstm_1_,4,375,304,24700846250.0,0.024701,32006231250.0,27961.53,17289595.0,3.148449,0.317617,2032393202.0,1,78,25.0,25.657894736842106,33,21,12,8.799999999999999,5.6000000000000005,304,7524.75,14534.0,-6768.0,11166.5,1.92003712050759,2.81675,0.5939281214375712,2.134735180296394,1.2599598008039838,2.7948125
deblur-gru-harris-lstm,DGHL,ELF,canny_0_deblur_1_gru_1_harris_1_lstm_1_,4,375,304,26167326250.0,0.026167,33472856250.0,28292.42,14501304.0,3.156449,0.316812,966823120.0,0,109,0.0,35.85526315789474,239,224,15,63.733333333333334,59.73333333333334,304,5982.75,9499.0,4681.0,4875.5,1.5146194444861103,1.61225,1.2911741765164697,1.5775268007139855,1.500239995200096,1.59190625
