experiment_num,timestamp,soc_config,scheduler,workload_name,job_list,job_probabilities,ave_latency,average_concurrent_jobs,completed_jobs,cumulative_execution_time,data_colocated,data_forwarded,data_from_memory,deadlines_met,deadlines_missed,edp,execution_time,injected_jobs,memory_bandwidth,num_RELIEF_forwards,num_colocations,num_forwards,time_moving_memory,total_energy
46,2025-11-26 10:36:43,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,RELIEF,mixed_balanced,"[[1,1,1,1,1]]",[],7928.3876,3.0,5,39641.94,14811136,3751936,16239576,4,1,113.2,18958.0,5,8000.0,252,226,58,4929,0.005971
47,2025-11-26 10:36:44,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,RELIEF,mixed_vision_heavy,"[[2,2,0,2,0]]",[],18623.812667,3.5,6,111742.88,720896,5144576,2922544,1,5,244.99,26031.0,6,8000.0,71,11,80,2192,0.009411
48,2025-11-26 10:36:45,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,RELIEF,mixed_ml_heavy,"[[0,0,2,0,2]]",[],6315.0,2.5,4,25260.0,27394048,1048576,32374784,4,0,11.62,6863.0,4,8000.0,401,418,16,8071,0.001692
49,2025-11-26 10:36:46,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,LL,single_canny,"[[1,0,0,0,0]]",[],2930.928,1.0,1,2930.93,262144,638976,17072,1,0,2.47,2930.93,1,8000.0,0,4,10,112,0.000842
50,2025-11-26 10:36:46,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,LL,single_deblur,"[[0,1,0,0,0]]",[],15988.0,1.0,1,15988.0,262144,1687552,83436,1,0,67.75,15988.0,1,8000.0,0,4,26,376,0.004237
51,2025-11-26 10:36:47,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,LL,single_gru,"[[0,0,1,0,0]]",[],2088.0,1.0,1,2088.0,6750208,1048576,6356992,1,0,0.99,2088.0,1,8000.0,0,103,16,1554,0.000475
52,2025-11-26 10:36:47,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,LL,single_harris,"[[0,0,0,1,0]]",[],4029.01,1.0,1,4029.01,327680,1097728,17276,1,0,5.2,4029.01,1,8000.0,0,5,17,208,0.00129
53,2025-11-26 10:36:48,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,LL,single_lstm,"[[0,0,0,0,1]]",[],1840.0,1.0,1,1840.0,8847360,1572864,5832704,1,0,0.84,1840.0,1,8000.0,0,135,24,1408,0.000456
54,2025-11-26 10:36:49,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,LL,mixed_balanced,"[[1,1,1,1,1]]",[],8104.3876,3.0,5,40521.94,13828096,4145152,16829464,4,1,108.22,18408.0,5,8000.0,0,211,64,6949,0.005879
55,2025-11-26 10:36:50,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,LL,mixed_vision_heavy,"[[2,2,0,2,0]]",[],19315.479333,3.5,6,115892.88,589824,5341184,2857008,2,4,236.18,25389.0,6,8000.0,0,9,83,2088,0.009303
56,2025-11-26 10:36:51,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,LL,mixed_ml_heavy,"[[0,0,2,0,2]]",[],12125.0,2.5,4,48500.0,11665408,1441792,47841280,0,4,33.4,12597.0,4,8000.0,0,178,22,20078,0.002652
57,2025-11-26 10:36:51,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,GEDF_D,single_canny,"[[1,0,0,0,0]]",[],2930.928,1.0,1,2930.93,262144,638976,17072,1,0,2.47,2930.93,1,8000.0,0,4,10,112,0.000842
58,2025-11-26 10:36:52,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,GEDF_D,single_deblur,"[[0,1,0,0,0]]",[],15988.0,1.0,1,15988.0,262144,1687552,83436,1,0,67.75,15988.0,1,8000.0,0,4,26,376,0.004237
59,2025-11-26 10:36:53,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,GEDF_D,single_gru,"[[0,0,1,0,0]]",[],2088.0,1.0,1,2088.0,6750208,1048576,6356992,1,0,0.99,2088.0,1,8000.0,0,103,16,1554,0.000475
60,2025-11-26 10:36:53,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,GEDF_D,single_harris,"[[0,0,0,1,0]]",[],4029.01,1.0,1,4029.01,327680,1097728,17276,1,0,5.2,4029.01,1,8000.0,0,5,17,208,0.00129
61,2025-11-26 10:36:54,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,GEDF_D,single_lstm,"[[0,0,0,0,1]]",[],2024.0,1.0,1,2024.0,8323072,2097152,5832704,1,0,0.98,2024.0,1,8000.0,0,127,32,1736,0.000486
62,2025-11-26 10:36:55,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,GEDF_D,mixed_balanced,"[[1,1,1,1,1]]",[],8056.9876,3.0,5,40284.94,11862016,4669440,18205720,4,1,117.86,19460.0,5,8000.0,0,181,72,7882,0.006057
63,2025-11-26 10:36:56,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,GEDF_D,mixed_vision_heavy,"[[2,2,0,2,0]]",[],14512.479333,3.5,6,87074.88,589824,5472256,2725936,4,2,245.06,26039.0,6,8000.0,0,9,85,2046,0.009411
64,2025-11-26 10:36:57,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,GEDF_D,mixed_ml_heavy,"[[0,0,2,0,2]]",[],12448.0,2.5,4,49792.0,10289152,1572864,48955392,0,4,36.11,13152.0,4,8000.0,0,157,24,20406,0.002745
65,2025-11-26 10:36:57,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,GEDF_N,single_canny,"[[1,0,0,0,0]]",[],2930.928,1.0,1,2930.93,262144,638976,17072,1,0,2.47,2930.93,1,8000.0,0,4,10,112,0.000842
66,2025-11-26 10:36:58,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,GEDF_N,single_deblur,"[[0,1,0,0,0]]",[],15988.0,1.0,1,15988.0,262144,1687552,83436,1,0,67.75,15988.0,1,8000.0,0,4,26,376,0.004237
67,2025-11-26 10:36:59,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,GEDF_N,single_gru,"[[0,0,1,0,0]]",[],2088.0,1.0,1,2088.0,6750208,1048576,6356992,1,0,0.99,2088.0,1,8000.0,0,103,16,1554,0.000475
68,2025-11-26 10:36:59,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,GEDF_N,single_harris,"[[0,0,0,1,0]]",[],4029.01,1.0,1,4029.01,327680,1097728,17276,1,0,5.2,4029.01,1,8000.0,0,5,17,208,0.00129
69,2025-11-26 10:37:00,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,GEDF_N,single_lstm,"[[0,0,0,0,1]]",[],1840.0,1.0,1,1840.0,8847360,1572864,5832704,1,0,0.84,1840.0,1,8000.0,0,135,24,1408,0.000456
70,2025-11-26 10:37:01,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,GEDF_N,mixed_balanced,"[[1,1,1,1,1]]",[],7446.7876,3.0,5,37233.94,14417920,5128192,15387736,4,1,113.89,19030.0,5,8000.0,0,220,79,6320,0.005985
71,2025-11-26 10:37:02,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,GEDF_N,mixed_vision_heavy,"[[2,2,0,2,0]]",[],18271.812667,3.5,6,109630.88,589824,5537792,2660400,2,4,235.76,25357.0,6,8000.0,0,9,86,2159,0.009298
72,2025-11-26 10:37:03,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,GEDF_N,mixed_ml_heavy,"[[0,0,2,0,2]]",[],12354.75,2.5,4,49419.0,10158080,1441792,49348608,0,4,34.95,12918.0,4,8000.0,0,155,22,20657,0.002705
73,2025-11-26 10:37:03,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,HetSched,single_canny,"[[1,0,0,0,0]]",[],2930.928,1.0,1,2930.93,262144,638976,17072,1,0,2.47,2930.93,1,8000.0,0,4,10,112,0.000842
74,2025-11-26 10:37:04,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,HetSched,single_deblur,"[[0,1,0,0,0]]",[],15988.0,1.0,1,15988.0,262144,1687552,83436,1,0,67.75,15988.0,1,8000.0,0,4,26,376,0.004237
75,2025-11-26 10:37:04,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,HetSched,single_gru,"[[0,0,1,0,0]]",[],2088.0,1.0,1,2088.0,6750208,1048576,6356992,1,0,0.99,2088.0,1,8000.0,0,103,16,1554,0.000475
76,2025-11-26 10:37:05,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,HetSched,single_harris,"[[0,0,0,1,0]]",[],4029.01,1.0,1,4029.01,327680,1097728,17276,1,0,5.2,4029.01,1,8000.0,0,5,17,208,0.00129
77,2025-11-26 10:37:06,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,HetSched,single_lstm,"[[0,0,0,0,1]]",[],2425.0,1.0,1,2425.0,7340032,2097152,6815744,1,0,1.34,2425.0,1,8000.0,0,112,32,2513,0.000553
78,2025-11-26 10:37:07,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,HetSched,mixed_balanced,"[[1,1,1,1,1]]",[],7190.9876,3.0,5,35954.94,14417920,4931584,15453208,4,1,108.41,18429.0,5,8000.0,0,220,76,5380,0.005883
79,2025-11-26 10:37:08,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,HetSched,mixed_vision_heavy,"[[2,2,0,2,0]]",[],17766.979333,3.5,6,106601.88,851968,5537792,2398256,2,4,234.94,25296.0,6,8000.0,0,13,86,2138,0.009288
80,2025-11-26 10:37:08,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,HetSched,mixed_ml_heavy,"[[0,0,2,0,2]]",[],4772.0,2.5,4,19088.0,28114944,1900544,30998528,4,0,11.73,6903.0,4,8000.0,0,429,29,8115,0.001699
81,2025-11-26 10:37:09,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,RELIEF,single_canny,"[[1,0,0,0,0]]",[],2936.928,1.0,1,2936.93,196608,704512,17072,1,0,2.47,2936.93,1,8000.0,10,3,11,120,0.000842
82,2025-11-26 10:37:10,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,RELIEF,single_deblur,"[[0,1,0,0,0]]",[],15988.0,1.0,1,15988.0,262144,1687552,83436,1,0,67.75,15988.0,1,8000.0,22,4,26,376,0.004237
83,2025-11-26 10:37:10,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,RELIEF,single_gru,"[[0,0,1,0,0]]",[],2088.0,1.0,1,2088.0,6750208,1048576,6356992,1,0,0.99,2088.0,1,8000.0,112,103,16,1554,0.000475
84,2025-11-26 10:37:11,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,RELIEF,single_harris,"[[0,0,0,1,0]]",[],2500.01,1.0,1,2500.01,131072,1294336,17276,1,0,2.59,2500.01,1,8000.0,14,2,20,256,0.001035
85,2025-11-26 10:37:11,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,RELIEF,single_lstm,"[[0,0,0,0,1]]",[],1578.0,1.0,1,1578.0,8323072,2555904,5373952,1,0,0.65,1578.0,1,8000.0,128,127,39,1787,0.000411
86,2025-11-26 10:37:13,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,RELIEF,mixed_balanced,"[[1,1,1,1,1]]",[],6460.3876,3.0,5,32301.94,14680064,6176768,13945880,4,1,99.82,17451.0,5,8000.0,253,224,95,6680,0.00572
87,2025-11-26 10:37:14,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,RELIEF,mixed_vision_heavy,"[[2,2,0,2,0]]",[],11706.812667,3.5,6,70240.88,720896,5537792,2529328,4,2,177.74,20819.0,6,8000.0,81,11,86,1970,0.008538
88,2025-11-26 10:37:14,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,RELIEF,mixed_ml_heavy,"[[0,0,2,0,2]]",[],5696.5,2.5,4,22786.0,26935296,2293760,31653888,4,0,9.47,6071.0,4,8000.0,409,411,35,12255,0.00156
89,2025-11-26 10:37:15,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,LL,single_canny,"[[1,0,0,0,0]]",[],2936.928,1.0,1,2936.93,196608,704512,17072,1,0,2.47,2936.93,1,8000.0,0,3,11,120,0.000842
90,2025-11-26 10:37:16,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,LL,single_deblur,"[[0,1,0,0,0]]",[],15988.0,1.0,1,15988.0,262144,1687552,83436,1,0,67.75,15988.0,1,8000.0,0,4,26,376,0.004237
91,2025-11-26 10:37:16,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,LL,single_gru,"[[0,0,1,0,0]]",[],2088.0,1.0,1,2088.0,6750208,1048576,6356992,1,0,0.99,2088.0,1,8000.0,0,103,16,1554,0.000475
92,2025-11-26 10:37:17,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,LL,single_harris,"[[0,0,0,1,0]]",[],2500.01,1.0,1,2500.01,131072,1294336,17276,1,0,2.59,2500.01,1,8000.0,0,2,20,256,0.001035
93,2025-11-26 10:37:18,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,LL,single_lstm,"[[0,0,0,0,1]]",[],1632.0,1.0,1,1632.0,7340032,3145728,5767168,1,0,0.69,1632.0,1,8000.0,0,112,48,2152,0.000421
94,2025-11-26 10:37:19,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,LL,mixed_balanced,"[[1,1,1,1,1]]",[],6513.9876,3.0,5,32569.94,13631488,7028736,14142488,4,1,96.74,17093.0,5,8000.0,0,208,108,7198,0.00566
95,2025-11-26 10:37:20,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,LL,mixed_vision_heavy,"[[2,2,0,2,0]]",[],11844.979333,3.5,6,71069.88,589824,5734400,2463792,4,2,170.07,20173.0,6,8000.0,0,9,89,1999,0.00843
96,2025-11-26 10:37:21,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,LL,mixed_ml_heavy,"[[0,0,2,0,2]]",[],8130.0,2.5,4,32520.0,23592960,3866624,33488896,0,4,16.84,8539.0,4,8000.0,0,360,59,19874,0.001972
97,2025-11-26 10:37:21,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,GEDF_D,single_canny,"[[1,0,0,0,0]]",[],2936.928,1.0,1,2936.93,196608,704512,17072,1,0,2.47,2936.93,1,8000.0,0,3,11,120,0.000842
98,2025-11-26 10:37:22,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,GEDF_D,single_deblur,"[[0,1,0,0,0]]",[],15988.0,1.0,1,15988.0,262144,1687552,83436,1,0,67.75,15988.0,1,8000.0,0,4,26,376,0.004237
99,2025-11-26 10:37:23,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,GEDF_D,single_gru,"[[0,0,1,0,0]]",[],2088.0,1.0,1,2088.0,6750208,1048576,6356992,1,0,0.99,2088.0,1,8000.0,0,103,16,1554,0.000475
100,2025-11-26 10:37:23,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,GEDF_D,single_harris,"[[0,0,0,1,0]]",[],2500.01,1.0,1,2500.01,131072,1294336,17276,1,0,2.59,2500.01,1,8000.0,0,2,20,256,0.001035
101,2025-11-26 10:37:24,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,GEDF_D,single_lstm,"[[0,0,0,0,1]]",[],1776.0,1.0,1,1776.0,7274496,3145728,5832704,1,0,0.79,1776.0,1,8000.0,0,111,48,2056,0.000444
