Job List,DVFS mode,Exec. Time (us),Cumulative Exec. Time (us),Energy (J)
"[0, 0, 1, 0, 0]",[],2835.0,2835.0,0.00048789600000000307
"[0, 0, 1, 0, 0]",[],4383.0,4383.0,0.0007473660000000048
"[0, 0, 1, 0, 0]",[],3635.0,3635.0,0.0006218160000000038
"[0, 0, 1, 0, 0]",[],4360.0,4360.0,0.0007440180000000046
"[0, 0, 1, 0, 0]",[],2959.0,2959.0,0.000507984000000003
"[0, 0, 1, 0, 0]",[],2959.0,2959.0,0.000507984000000003
"[0, 0, 1, 0, 0]",[],3473.0,3473.0,0.0005950320000000038
"[0, 0, 1, 0, 0]",[],3849.0,3849.0,0.000656970000000004
"[0, 0, 1, 0, 0]",[],2959.0,2959.0,0.000507984000000003
"[0, 0, 1, 0, 0]",[],4360.0,4360.0,0.0007440180000000046
"[0, 0, 1, 0, 0]",[],4360.0,4360.0,0.0007440180000000046
"[0, 0, 1, 0, 0]",[],4360.0,4360.0,0.0007440180000000046
"[0, 0, 1, 0, 0]",[],2451.0,2451.0,0.0004242840000000026
"[0, 0, 1, 0, 0]",[],2451.0,2451.0,0.0004242840000000026
"[0, 0, 1, 0, 0]",[],2451.0,2451.0,0.0004242840000000026
"[0, 0, 0, 0, 1]",[],3168.0,3168.0,0.0005452980000000032
"[0, 0, 0, 0, 1]",[],3844.0,3844.0,0.000659130000000004
"[0, 0, 0, 0, 1]",[],3844.0,3844.0,0.000659130000000004
"[0, 0, 0, 0, 1]",[],3844.0,3844.0,0.000659130000000004
"[0, 0, 0, 0, 1]",[],3844.0,3844.0,0.000659130000000004
"[0, 0, 0, 0, 1]",[],3844.0,3844.0,0.000659130000000004
"[0, 0, 0, 0, 1]",[],3844.0,3844.0,0.000659130000000004
"[0, 0, 0, 0, 1]",[],3844.0,3844.0,0.000659130000000004
"[0, 0, 0, 0, 1]",[],3844.0,3844.0,0.000659130000000004
"[0, 0, 0, 0, 1]",[],3844.0,3844.0,0.000659130000000004
"[0, 0, 0, 0, 1]",[],3844.0,3844.0,0.000659130000000004
"[0, 0, 0, 0, 1]",[],3844.0,3844.0,0.000659130000000004
"[0, 0, 0, 0, 1]",[],3844.0,3844.0,0.000659130000000004
"[0, 0, 0, 0, 1]",[],3844.0,3844.0,0.000659130000000004
"[0, 0, 0, 0, 1]",[],3808.0,3808.0,0.0006524340000000039
"[0, 0, 0, 0, 1]",[],3808.0,3808.0,0.0006524340000000039
"[0, 0, 0, 0, 1]",[],3808.0,3808.0,0.0006524340000000039
"[0, 0, 0, 0, 1]",[],3808.0,3808.0,0.0006524340000000039
"[0, 0, 0, 0, 1]",[],3808.0,3808.0,0.0006524340000000039
"[0, 0, 0, 0, 1]",[],3808.0,3808.0,0.0006524340000000039
"[0, 0, 0, 0, 1]",[],3808.0,3808.0,0.0006524340000000039
"[0, 0, 0, 0, 1]",[],3808.0,3808.0,0.0006524340000000039
"[0, 0, 0, 0, 1]",[],3808.0,3808.0,0.0006524340000000039
"[0, 0, 1, 0, 0]",[],3012.0,3012.0,0.0005180280000000032
"[1, 0, 0, 0, 0]",[],3641.928,3641.928,0.0009570711000000099
"[0, 1, 0, 0, 0]",[],16032.0,16032.0,0.004235898699999167
"[0, 0, 0, 1, 0]",[],6212.01,6212.01,0.0016479186999997998
"[0, 0, 0, 1, 0]",[],6188.01,6188.01,0.0016428966999998014
"[0, 0, 0, 1, 0]",[],6188.01,6188.01,0.0016428966999998014
"[0, 0, 0, 1, 0]",[],6188.01,6188.01,0.0016428966999998014
"[0, 0, 0, 1, 0]",[],6188.01,6188.01,0.0016428966999998014
"[0, 0, 0, 0, 1]",[],3513.0,3513.0,0.0006038880000000038
"[0, 0, 0, 0, 1]",[],3513.0,3513.0,0.0006038880000000038
"[0, 0, 1, 0, 0]",[],2617.0,2617.0,0.0004510680000000028
"[0, 0, 0, 0, 3]",[],10539.0,30408.0,0.0018083159999996436
"[0, 0, 0, 0, 1]",[],1680.0,1680.0,0.00042930600000000327
"[0, 0, 0, 0, 1]",[],3513.0,3513.0,0.0006038880000000038
"[0, 0, 0, 0, 3]",[],1395.0,3471.0,0.0006735599999999806
"[1, 0, 0, 0, 0]",[],3507.928,3507.928,0.0009377751000000095
"[0, 1, 0, 0, 0]",[],15634.0,15634.0,0.004178838699999193
"[0, 0, 1, 0, 0]",[],1368.0,1368.0,0.0003541380000000023
"[0, 0, 0, 1, 0]",[],6102.01,6102.01,0.0016380546999998054
"[0, 0, 0, 0, 1]",[],1608.0,1608.0,0.00041591400000000323
"[1, 1, 1, 1, 1]",[],24492.0,64198.938,0.006898644499998592
"[2, 2, 0, 2, 0]",[],49110.928,266042.876,0.013274977000007517
"[0, 0, 2, 0, 2]",[],5952.0,22518.0,0.0015401039999998335
"[1, 0, 0, 0, 0]",[],3507.928,3507.928,0.0009377751000000094
"[0, 1, 0, 0, 0]",[],15634.0,15634.0,0.004178838699999193
"[0, 0, 1, 0, 0]",[],1368.0,1368.0,0.0003541380000000023
"[0, 0, 0, 1, 0]",[],6102.01,6102.01,0.0016380546999998056
"[0, 0, 0, 0, 1]",[],1608.0,1608.0,0.0004159140000000033
"[1, 1, 1, 1, 1]",[],24480.0,65028.938,0.006896970499998594
"[2, 2, 0, 2, 0]",[],49110.928,262847.876,0.013274977000007524
"[0, 0, 2, 0, 2]",[],5952.0,22356.0,0.0015401039999998335
"[1, 0, 0, 0, 0]",[],3507.928,3507.928,0.0009377751000000094
"[0, 1, 0, 0, 0]",[],15634.0,15634.0,0.004178838699999193
"[0, 0, 1, 0, 0]",[],1368.0,1368.0,0.00035413800000000243
"[0, 0, 0, 1, 0]",[],6135.01,6135.01,0.0016430766999998036
"[0, 0, 0, 0, 1]",[],1608.0,1608.0,0.0004159140000000031
"[1, 1, 1, 1, 1]",[],24540.0,50685.938,0.0069070144999985915
"[2, 2, 0, 2, 0]",[],48484.0,157919.876,0.013169515000007593
"[0, 0, 2, 0, 2]",[],5952.0,21549.0,0.0015401039999998342
"[1, 0, 0, 0, 0]",[],3507.928,3507.928,0.0009377751000000094
"[0, 1, 0, 0, 0]",[],15634.0,15634.0,0.004178838699999193
"[0, 0, 1, 0, 0]",[],1368.0,1368.0,0.0003541380000000023
"[0, 0, 0, 1, 0]",[],6102.01,6102.01,0.0016380546999998056
"[0, 0, 0, 0, 1]",[],1608.0,1608.0,0.0004159140000000033
"[1, 1, 1, 1, 1]",[],24480.0,60118.937999999995,0.006896970499998596
"[2, 2, 0, 2, 0]",[],48484.0,249126.87600000002,0.013169515000007181
"[0, 0, 2, 0, 2]",[],5952.0,22365.0,0.0015401039999998333
"[1, 0, 0, 0, 0]",[],3507.928,3507.928,0.0009377751000000094
"[0, 1, 0, 0, 0]",[],15634.0,15634.0,0.004178838699999193
"[0, 0, 1, 0, 0]",[],1368.0,1368.0,0.00035413800000000243
"[0, 0, 0, 1, 0]",[],6135.01,6135.01,0.0016430766999998036
"[0, 0, 0, 0, 1]",[],1608.0,1608.0,0.00041591400000000323
"[1, 1, 1, 1, 1]",[],24492.0,57649.938,0.006898644499998592
"[2, 2, 0, 2, 0]",[],49110.928,231031.876,0.013274977000007524
"[0, 0, 2, 0, 2]",[],5952.0,14043.0,0.0015401039999998335
"[1, 0, 0, 0, 0]",[],2865.928,2865.928,0.0008306390999999249
"[0, 1, 0, 0, 0]",[],15634.0,15634.0,0.004178838699999676
"[0, 0, 1, 0, 0]",[],1008.0,1008.0,0.0002938740000000016
"[0, 0, 0, 1, 0]",[],3934.01,3934.01,0.0012747966999998067
"[0, 0, 0, 0, 1]",[],1080.0,1080.0,0.00032886600000000215
"[1, 1, 1, 1, 1]",[],18621.0,33626.938,0.005916006500003422
"[2, 2, 0, 2, 0]",[],24761.0,112828.876,0.009198787000001877
"[0, 0, 2, 0, 2]",[],3036.0,10944.0,0.0010512959999998764
"[1, 0, 0, 0, 0]",[],2865.928,2865.928,0.0008306390999999249
"[0, 1, 0, 0, 0]",[],15634.0,15634.0,0.004178838699999676
"[0, 0, 1, 0, 0]",[],1008.0,1008.0,0.0002938740000000016
"[0, 0, 0, 1, 0]",[],3934.01,3934.01,0.0012747966999998067
"[0, 0, 0, 0, 1]",[],984.0,984.0,0.00031212600000000187
"[1, 1, 1, 1, 1]",[],18621.0,32852.938,0.005916006500003421
"[2, 2, 0, 2, 0]",[],24933.0,113704.876,0.009227245000001763
"[0, 0, 2, 0, 2]",[],3033.0,10935.0,0.0010512959999998764
"[1, 0, 0, 0, 0]",[],2865.928,2865.928,0.0008306390999999249
"[0, 1, 0, 0, 0]",[],15634.0,15634.0,0.004178838699999676
"[0, 0, 1, 0, 0]",[],1008.0,1008.0,0.0002938740000000016
"[0, 0, 0, 1, 0]",[],3934.01,3934.01,0.0012747966999998067
"[0, 0, 0, 0, 1]",[],984.0,984.0,0.00031212600000000187
"[1, 1, 1, 1, 1]",[],18645.0,32720.938000000002,0.005919354500003427
"[2, 2, 0, 2, 0]",[],25460.0,85084.876,0.009315967000001627
"[0, 0, 2, 0, 2]",[],3129.0,10506.0,0.0010663619999998694
"[1, 0, 0, 0, 0]",[],2865.928,2865.928,0.0008306390999999249
"[0, 1, 0, 0, 0]",[],15634.0,15634.0,0.004178838699999676
"[0, 0, 1, 0, 0]",[],1008.0,1008.0,0.0002938740000000016
"[0, 0, 0, 1, 0]",[],3934.01,3934.01,0.0012747966999998067
"[0, 0, 0, 0, 1]",[],984.0,984.0,0.00031212600000000187
"[1, 1, 1, 1, 1]",[],18621.0,30409.938000000002,0.005916006500003417
"[2, 2, 0, 2, 0]",[],24945.0,98911.876,0.009228919000001935
"[0, 0, 2, 0, 2]",[],3027.0,10935.0,0.0010496219999998769
"[1, 0, 0, 0, 0]",[],2865.928,2865.928,0.0008306390999999249
"[0, 1, 0, 0, 0]",[],15634.0,15634.0,0.004178838699999676
"[0, 0, 1, 0, 0]",[],1008.0,1008.0,0.0002938740000000016
"[0, 0, 0, 1, 0]",[],3934.01,3934.01,0.0012747966999998067
"[0, 0, 0, 0, 1]",[],984.0,984.0,0.0003121260000000018
"[1, 1, 1, 1, 1]",[],18621.0,32651.938000000002,0.0059160065000034194
"[2, 2, 0, 2, 0]",[],24933.0,98774.87599999999,0.009227245000001895
"[0, 0, 2, 0, 2]",[],3228.0,7857.0,0.0010831019999998622
"[1, 0, 0, 0, 0]",[],2856.928,2856.928,0.0008289651000000091
"[0, 1, 0, 0, 0]",[],15634.0,15634.0,0.004178838700000235
"[0, 0, 1, 0, 0]",[],1008.0,1008.0,0.0002938740000000016
"[0, 0, 0, 1, 0]",[],2387.01,2387.01,0.0010153266999999814
"[0, 0, 0, 0, 1]",[],720.0,720.0,0.0002686020000000012
"[1, 1, 1, 1, 1]",[],17074.0,27518.938000000002,0.00565653649999676
"[2, 2, 0, 2, 0]",[],20425.0,68648.876,0.008472270999992374
"[0, 0, 2, 0, 2]",[],2133.0,6915.0,0.0009006359999999995
"[1, 0, 0, 0, 0]",[],2856.928,2856.928,0.0008289651000000091
"[0, 1, 0, 0, 0]",[],15634.0,15634.0,0.004178838700000235
"[0, 0, 1, 0, 0]",[],1008.0,1008.0,0.0002938740000000016
"[0, 0, 0, 1, 0]",[],2387.01,2387.01,0.0010153266999999814
"[0, 0, 0, 0, 1]",[],720.0,720.0,0.0002686020000000012
"[1, 1, 1, 1, 1]",[],16444.0,26753.938000000002,0.005551074499996974
"[2, 2, 0, 2, 0]",[],19689.0,74525.876,0.008348394999992877
"[0, 0, 2, 0, 2]",[],2106.0,7365.0,0.0008956139999999995
"[1, 0, 0, 0, 0]",[],2856.928,2856.928,0.0008289651000000091
"[0, 1, 0, 0, 0]",[],15634.0,15634.0,0.004178838700000235
"[0, 0, 1, 0, 0]",[],1008.0,1008.0,0.0002938740000000016
"[0, 0, 0, 1, 0]",[],2387.01,2387.01,0.0010153266999999814
"[0, 0, 0, 0, 1]",[],816.0,816.0,0.0002836680000000014
"[1, 1, 1, 1, 1]",[],16444.0,26939.938000000002,0.005551074499996973
"[2, 2, 0, 2, 0]",[],20960.0,63928.876000000004,0.008562666999991857
"[0, 0, 2, 0, 2]",[],2241.0,7062.0,0.0009190499999999996
"[1, 0, 0, 0, 0]",[],2856.928,2856.928,0.0008289651000000091
"[0, 1, 0, 0, 0]",[],15634.0,15634.0,0.004178838700000235
"[0, 0, 1, 0, 0]",[],1008.0,1008.0,0.0002938740000000016
"[0, 0, 0, 1, 0]",[],2387.01,2387.01,0.0010153266999999814
"[0, 0, 0, 0, 1]",[],720.0,720.0,0.0002686020000000012
"[1, 1, 1, 1, 1]",[],17074.0,27518.938000000002,0.00565653649999676
"[2, 2, 0, 2, 0]",[],19701.0,65451.876000000004,0.008351742999992804
"[0, 0, 2, 0, 2]",[],2100.0,7332.0,0.0008956139999999992
"[1, 0, 0, 0, 0]",[],2856.928,2856.928,0.0008289651000000091
"[0, 1, 0, 0, 0]",[],15634.0,15634.0,0.004178838700000235
"[0, 0, 1, 0, 0]",[],1008.0,1008.0,0.0002938740000000016
"[0, 0, 0, 1, 0]",[],2387.01,2387.01,0.0010153266999999814
"[0, 0, 0, 0, 1]",[],912.0,912.0,0.0003004080000000016
"[1, 1, 1, 1, 1]",[],16469.0,27051.938000000002,0.005554422499996965
"[2, 2, 0, 2, 0]",[],19701.0,63528.876000000004,0.008351742999992856
"[0, 0, 2, 0, 2]",[],2478.0,5976.0,0.0009575520000000002
"[1, 0, 0, 0, 0]",[],3507.928,3507.928,0.0009377750999999184
"[0, 1, 0, 0, 0]",[],15634.0,15634.0,0.004178838699998847
"[0, 0, 1, 0, 0]",[],1368.0,1368.0,0.0003541380000000023
"[0, 0, 0, 1, 0]",[],6102.01,6102.01,0.0016380547000000275
"[0, 0, 0, 0, 1]",[],1608.0,1608.0,0.00041591400000000323
"[1, 1, 1, 1, 1]",[],24492.0,64198.938,0.006898644499997404
"[2, 2, 0, 2, 0]",[],49110.928,266042.876,0.013274977000009472
"[0, 0, 2, 0, 2]",[],5952.0,22518.0,0.0015401040000000146
"[1, 0, 0, 0, 0]",[],3507.928,3507.928,0.0009377750999999182
"[0, 1, 0, 0, 0]",[],15634.0,15634.0,0.004178838699998847
"[0, 0, 1, 0, 0]",[],1368.0,1368.0,0.0003541380000000023
"[0, 0, 0, 1, 0]",[],6102.01,6102.01,0.0016380547000000277
"[0, 0, 0, 0, 1]",[],1608.0,1608.0,0.0004159140000000033
"[1, 1, 1, 1, 1]",[],24480.0,65028.938,0.006896970499997406
"[2, 2, 0, 2, 0]",[],49110.928,262847.876,0.013274977000009479
"[0, 0, 2, 0, 2]",[],5952.0,22356.0,0.0015401040000000148
"[1, 0, 0, 0, 0]",[],3507.928,3507.928,0.0009377750999999182
"[0, 1, 0, 0, 0]",[],15634.0,15634.0,0.004178838699998847
"[0, 0, 1, 0, 0]",[],1368.0,1368.0,0.00035413800000000243
"[0, 0, 0, 1, 0]",[],6135.01,6135.01,0.0016430767000000296
"[0, 0, 0, 0, 1]",[],1608.0,1608.0,0.0004159140000000031
"[1, 1, 1, 1, 1]",[],24540.0,50685.938,0.0069070144999974
"[2, 2, 0, 2, 0]",[],48484.0,157919.876,0.013169515000009591
"[0, 0, 2, 0, 2]",[],5952.0,21549.0,0.0015401040000000154
"[1, 0, 0, 0, 0]",[],3507.928,3507.928,0.0009377750999999182
"[0, 1, 0, 0, 0]",[],15634.0,15634.0,0.004178838699998847
"[0, 0, 1, 0, 0]",[],1368.0,1368.0,0.0003541380000000023
"[0, 0, 0, 1, 0]",[],6102.01,6102.01,0.0016380547000000277
"[0, 0, 0, 0, 1]",[],1608.0,1608.0,0.0004159140000000033
"[1, 1, 1, 1, 1]",[],24480.0,60118.937999999995,0.006896970499997409
"[2, 2, 0, 2, 0]",[],48484.0,249126.87600000002,0.013169515000009029
"[0, 0, 2, 0, 2]",[],5952.0,22365.0,0.0015401040000000152
"[1, 0, 0, 0, 0]",[],3507.928,3507.928,0.0009377750999999182
"[0, 0, 0, 0, 1]",[],1608.0,1608.0,0.00041591400000000323
"[0, 0, 0, 0, 1]",[],1608.0,1608.0,0.00041591400000000323
"[0, 0, 0, 0, 1]",[],1608.0,1608.0,0.00041591400000000323
"[0, 0, 0, 0, 1]",[],3504.0,3504.0,0.0007339740000000039
"[0, 0, 0, 0, 1]",[],1680.0,1680.0,0.00042930600000000327
"[0, 0, 0, 0, 1]",[],1680.0,1680.0,0.00042930600000000327
"[0, 0, 1, 0, 0]",[],2332.0,2332.0,0.0005165159999999965
"[0, 0, 1, 0, 0]",[],2889.0,2889.0,0.0006085860000000037
"[0, 0, 0, 0, 1]",[],3504.0,3504.0,0.0007339740000000039
"[1, 0, 0, 0, 0]",[],3596.928,3596.928,0.0009528411000000097
"[0, 1, 0, 0, 0]",[],15936.0,15936.0,0.004229058699999173
"[0, 0, 1, 0, 0]",[],2617.0,2617.0,0.0005633880000000039
"[0, 0, 0, 0, 2]",[],3680.0,7041.0,0.0009105059999999096
"[0, 0, 0, 0, 1]",[],1832.0,1832.0,0.0004544160000000037
"[0, 0, 0, 0, 2]",[],3680.0,7041.0,0.0009105059999999096
"[0, 0, 0, 0, 3]",[],6626.0,19190.0,0.0015490620000000285
"[0, 0, 0, 0, 10]",[],41253.0,396160.0,0.008370923999997193
"[0, 0, 0, 0, 10]",[],41253.0,396160.0,0.008370923999997193
"[0, 0, 0, 0, 10]",[],41253.0,396160.0,0.008370923999997193
"[0, 0, 0, 0, 10]",[],41253.0,396160.0,0.008370923999997193
"[0, 0, 0, 0, 10]",[],41253.0,396160.0,0.008370923999997193
"[0, 0, 0, 0, 1]",[],3513.0,3513.0,0.0007356480000000036
"[0, 0, 0, 0, 2]",[],7026.0,13563.0,0.0014696219999998257
"[0, 0, 0, 0, 3]",[],10539.0,30408.0,0.0022035959999995585
"[0, 0, 0, 0, 4]",[],14051.0,53918.0,0.0029392439999992924
"[0, 0, 0, 0, 1]",[],3513.0,3513.0,0.0007356480000000036
"[0, 0, 0, 0, 1]",[],1832.0,1832.0,0.0004544160000000037
"[0, 0, 0, 0, 2]",[],3279.0,6186.0,0.0008418719999999285
"[0, 0, 0, 0, 3]",[],6626.0,19190.0,0.0015490620000000285
"[0, 0, 0, 0, 4]",[],12935.0,49895.0,0.002751755999999518
"[0, 0, 0, 0, 1]",[],1832.0,1832.0,0.0004544160000000037
"[1, 0, 0, 0, 0]",[],3596.928,3596.928,0.0009528411000000097
"[0, 1, 0, 0, 0]",[],15936.0,15936.0,0.004229058699999173
"[0, 0, 1, 0, 0]",[],2617.0,2617.0,0.0005633880000000039
"[0, 0, 0, 1, 0]",[],6212.01,6212.01,0.0016564686999997987
"[0, 0, 0, 0, 1]",[],3513.0,3513.0,0.0007356480000000036
"[1, 1, 1, 1, 1]",[],24917.0,72063.938,0.006968952499998599
"[2, 2, 0, 2, 0]",[],49648.928,268863.876,0.013363699000007724
"[0, 0, 2, 0, 2]",[],12814.0,49467.0,0.002688467999999382
"[1, 0, 0, 0, 0]",[],3596.928,3596.928,0.0009528411000000099
"[0, 1, 0, 0, 0]",[],15936.0,15936.0,0.004229058699999173
"[0, 0, 1, 0, 0]",[],2433.0,2433.0,0.0005332560000000037
"[0, 0, 0, 1, 0]",[],6212.01,6212.01,0.001656468699999799
"[0, 0, 0, 0, 1]",[],3152.0,3152.0,0.0006753840000000036
"[1, 1, 1, 1, 1]",[],24970.0,80374.938,0.006978996499998598
"[2, 2, 0, 2, 0]",[],49636.928,265586.876,0.013362025000007742
"[0, 0, 2, 0, 2]",[],21421.0,82815.0,0.00412978199999876
"[1, 0, 0, 0, 0]",[],3596.928,3596.928,0.0009528411000000097
"[0, 1, 0, 0, 0]",[],15936.0,15936.0,0.004229058699999173
"[0, 0, 1, 0, 0]",[],2712.0,2712.0,0.0005801280000000038
"[0, 0, 0, 1, 0]",[],6257.01,6257.01,0.001663164699999796
"[0, 0, 0, 0, 1]",[],4832.0,4832.0,0.0009566160000000036
"[1, 1, 1, 1, 1]",[],27791.0,66444.938,0.007451064499998405
"[2, 2, 0, 2, 0]",[],49136.0,160605.876,0.013278325000007812
"[0, 0, 2, 0, 2]",[],21480.0,81863.0,0.004139825999998764
"[1, 0, 0, 0, 0]",[],3596.928,3596.928,0.0009528411000000099
"[0, 1, 0, 0, 0]",[],15936.0,15936.0,0.004229058699999173
"[0, 0, 1, 0, 0]",[],2433.0,2433.0,0.0005332560000000037
"[0, 0, 0, 1, 0]",[],6212.01,6212.01,0.001656468699999799
"[0, 0, 0, 0, 1]",[],3152.0,3152.0,0.0006753840000000036
"[1, 1, 1, 1, 1]",[],24940.0,72699.938,0.006973974499998605
"[2, 2, 0, 2, 0]",[],48982.0,251987.87600000002,0.013253215000007363
"[0, 0, 2, 0, 2]",[],21281.0,82287.0,0.004106345999998772
"[1, 0, 0, 0, 0]",[],3596.928,3596.928,0.0009528411000000097
"[0, 1, 0, 0, 0]",[],15936.0,15936.0,0.004229058699999173
"[0, 0, 1, 0, 0]",[],2889.0,2889.0,0.0006085860000000037
"[0, 0, 0, 1, 0]",[],6257.01,6257.01,0.001663164699999796
"[0, 0, 0, 0, 1]",[],3504.0,3504.0,0.0007339740000000039
"[1, 1, 1, 1, 1]",[],24998.0,58080.938,0.006982344499998597
"[2, 2, 0, 2, 0]",[],49756.928,233729.876,0.01338211300000779
"[0, 0, 2, 0, 2]",[],12856.0,31359.0,0.002695163999999381
"[1, 0, 0, 0, 0]",[],2948.928,2948.928,0.0008440310999999198
"[0, 1, 0, 0, 0]",[],15936.0,15936.0,0.004229058699999771
"[0, 0, 1, 0, 0]",[],2396.0,2396.0,0.0005265599999999904
"[0, 0, 0, 1, 0]",[],4024.01,4024.01,0.0012898626999998017
"[0, 0, 0, 0, 1]",[],2424.0,2424.0,0.0005531819999999823
"[1, 1, 1, 1, 1]",[],19188.0,40746.938,0.006009750500003646
"[2, 2, 0, 2, 0]",[],25062.0,116345.87599999999,0.009249007000001749
"[0, 0, 2, 0, 2]",[],8806.0,33242.0,0.0020171939999994943
"[1, 0, 0, 0, 0]",[],2948.928,2948.928,0.0008440310999999198
"[0, 1, 0, 0, 0]",[],15936.0,15936.0,0.004229058699999771
"[0, 0, 1, 0, 0]",[],2396.0,2396.0,0.0005265599999999904
"[0, 0, 0, 1, 0]",[],4024.01,4024.01,0.0012898626999998017
"[0, 0, 0, 0, 1]",[],2152.0,2152.0,0.0005079839999999974
"[1, 1, 1, 1, 1]",[],18933.0,38754.938,0.005967900500003566
"[2, 2, 0, 2, 0]",[],25543.0,121545.87599999999,0.009329359000001614
"[0, 0, 2, 0, 2]",[],12040.0,45281.0,0.0025595699999992586
"[1, 0, 0, 0, 0]",[],2980.928,2980.928,0.0008507270999999171
"[0, 1, 0, 0, 0]",[],15936.0,15936.0,0.004229058699999771
"[0, 0, 1, 0, 0]",[],2396.0,2396.0,0.0005265599999999904
"[0, 0, 0, 1, 0]",[],4073.01,4073.01,0.0012982326999997984
"[0, 0, 0, 0, 1]",[],2080.0,2080.0,0.0004962660000000012
"[1, 1, 1, 1, 1]",[],19054.0,37411.938,0.005987988500003602
"[2, 2, 0, 2, 0]",[],25960.0,87695.876,0.009399667000001492
"[0, 0, 2, 0, 2]",[],13803.0,52914.0,0.002854193999999133
"[1, 0, 0, 0, 0]",[],2948.928,2948.928,0.0008440310999999198
"[0, 1, 0, 0, 0]",[],15936.0,15936.0,0.004229058699999771
"[0, 0, 1, 0, 0]",[],2396.0,2396.0,0.0005265599999999904
"[0, 0, 0, 1, 0]",[],4024.01,4024.01,0.0012898626999998017
"[0, 0, 0, 0, 1]",[],2152.0,2152.0,0.0005079839999999974
"[1, 1, 1, 1, 1]",[],18929.0,39420.938,0.005966226500003565
"[2, 2, 0, 2, 0]",[],25622.0,104659.87599999999,0.009342751000001603
"[0, 0, 2, 0, 2]",[],11462.0,44259.0,0.0024624779999992998
"[1, 0, 0, 0, 0]",[],2980.928,2980.928,0.0008507270999999171
"[0, 1, 0, 0, 0]",[],15936.0,15936.0,0.004229058699999771
"[0, 0, 1, 0, 0]",[],2396.0,2396.0,0.0005265599999999904
"[0, 0, 0, 1, 0]",[],4073.01,4073.01,0.0012982326999997984
"[0, 0, 0, 0, 1]",[],2380.0,2380.0,0.0005464859999999838
"[1, 1, 1, 1, 1]",[],19935.0,39702.938,0.0061353005000038836
"[2, 2, 0, 2, 0]",[],25200.0,100024.87599999999,0.00927244300000182
"[0, 0, 2, 0, 2]",[],9180.0,24793.0,0.002080805999999465
"[1, 0, 0, 0, 0]",[],2945.928,2945.928,0.0008440311000000088
"[0, 1, 0, 0, 0]",[],15936.0,15936.0,0.004229058700000113
"[0, 0, 1, 0, 0]",[],2396.0,2396.0,0.0005265600000000038
"[0, 0, 0, 1, 0]",[],2515.01,2515.01,0.0010370886999999578
"[0, 0, 0, 0, 1]",[],1864.0,1864.0,0.0004594380000000038
"[1, 1, 1, 1, 1]",[],17354.0,33404.938,0.005703408499996678
"[2, 2, 0, 2, 0]",[],20788.0,70306.876,0.008532534999992127
"[0, 0, 2, 0, 2]",[],8961.0,34175.0,0.0020439779999990976
"[1, 0, 0, 0, 0]",[],2945.928,2945.928,0.0008440311000000088
"[0, 1, 0, 0, 0]",[],15936.0,15936.0,0.004229058700000113
"[0, 0, 1, 0, 0]",[],2396.0,2396.0,0.0005265600000000038
"[0, 0, 0, 1, 0]",[],2515.01,2515.01,0.0010370886999999578
"[0, 0, 0, 0, 1]",[],1864.0,1864.0,0.0004594380000000038
"[1, 1, 1, 1, 1]",[],16851.0,31510.938000000002,0.00561970849999683
"[2, 2, 0, 2, 0]",[],20143.0,76137.876,0.008425398999992586
"[0, 0, 2, 0, 2]",[],11663.0,45104.0,0.0024959579999994873
"[1, 0, 0, 0, 0]",[],2945.928,2945.928,0.0008440311000000088
"[0, 1, 0, 0, 0]",[],15936.0,15936.0,0.004229058700000113
"[0, 0, 1, 0, 0]",[],2396.0,2396.0,0.0005265600000000038
"[0, 0, 0, 1, 0]",[],2515.01,2515.01,0.0010370886999999578
"[0, 0, 0, 0, 1]",[],1920.0,1920.0,0.0004694820000000039
"[1, 1, 1, 1, 1]",[],16826.0,31208.938000000002,0.00561468649999683
"[2, 2, 0, 2, 0]",[],21402.0,65987.876,0.008636322999991558
"[0, 0, 2, 0, 2]",[],8990.0,34414.0,0.0020489999999991158
"[1, 0, 0, 0, 0]",[],2945.928,2945.928,0.0008440311000000088
"[0, 1, 0, 0, 0]",[],15936.0,15936.0,0.004229058700000113
"[0, 0, 1, 0, 0]",[],2396.0,2396.0,0.0005265600000000038
"[0, 0, 0, 1, 0]",[],2515.01,2515.01,0.0010370886999999578
"[0, 0, 0, 0, 1]",[],1864.0,1864.0,0.0004594380000000038
"[1, 1, 1, 1, 1]",[],17353.0,32067.938000000002,0.005703408499996658
"[2, 2, 0, 2, 0]",[],20330.0,67792.876,0.008457204999992389
"[0, 0, 2, 0, 2]",[],10649.0,40944.0,0.0023252099999993433
"[1, 0, 0, 0, 0]",[],2945.928,2945.928,0.0008440311000000088
"[0, 1, 0, 0, 0]",[],15936.0,15936.0,0.004229058700000113
"[0, 0, 1, 0, 0]",[],2396.0,2396.0,0.0005265600000000038
"[0, 0, 0, 1, 0]",[],2515.01,2515.01,0.0010370886999999578
"[0, 0, 0, 0, 1]",[],2200.0,2200.0,0.0005163540000000038
"[1, 1, 1, 1, 1]",[],16814.0,31272.938000000002,0.005613012499996834
"[2, 2, 0, 2, 0]",[],20094.0,64775.876000000004,0.008417028999992613
"[0, 0, 2, 0, 2]",[],8479.0,25693.0,0.0019619519999990683
"[1, 0, 0, 0, 0]",[],3596.928,3596.928,0.000952841099999914
"[0, 1, 0, 0, 0]",[],15936.0,15936.0,0.004229058699998807
