experiment_num,timestamp,soc_config,scheduler,workload_name,job_list,job_probabilities,ave_latency,average_concurrent_jobs,completed_jobs,cumulative_execution_time,data_colocated,data_forwarded,data_from_memory,deadlines_met,deadlines_missed,edp,execution_time,injected_jobs,memory_bandwidth,num_RELIEF_forwards,num_colocations,num_forwards,time_moving_memory,total_energy
17,2025-12-02 18:55:05,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,FCFS,single_canny,"[[1,0,0,0,0]]",[],3017.928,1.0,1,3017.93,196608,638976,82608,1,0,2.58,3017.93,1,5280,0,3,10,0,0.000856
18,2025-12-02 18:55:06,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,FCFS,single_deblur,"[[0,1,0,0,0]]",[],16032.0,1.0,1,16032.0,0,1687552,345580,1,0,68.07,16032.0,1,5280,0,0,26,0,0.004246
19,2025-12-02 18:55:07,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,FCFS,single_gru,"[[0,0,1,0,0]]",[],2636.0,1.0,1,2636.0,6750208,1441792,5963776,1,0,1.49,2636.0,1,5280,0,103,22,0,0.000567
20,2025-12-02 18:55:07,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,FCFS,single_harris,"[[0,0,0,1,0]]",[],2515.01,1.0,1,2515.01,262144,1163264,17276,1,0,2.61,2515.01,1,5280,0,4,18,0,0.001037
21,2025-12-02 18:55:08,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,FCFS,single_lstm,"[[0,0,0,0,1]]",[],3258.0,1.0,1,3258.0,6422528,2424832,7405568,1,0,2.25,3258.0,1,5280,0,98,37,0,0.000692
22,2025-12-02 18:55:09,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,FCFS,mixed_balanced,"[[1,1,1,1,1]]",[],15241.3876,3.0,5,76206.94,8192000,4341760,22268952,2,3,137.07,21452.0,5,5280,0,125,67,0,0.00639
23,2025-12-02 18:55:10,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,FCFS,mixed_vision_heavy,"[[2,2,0,2,0]]",[],11826.312667,3.5,6,70957.88,851968,4096000,3840048,4,2,195.37,22255.0,6,5280,0,13,64,0,0.008779
24,2025-12-02 18:55:12,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,FCFS,mixed_ml_heavy,"[[0,0,2,0,2]]",[],49348.5,2.5,4,197394.0,6291456,1114112,53411840,0,4,452.13,50371.0,4,5280,0,96,17,0,0.008976
25,2025-12-02 18:55:13,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,FCFS,single_canny,"[[1,0,0,0,0]]",[],3653.928,1.0,1,3653.93,196608,507904,213680,1,0,3.52,3653.93,1,5280,0,3,8,0,0.000963
26,2025-12-02 18:55:14,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,FCFS,single_deblur,"[[0,1,0,0,0]]",[],16032.0,1.0,1,16032.0,0,1687552,345580,1,0,68.07,16032.0,1,5280,0,0,26,0,0.004246
27,2025-12-02 18:55:14,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,FCFS,single_gru,"[[0,0,1,0,0]]",[],3872.0,1.0,1,3872.0,4587520,0,9568256,1,0,3.0,3872.0,1,5280,0,70,0,0,0.000774
28,2025-12-02 18:55:15,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,FCFS,single_harris,"[[0,0,0,1,0]]",[],6544.01,1.0,1,6544.01,131072,638976,672636,1,0,11.2,6544.01,1,5280,0,2,10,0,0.001712
29,2025-12-02 18:55:15,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,FCFS,single_lstm,"[[0,0,0,0,1]]",[],5504.0,1.0,1,5504.0,2555904,0,13697024,1,0,5.88,5504.0,1,5280,0,39,0,0,0.001069
30,2025-12-02 18:55:16,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,FCFS,mixed_balanced,"[[1,1,1,1,1]]",[],13943.7876,3.0,5,69718.94,3342336,1589248,29871128,2,3,180.13,25492.0,5,5280,0,51,25,0,0.007066
31,2025-12-02 18:55:18,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,FCFS,mixed_vision_heavy,"[[2,2,0,2,0]]",[],27635.979333,3.5,6,165815.88,655360,2588672,5543984,2,4,685.88,50670.0,6,5280,0,10,41,0,0.013536
32,2025-12-02 18:55:19,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,FCFS,mixed_ml_heavy,"[[0,0,2,0,2]]",[],20488.5,2.5,4,81954.0,4325376,0,56492032,0,4,93.15,22021.0,4,5280,0,66,0,0,0.00423
33,2025-12-02 18:55:19,SoC.i1_g4_cv1_h1_e1_c1_el1.txt,FCFS,single_canny,"[[1,0,0,0,0]]",[],3653.928,1.0,1,3653.93,196608,507904,213680,1,0,3.52,3653.93,1,5280,0,3,8,0,0.000963
34,2025-12-02 18:55:20,SoC.i1_g4_cv1_h1_e1_c1_el1.txt,FCFS,single_deblur,"[[0,1,0,0,0]]",[],16032.0,1.0,1,16032.0,0,1687552,345580,1,0,68.07,16032.0,1,5280,0,0,26,0,0.004246
35,2025-12-02 18:55:20,SoC.i1_g4_cv1_h1_e1_c1_el1.txt,FCFS,single_gru,"[[0,0,1,0,0]]",[],3872.0,1.0,1,3872.0,4587520,0,9568256,1,0,3.0,3872.0,1,5280,0,70,0,0,0.000774
36,2025-12-02 18:55:21,SoC.i1_g4_cv1_h1_e1_c1_el1.txt,FCFS,single_harris,"[[0,0,0,1,0]]",[],6544.01,1.0,1,6544.01,131072,638976,672636,1,0,11.2,6544.01,1,5280,0,2,10,0,0.001712
37,2025-12-02 18:55:21,SoC.i1_g4_cv1_h1_e1_c1_el1.txt,FCFS,single_lstm,"[[0,0,0,0,1]]",[],5504.0,1.0,1,5504.0,2555904,0,13697024,1,0,5.88,5504.0,1,5280,0,39,0,0,0.001069
38,2025-12-02 18:55:22,SoC.i1_g4_cv1_h1_e1_c1_el1.txt,FCFS,mixed_balanced,"[[1,1,1,1,1]]",[],13943.7876,3.0,5,69718.94,3342336,1589248,29871128,2,3,180.13,25492.0,5,5280,0,51,25,0,0.007066
39,2025-12-02 18:55:24,SoC.i1_g4_cv1_h1_e1_c1_el1.txt,FCFS,mixed_vision_heavy,"[[2,2,0,2,0]]",[],27635.979333,3.5,6,165815.88,655360,2490368,5642288,2,4,685.88,50670.0,6,5280,0,10,39,0,0.013536
40,2025-12-02 18:55:25,SoC.i1_g4_cv1_h1_e1_c1_el1.txt,FCFS,mixed_ml_heavy,"[[0,0,2,0,2]]",[],20488.5,2.5,4,81954.0,4325376,0,56492032,0,4,93.15,22021.0,4,5280,0,66,0,0,0.00423
41,2025-12-02 18:55:25,SoC.i1_g1_cv4_h1_e1_c1_el1.txt,FCFS,single_canny,"[[1,0,0,0,0]]",[],3096.928,1.0,1,3096.93,196608,507904,213680,1,0,2.69,3096.93,1,5280,0,3,8,0,0.000869
42,2025-12-02 18:55:26,SoC.i1_g1_cv4_h1_e1_c1_el1.txt,FCFS,single_deblur,"[[0,1,0,0,0]]",[],16032.0,1.0,1,16032.0,0,1687552,345580,1,0,68.07,16032.0,1,5280,0,0,26,0,0.004246
43,2025-12-02 18:55:26,SoC.i1_g1_cv4_h1_e1_c1_el1.txt,FCFS,single_gru,"[[0,0,1,0,0]]",[],3872.0,1.0,1,3872.0,4587520,0,9568256,1,0,3.0,3872.0,1,5280,0,70,0,0,0.000774
44,2025-12-02 18:55:27,SoC.i1_g1_cv4_h1_e1_c1_el1.txt,FCFS,single_harris,"[[0,0,0,1,0]]",[],2812.01,1.0,1,2812.01,131072,901120,410492,1,0,3.06,2812.01,1,5280,0,2,14,0,0.001087
45,2025-12-02 18:55:27,SoC.i1_g1_cv4_h1_e1_c1_el1.txt,FCFS,single_lstm,"[[0,0,0,0,1]]",[],5504.0,1.0,1,5504.0,2555904,0,13697024,1,0,5.88,5504.0,1,5280,0,39,0,0,0.001069
46,2025-12-02 18:55:28,SoC.i1_g1_cv4_h1_e1_c1_el1.txt,FCFS,mixed_balanced,"[[1,1,1,1,1]]",[],9680.1876,3.0,5,48400.94,3276800,2375680,29150232,2,3,103.92,17921.0,5,5280,0,50,37,0,0.005799
47,2025-12-02 18:55:29,SoC.i1_g1_cv4_h1_e1_c1_el1.txt,FCFS,mixed_vision_heavy,"[[2,2,0,2,0]]",[],11277.646,3.5,6,67665.88,327680,3932160,4528176,4,2,181.93,21164.0,6,5280,0,5,61,0,0.008596
48,2025-12-02 18:55:30,SoC.i1_g1_cv4_h1_e1_c1_el1.txt,FCFS,mixed_ml_heavy,"[[0,0,2,0,2]]",[],20488.5,2.5,4,81954.0,4325376,0,56492032,0,4,93.15,22021.0,4,5280,0,66,0,0,0.00423
49,2025-12-02 18:55:31,SoC.i1_g1_cv1_h4_e1_c1_el1.txt,FCFS,single_canny,"[[1,0,0,0,0]]",[],3653.928,1.0,1,3653.93,196608,507904,213680,1,0,3.52,3653.93,1,5280,0,3,8,0,0.000963
50,2025-12-02 18:55:31,SoC.i1_g1_cv1_h4_e1_c1_el1.txt,FCFS,single_deblur,"[[0,1,0,0,0]]",[],16032.0,1.0,1,16032.0,0,1687552,345580,1,0,68.07,16032.0,1,5280,0,0,26,0,0.004246
51,2025-12-02 18:55:32,SoC.i1_g1_cv1_h4_e1_c1_el1.txt,FCFS,single_gru,"[[0,0,1,0,0]]",[],3872.0,1.0,1,3872.0,4587520,0,9568256,1,0,3.0,3872.0,1,5280,0,70,0,0,0.000774
52,2025-12-02 18:55:33,SoC.i1_g1_cv1_h4_e1_c1_el1.txt,FCFS,single_harris,"[[0,0,0,1,0]]",[],6544.01,1.0,1,6544.01,131072,638976,672636,1,0,11.2,6544.01,1,5280,0,2,10,0,0.001712
53,2025-12-02 18:55:33,SoC.i1_g1_cv1_h4_e1_c1_el1.txt,FCFS,single_lstm,"[[0,0,0,0,1]]",[],5504.0,1.0,1,5504.0,2555904,0,13697024,1,0,5.88,5504.0,1,5280,0,39,0,0,0.001069
54,2025-12-02 18:55:34,SoC.i1_g1_cv1_h4_e1_c1_el1.txt,FCFS,mixed_balanced,"[[1,1,1,1,1]]",[],13943.7876,3.0,5,69718.94,3342336,1589248,29871128,2,3,180.13,25492.0,5,5280,0,51,25,0,0.007066
55,2025-12-02 18:55:35,SoC.i1_g1_cv1_h4_e1_c1_el1.txt,FCFS,mixed_vision_heavy,"[[2,2,0,2,0]]",[],27635.979333,3.5,6,165815.88,655360,2490368,5642288,2,4,685.88,50670.0,6,5280,0,10,39,0,0.013536
56,2025-12-02 18:55:36,SoC.i1_g1_cv1_h4_e1_c1_el1.txt,FCFS,mixed_ml_heavy,"[[0,0,2,0,2]]",[],20488.5,2.5,4,81954.0,4325376,0,56492032,0,4,93.15,22021.0,4,5280,0,66,0,0,0.00423
57,2025-12-02 18:55:37,SoC.i1_g1_cv1_h1_e4_c1_el1.txt,FCFS,single_canny,"[[1,0,0,0,0]]",[],3653.928,1.0,1,3653.93,196608,507904,213680,1,0,3.52,3653.93,1,5280,0,3,8,0,0.000963
58,2025-12-02 18:55:38,SoC.i1_g1_cv1_h1_e4_c1_el1.txt,FCFS,single_deblur,"[[0,1,0,0,0]]",[],16032.0,1.0,1,16032.0,0,1687552,345580,1,0,68.07,16032.0,1,5280,0,0,26,0,0.004246
59,2025-12-02 18:55:38,SoC.i1_g1_cv1_h1_e4_c1_el1.txt,FCFS,single_gru,"[[0,0,1,0,0]]",[],3872.0,1.0,1,3872.0,4587520,0,9568256,1,0,3.0,3872.0,1,5280,0,70,0,0,0.000774
60,2025-12-02 18:55:39,SoC.i1_g1_cv1_h1_e4_c1_el1.txt,FCFS,single_harris,"[[0,0,0,1,0]]",[],6544.01,1.0,1,6544.01,131072,638976,672636,1,0,11.2,6544.01,1,5280,0,2,10,0,0.001712
61,2025-12-02 18:55:39,SoC.i1_g1_cv1_h1_e4_c1_el1.txt,FCFS,single_lstm,"[[0,0,0,0,1]]",[],5504.0,1.0,1,5504.0,2555904,0,13697024,1,0,5.88,5504.0,1,5280,0,39,0,0,0.001069
62,2025-12-02 18:55:40,SoC.i1_g1_cv1_h1_e4_c1_el1.txt,FCFS,mixed_balanced,"[[1,1,1,1,1]]",[],13943.7876,3.0,5,69718.94,3342336,1589248,29871128,2,3,180.13,25492.0,5,5280,0,51,25,0,0.007066
63,2025-12-02 18:55:41,SoC.i1_g1_cv1_h1_e4_c1_el1.txt,FCFS,mixed_vision_heavy,"[[2,2,0,2,0]]",[],27635.979333,3.5,6,165815.88,655360,2490368,5642288,2,4,685.88,50670.0,6,5280,0,10,39,0,0.013536
64,2025-12-02 18:55:42,SoC.i1_g1_cv1_h1_e4_c1_el1.txt,FCFS,mixed_ml_heavy,"[[0,0,2,0,2]]",[],20488.5,2.5,4,81954.0,4325376,0,56492032,0,4,93.15,22021.0,4,5280,0,66,0,0,0.00423
65,2025-12-02 18:55:43,SoC.i1_g1_cv1_h1_e1_c4_el1.txt,FCFS,single_canny,"[[1,0,0,0,0]]",[],3653.928,1.0,1,3653.93,196608,507904,213680,1,0,3.52,3653.93,1,5280,0,3,8,0,0.000963
66,2025-12-02 18:55:44,SoC.i1_g1_cv1_h1_e1_c4_el1.txt,FCFS,single_deblur,"[[0,1,0,0,0]]",[],16032.0,1.0,1,16032.0,0,1687552,345580,1,0,68.07,16032.0,1,5280,0,0,26,0,0.004246
67,2025-12-02 18:55:44,SoC.i1_g1_cv1_h1_e1_c4_el1.txt,FCFS,single_gru,"[[0,0,1,0,0]]",[],3872.0,1.0,1,3872.0,4587520,0,9568256,1,0,3.0,3872.0,1,5280,0,70,0,0,0.000774
68,2025-12-02 18:55:45,SoC.i1_g1_cv1_h1_e1_c4_el1.txt,FCFS,single_harris,"[[0,0,0,1,0]]",[],6544.01,1.0,1,6544.01,131072,638976,672636,1,0,11.2,6544.01,1,5280,0,2,10,0,0.001712
69,2025-12-02 18:55:45,SoC.i1_g1_cv1_h1_e1_c4_el1.txt,FCFS,single_lstm,"[[0,0,0,0,1]]",[],5504.0,1.0,1,5504.0,2555904,0,13697024,1,0,5.88,5504.0,1,5280,0,39,0,0,0.001069
70,2025-12-02 18:55:46,SoC.i1_g1_cv1_h1_e1_c4_el1.txt,FCFS,mixed_balanced,"[[1,1,1,1,1]]",[],13943.7876,3.0,5,69718.94,3342336,1589248,29871128,2,3,180.13,25492.0,5,5280,0,51,25,0,0.007066
71,2025-12-02 18:55:47,SoC.i1_g1_cv1_h1_e1_c4_el1.txt,FCFS,mixed_vision_heavy,"[[2,2,0,2,0]]",[],27635.979333,3.5,6,165815.88,655360,2490368,5642288,2,4,685.88,50670.0,6,5280,0,10,39,0,0.013536
72,2025-12-02 18:55:48,SoC.i1_g1_cv1_h1_e1_c4_el1.txt,FCFS,mixed_ml_heavy,"[[0,0,2,0,2]]",[],20488.5,2.5,4,81954.0,4325376,0,56492032,0,4,93.15,22021.0,4,5280,0,66,0,0,0.00423
73,2025-12-02 18:55:49,SoC.i1_g1_cv1_h1_e1_c1_el4.txt,FCFS,single_canny,"[[1,0,0,0,0]]",[],3654.928,1.0,1,3654.93,131072,573440,213680,1,0,3.52,3654.93,1,5280,0,2,9,0,0.000963
74,2025-12-02 18:55:50,SoC.i1_g1_cv1_h1_e1_c1_el4.txt,FCFS,single_deblur,"[[0,1,0,0,0]]",[],16032.0,1.0,1,16032.0,0,1687552,345580,1,0,68.07,16032.0,1,5280,0,0,26,0,0.004246
75,2025-12-02 18:55:50,SoC.i1_g1_cv1_h1_e1_c1_el4.txt,FCFS,single_gru,"[[0,0,1,0,0]]",[],2636.0,1.0,1,2636.0,6750208,1441792,5963776,1,0,1.49,2636.0,1,5280,0,103,22,0,0.000567
76,2025-12-02 18:55:51,SoC.i1_g1_cv1_h1_e1_c1_el4.txt,FCFS,single_harris,"[[0,0,0,1,0]]",[],6374.01,1.0,1,6374.01,196608,638976,607100,1,0,10.73,6374.01,1,5280,0,3,10,0,0.001683
77,2025-12-02 18:55:51,SoC.i1_g1_cv1_h1_e1_c1_el4.txt,FCFS,single_lstm,"[[0,0,0,0,1]]",[],3203.0,1.0,1,3203.0,6881280,3407872,5963776,1,0,2.19,3203.0,1,5280,0,105,52,0,0.000684
78,2025-12-02 18:55:52,SoC.i1_g1_cv1_h1_e1_c1_el4.txt,FCFS,mixed_balanced,"[[1,1,1,1,1]]",[],19588.3876,3.0,5,97941.94,10944512,5652480,18205720,1,4,241.11,30502.0,5,5280,0,167,87,0,0.007905
79,2025-12-02 18:55:54,SoC.i1_g1_cv1_h1_e1_c1_el4.txt,FCFS,mixed_vision_heavy,"[[2,2,0,2,0]]",[],29084.812667,3.5,6,174508.88,720896,3014656,5052464,2,4,726.06,52471.0,6,5280,0,11,47,0,0.013837
80,2025-12-02 18:55:56,SoC.i1_g1_cv1_h1_e1_c1_el4.txt,FCFS,mixed_ml_heavy,"[[0,0,2,0,2]]",[],62762.75,2.5,4,251051.0,10027008,2293760,48496640,0,4,708.09,63436.0,4,5280,0,153,35,0,0.011162
