experiment_num,timestamp,soc_config,scheduler,workload_name,job_list,job_probabilities,memory_bandwidth,arbitration_type,ave_latency,average_concurrent_jobs,completed_jobs,cumulative_execution_time,data_colocated,data_forwarded,data_from_memory,deadlines_met,deadlines_missed,edp,execution_time,injected_jobs,num_RELIEF_forwards,num_colocations,num_forwards,time_moving_memory,total_energy
105,2025-12-02 09:14:37,SoC.COMM_a1_A3_m1_f3_v3.txt,HetSched,mixed_3rx_3tx,"[[3,3]]",[],5280,min,253.5,2.0,6,1521.0,37376,86044,31080,2,4,7.0,965.0,6,0,82,119,0,0.007254
106,2025-12-02 09:14:37,SoC.COMM_a1_A4_m1_f1_v1.txt,RELIEF,single_tx,"[[0,1]]",[],5280,min,119.0,1.0,1,119.0,7664,13296,120,0,1,0.04,119.0,1,18,12,18,0,0.000362
107,2025-12-02 09:14:38,SoC.COMM_a1_A4_m1_f1_v1.txt,RELIEF,single_rx,"[[1,0]]",[],5280,min,302.0,1.0,1,302.0,6352,13828,10240,1,0,0.64,302.0,1,26,15,22,0,0.002111
108,2025-12-02 09:14:38,SoC.COMM_a1_A4_m1_f1_v1.txt,RELIEF,mixed_1rx_1tx,"[[1,1]]",[],5280,min,210.5,1.5,2,421.0,8848,32292,10360,1,1,0.74,305.0,2,44,22,45,0,0.002441
109,2025-12-02 09:14:39,SoC.COMM_a1_A4_m1_f1_v1.txt,RELIEF,mixed_2rx_1tx,"[[2,1]]",[],5280,min,241.0,1.33,3,723.0,15200,46120,20600,2,1,2.86,629.0,3,70,37,67,0,0.004543
110,2025-12-02 09:14:39,SoC.COMM_a1_A4_m1_f1_v1.txt,RELIEF,mixed_1rx_2tx,"[[1,2]]",[],5280,min,180.0,1.33,3,540.0,16512,45588,10480,1,2,1.25,446.0,3,62,34,63,0,0.002809
111,2025-12-02 09:14:40,SoC.COMM_a1_A4_m1_f1_v1.txt,RELIEF,mixed_2rx_2tx,"[[2,2]]",[],5280,min,222.75,1.5,4,891.0,21584,60696,20720,1,3,3.59,732.0,4,86,48,86,0,0.004902
112,2025-12-02 09:14:41,SoC.COMM_a1_A4_m1_f1_v1.txt,RELIEF,mixed_3rx_3tx,"[[3,3]]",[],5280,min,268.333333,2.0,6,1610.0,32528,90892,31080,1,5,6.5,895.0,6,118,73,128,0,0.007267
113,2025-12-02 09:14:41,SoC.COMM_a1_A4_m1_f1_v1.txt,LL,single_tx,"[[0,1]]",[],5280,min,119.0,1.0,1,119.0,9712,11248,120,0,1,0.04,119.0,1,0,14,16,0,0.000362
114,2025-12-02 09:14:42,SoC.COMM_a1_A4_m1_f1_v1.txt,LL,single_rx,"[[1,0]]",[],5280,min,287.0,1.0,1,287.0,6304,13876,10240,1,0,0.6,287.0,1,0,14,23,0,0.002105
115,2025-12-02 09:14:42,SoC.COMM_a1_A4_m1_f1_v1.txt,LL,mixed_1rx_1tx,"[[1,1]]",[],5280,min,208.5,1.5,2,417.0,8688,32452,10360,1,1,0.75,306.0,2,0,23,44,0,0.00244
116,2025-12-02 09:14:43,SoC.COMM_a1_A4_m1_f1_v1.txt,LL,mixed_2rx_1tx,"[[2,1]]",[],5280,min,235.0,1.33,3,705.0,14992,46328,20600,2,1,2.79,615.0,3,0,37,67,0,0.004538
117,2025-12-02 09:14:43,SoC.COMM_a1_A4_m1_f1_v1.txt,LL,mixed_1rx_2tx,"[[1,2]]",[],5280,min,178.666667,1.33,3,536.0,18400,43700,10480,1,2,1.25,446.0,3,0,37,60,0,0.002808
118,2025-12-02 09:14:44,SoC.COMM_a1_A4_m1_f1_v1.txt,LL,mixed_2rx_2tx,"[[2,2]]",[],5280,min,218.0,1.5,4,872.0,23424,58856,20720,2,2,3.51,717.0,4,0,50,84,0,0.004893
119,2025-12-02 09:14:44,SoC.COMM_a1_A4_m1_f1_v1.txt,LL,mixed_3rx_3tx,"[[3,3]]",[],5280,min,267.0,2.0,6,1602.0,32272,91148,31080,1,5,6.39,880.0,6,0,72,129,0,0.00726
120,2025-12-02 09:14:45,SoC.COMM_a1_A4_m1_f1_v1.txt,GEDF_D,single_tx,"[[0,1]]",[],5280,min,119.0,1.0,1,119.0,9712,11248,120,0,1,0.04,119.0,1,0,14,16,0,0.000362
121,2025-12-02 09:14:45,SoC.COMM_a1_A4_m1_f1_v1.txt,GEDF_D,single_rx,"[[1,0]]",[],5280,min,297.0,1.0,1,297.0,6256,13924,10240,1,0,0.63,297.0,1,0,13,24,0,0.002108
122,2025-12-02 09:14:46,SoC.COMM_a1_A4_m1_f1_v1.txt,GEDF_D,mixed_1rx_1tx,"[[1,1]]",[],5280,min,208.5,1.5,2,417.0,8640,32500,10360,1,1,0.75,306.0,2,0,22,45,0,0.00244
123,2025-12-02 09:14:47,SoC.COMM_a1_A4_m1_f1_v1.txt,GEDF_D,mixed_2rx_1tx,"[[2,1]]",[],5280,min,238.333333,1.33,3,715.0,14896,46424,20600,2,1,2.84,625.0,3,0,35,69,0,0.004542
124,2025-12-02 09:14:47,SoC.COMM_a1_A4_m1_f1_v1.txt,GEDF_D,mixed_1rx_2tx,"[[1,2]]",[],5280,min,178.666667,1.33,3,536.0,18352,43748,10480,1,2,1.25,446.0,3,0,36,61,0,0.002808
125,2025-12-02 09:14:48,SoC.COMM_a1_A4_m1_f1_v1.txt,GEDF_D,mixed_2rx_2tx,"[[2,2]]",[],5280,min,220.5,1.5,4,882.0,23328,58952,20720,2,2,3.56,727.0,4,0,48,86,0,0.004897
126,2025-12-02 09:14:48,SoC.COMM_a1_A4_m1_f1_v1.txt,GEDF_D,mixed_3rx_3tx,"[[3,3]]",[],5280,min,275.166667,2.0,6,1651.0,35600,87820,31080,1,5,6.82,938.0,6,0,75,126,0,0.007271
127,2025-12-02 09:14:49,SoC.COMM_a1_A4_m1_f1_v1.txt,GEDF_N,single_tx,"[[0,1]]",[],5280,min,119.0,1.0,1,119.0,9712,11248,120,0,1,0.04,119.0,1,0,14,16,0,0.000362
128,2025-12-02 09:14:49,SoC.COMM_a1_A4_m1_f1_v1.txt,GEDF_N,single_rx,"[[1,0]]",[],5280,min,287.0,1.0,1,287.0,6304,13876,10240,1,0,0.6,287.0,1,0,14,23,0,0.002105
129,2025-12-02 09:14:50,SoC.COMM_a1_A4_m1_f1_v1.txt,GEDF_N,mixed_1rx_1tx,"[[1,1]]",[],5280,min,208.5,1.5,2,417.0,8688,32452,10360,1,1,0.75,306.0,2,0,23,44,0,0.00244
130,2025-12-02 09:14:50,SoC.COMM_a1_A4_m1_f1_v1.txt,GEDF_N,mixed_2rx_1tx,"[[2,1]]",[],5280,min,235.0,1.33,3,705.0,14992,46328,20600,2,1,2.79,615.0,3,0,37,67,0,0.004538
131,2025-12-02 09:14:51,SoC.COMM_a1_A4_m1_f1_v1.txt,GEDF_N,mixed_1rx_2tx,"[[1,2]]",[],5280,min,178.666667,1.33,3,536.0,18400,43700,10480,1,2,1.25,446.0,3,0,37,60,0,0.002808
132,2025-12-02 09:14:52,SoC.COMM_a1_A4_m1_f1_v1.txt,GEDF_N,mixed_2rx_2tx,"[[2,2]]",[],5280,min,218.0,1.5,4,872.0,23424,58856,20720,2,2,3.51,717.0,4,0,50,84,0,0.004893
133,2025-12-02 09:14:52,SoC.COMM_a1_A4_m1_f1_v1.txt,GEDF_N,mixed_3rx_3tx,"[[3,3]]",[],5280,min,258.166667,2.0,6,1549.0,32368,91052,31080,1,5,6.71,923.0,6,0,74,127,0,0.007274
134,2025-12-02 09:14:53,SoC.COMM_a1_A4_m1_f1_v1.txt,HetSched,single_tx,"[[0,1]]",[],5280,min,119.0,1.0,1,119.0,9712,11248,120,0,1,0.04,119.0,1,0,14,16,0,0.000362
135,2025-12-02 09:14:53,SoC.COMM_a1_A4_m1_f1_v1.txt,HetSched,single_rx,"[[1,0]]",[],5280,min,302.0,1.0,1,302.0,6352,13828,10240,1,0,0.64,302.0,1,0,15,22,0,0.002111
136,2025-12-02 09:14:54,SoC.COMM_a1_A4_m1_f1_v1.txt,HetSched,mixed_1rx_1tx,"[[1,1]]",[],5280,min,210.5,1.5,2,421.0,9616,31524,10360,1,1,0.74,305.0,2,0,23,44,0,0.002441
137,2025-12-02 09:14:54,SoC.COMM_a1_A4_m1_f1_v1.txt,HetSched,mixed_2rx_1tx,"[[2,1]]",[],5280,min,241.0,1.33,3,723.0,15968,45352,20600,2,1,2.86,629.0,3,0,38,66,0,0.004543
138,2025-12-02 09:14:55,SoC.COMM_a1_A4_m1_f1_v1.txt,HetSched,mixed_1rx_2tx,"[[1,2]]",[],5280,min,180.0,1.33,3,540.0,19328,42772,10480,1,2,1.25,446.0,3,0,37,60,0,0.002809
139,2025-12-02 09:14:55,SoC.COMM_a1_A4_m1_f1_v1.txt,HetSched,mixed_2rx_2tx,"[[2,2]]",[],5280,min,222.75,1.5,4,891.0,24400,57880,20720,1,3,3.59,732.0,4,0,51,83,0,0.004902
140,2025-12-02 09:14:56,SoC.COMM_a1_A4_m1_f1_v1.txt,HetSched,mixed_3rx_3tx,"[[3,3]]",[],5280,min,258.5,2.0,6,1551.0,33344,90076,31080,1,5,6.73,925.0,6,0,75,126,0,0.007277
141,2025-12-02 09:14:56,SoC.COMM_a1_A5_m1_f1_v1.txt,RELIEF,single_tx,"[[0,1]]",[],5280,min,119.0,1.0,1,119.0,10528,10432,120,0,1,0.04,119.0,1,19,16,14,0,0.000364
142,2025-12-02 09:14:57,SoC.COMM_a1_A5_m1_f1_v1.txt,RELIEF,single_rx,"[[1,0]]",[],5280,min,238.0,1.0,1,238.0,5132,15048,10240,1,0,0.5,238.0,1,28,10,27,0,0.002097
143,2025-12-02 09:14:58,SoC.COMM_a1_A5_m1_f1_v1.txt,RELIEF,mixed_1rx_1tx,"[[1,1]]",[],5280,min,178.5,1.5,2,357.0,12844,28296,10360,1,1,0.75,305.0,2,46,23,44,0,0.002448
144,2025-12-02 09:14:58,SoC.COMM_a1_A5_m1_f1_v1.txt,RELIEF,mixed_2rx_1tx,"[[2,1]]",[],5280,min,198.333333,1.33,3,595.0,17976,43344,20600,2,1,2.56,565.0,3,74,33,71,0,0.00454
145,2025-12-02 09:14:59,SoC.COMM_a1_A5_m1_f1_v1.txt,RELIEF,mixed_1rx_2tx,"[[1,2]]",[],5280,min,158.666667,1.33,3,476.0,23372,38728,10480,1,2,1.26,446.0,3,65,39,58,0,0.00282
