experiment_num,timestamp,soc_config,scheduler,workload_name,job_list,job_probabilities,ave_latency,average_concurrent_jobs,completed_jobs,cumulative_execution_time,data_colocated,data_forwarded,data_from_memory,deadlines_met,deadlines_missed,edp,execution_time,injected_jobs,memory_bandwidth,num_RELIEF_forwards,num_colocations,num_forwards,task_runtime_variance,time_moving_memory,total_energy
202,2025-12-04 14:35:46,SoC.i1_g4_cv1_h1_e1_c1_el1.txt,LL,single_deblur,"[[0,1,0,0,0]]",[],16700.0,1.0,1,16700.0,0,1687552,345580,0,1,73.9,16700.0,1,5280,0,0,26,,0,0.004425
203,2025-12-04 14:35:47,SoC.i1_g4_cv1_h1_e1_c1_el1.txt,LL,single_gru,"[[0,0,1,0,0]]",[],3771.0,1.0,1,3771.0,4653056,0,9502720,1,0,2.86,3771.0,1,5280,0,71,0,,0,0.000759
204,2025-12-04 14:35:47,SoC.i1_g4_cv1_h1_e1_c1_el1.txt,LL,single_harris,"[[0,0,0,1,0]]",[],7057.0,1.0,1,7057.0,196608,507904,738172,1,0,12.94,7057.0,1,5280,0,3,8,,0,0.001834
205,2025-12-04 14:35:48,SoC.i1_g4_cv1_h1_e1_c1_el1.txt,LL,single_lstm,"[[0,0,0,0,1]]",[],5342.0,1.0,1,5342.0,3080192,0,13172736,1,0,5.58,5342.0,1,5280,0,47,0,,0,0.001044
206,2025-12-04 14:35:49,SoC.i1_g4_cv1_h1_e1_c1_el1.txt,LL,mixed_balanced,"[[1,1,1,1,1]]",[],14646.0,2.8,5,73230.0,7929856,1032192,25840664,3,2,178.88,25660.0,5,5280,0,121,16,66135492,0,0.006971
207,2025-12-04 14:35:50,SoC.i1_g4_cv1_h1_e1_c1_el1.txt,LL,mixed_vision_heavy,"[[2,2,0,2,0]]",[],27874.666667,3.0,6,167248.0,524288,2441216,5822512,0,6,818.23,56091.0,6,5280,0,8,38,170589242,0,0.014588
208,2025-12-04 14:35:51,SoC.i1_g4_cv1_h1_e1_c1_el1.txt,LL,mixed_ml_heavy,"[[0,0,2,0,2]]",[],22226.5,2.5,4,88906.0,2883584,0,57933824,0,4,95.22,22281.0,4,5280,0,44,0,2076,0,0.004273
209,2025-12-04 14:35:52,SoC.i1_g4_cv1_h1_e1_c1_el1.txt,GEDF_D,single_canny,"[[1,0,0,0,0]]",[],4085.0,1.0,1,4085.0,262144,507904,148144,1,0,4.41,4085.0,1,5280,0,4,8,,0,0.00108
210,2025-12-04 14:35:52,SoC.i1_g4_cv1_h1_e1_c1_el1.txt,GEDF_D,single_deblur,"[[0,1,0,0,0]]",[],16700.0,1.0,1,16700.0,0,1687552,345580,0,1,73.9,16700.0,1,5280,0,0,26,,0,0.004425
211,2025-12-04 14:35:53,SoC.i1_g4_cv1_h1_e1_c1_el1.txt,GEDF_D,single_gru,"[[0,0,1,0,0]]",[],3590.0,1.0,1,3590.0,5636096,0,8519680,1,0,2.62,3590.0,1,5280,0,86,0,,0,0.000729
212,2025-12-04 14:35:54,SoC.i1_g4_cv1_h1_e1_c1_el1.txt,GEDF_D,single_harris,"[[0,0,0,1,0]]",[],7120.0,1.0,1,7120.0,262144,638976,541564,1,0,13.14,7120.0,1,5280,0,4,10,,0,0.001846
213,2025-12-04 14:35:54,SoC.i1_g4_cv1_h1_e1_c1_el1.txt,GEDF_D,single_lstm,"[[0,0,0,0,1]]",[],5037.0,1.0,1,5037.0,4128768,0,12124160,1,0,4.99,5037.0,1,5280,0,63,0,,0,0.000991
214,2025-12-04 14:35:55,SoC.i1_g4_cv1_h1_e1_c1_el1.txt,GEDF_D,mixed_balanced,"[[1,1,1,1,1]]",[],12068.2,2.8,5,60341.0,10289152,1556480,22957080,4,1,199.04,27129.0,5,5280,0,157,24,68445882,0,0.007337
215,2025-12-04 14:35:56,SoC.i1_g4_cv1_h1_e1_c1_el1.txt,GEDF_D,mixed_vision_heavy,"[[2,2,0,2,0]]",[],25343.833333,3.0,6,152063.0,917504,2179072,5691440,2,4,755.82,53740.0,6,5280,0,14,34,365727176,0,0.014064
216,2025-12-04 14:35:58,SoC.i1_g4_cv1_h1_e1_c1_el1.txt,GEDF_D,mixed_ml_heavy,"[[0,0,2,0,2]]",[],20508.0,2.5,4,82032.0,5242880,0,55574528,0,4,91.92,21867.0,4,5280,0,80,0,2393660,0,0.004204
217,2025-12-04 14:35:58,SoC.i1_g4_cv1_h1_e1_c1_el1.txt,GEDF_N,single_canny,"[[1,0,0,0,0]]",[],4050.0,1.0,1,4050.0,327680,573440,17072,1,0,4.36,4050.0,1,5280,0,5,9,,0,0.001075
218,2025-12-04 14:35:59,SoC.i1_g4_cv1_h1_e1_c1_el1.txt,GEDF_N,single_deblur,"[[0,1,0,0,0]]",[],16700.0,1.0,1,16700.0,0,1687552,345580,0,1,73.9,16700.0,1,5280,0,0,26,,0,0.004425
219,2025-12-04 14:35:59,SoC.i1_g4_cv1_h1_e1_c1_el1.txt,GEDF_N,single_gru,"[[0,0,1,0,0]]",[],3771.0,1.0,1,3771.0,4653056,0,9502720,1,0,2.86,3771.0,1,5280,0,71,0,,0,0.000759
220,2025-12-04 14:36:00,SoC.i1_g4_cv1_h1_e1_c1_el1.txt,GEDF_N,single_harris,"[[0,0,0,1,0]]",[],7057.0,1.0,1,7057.0,196608,507904,738172,1,0,12.94,7057.0,1,5280,0,3,8,,0,0.001834
221,2025-12-04 14:36:01,SoC.i1_g4_cv1_h1_e1_c1_el1.txt,GEDF_N,single_lstm,"[[0,0,0,0,1]]",[],5342.0,1.0,1,5342.0,3080192,0,13172736,1,0,5.58,5342.0,1,5280,0,47,0,,0,0.001044
222,2025-12-04 14:36:02,SoC.i1_g4_cv1_h1_e1_c1_el1.txt,GEDF_N,mixed_balanced,"[[1,1,1,1,1]]",[],13853.4,2.8,5,69267.0,8192000,966656,25644056,3,2,183.54,25898.0,5,5280,0,125,15,68262472,0,0.007087
223,2025-12-04 14:36:03,SoC.i1_g4_cv1_h1_e1_c1_el1.txt,GEDF_N,mixed_vision_heavy,"[[2,2,0,2,0]]",[],28193.666667,3.0,6,169162.0,655360,2572288,5560368,0,6,840.68,57099.0,6,5280,0,10,40,226011473,0,0.014723
224,2025-12-04 14:36:04,SoC.i1_g4_cv1_h1_e1_c1_el1.txt,GEDF_N,mixed_ml_heavy,"[[0,0,2,0,2]]",[],22162.5,2.5,4,88650.0,3276800,0,57540608,0,4,94.67,22217.0,4,5280,0,50,0,2076,0,0.004261
225,2025-12-04 14:36:04,SoC.i1_g4_cv1_h1_e1_c1_el1.txt,HetSched,single_canny,"[[1,0,0,0,0]]",[],4085.0,1.0,1,4085.0,262144,507904,148144,1,0,4.41,4085.0,1,5280,0,4,8,,0,0.00108
226,2025-12-04 14:36:05,SoC.i1_g4_cv1_h1_e1_c1_el1.txt,HetSched,single_deblur,"[[0,1,0,0,0]]",[],16700.0,1.0,1,16700.0,0,1687552,345580,0,1,73.9,16700.0,1,5280,0,0,26,,0,0.004425
227,2025-12-04 14:36:06,SoC.i1_g4_cv1_h1_e1_c1_el1.txt,HetSched,single_gru,"[[0,0,1,0,0]]",[],2921.0,1.0,1,2921.0,7274496,0,6881280,1,0,1.8,2921.0,1,5280,0,111,0,,0,0.000617
228,2025-12-04 14:36:06,SoC.i1_g4_cv1_h1_e1_c1_el1.txt,HetSched,single_harris,"[[0,0,0,1,0]]",[],7120.0,1.0,1,7120.0,262144,638976,541564,1,0,13.14,7120.0,1,5280,0,4,10,,0,0.001846
229,2025-12-04 14:36:07,SoC.i1_g4_cv1_h1_e1_c1_el1.txt,HetSched,single_lstm,"[[0,0,0,0,1]]",[],4289.0,1.0,1,4289.0,5701632,0,10551296,1,0,3.72,4289.0,1,5280,0,87,0,,0,0.000866
230,2025-12-04 14:36:08,SoC.i1_g4_cv1_h1_e1_c1_el1.txt,HetSched,mixed_balanced,"[[1,1,1,1,1]]",[],13110.8,2.8,5,65554.0,13172736,1163264,20466712,3,2,199.17,27074.0,5,5280,0,201,18,86260336,0,0.007356
231,2025-12-04 14:36:09,SoC.i1_g4_cv1_h1_e1_c1_el1.txt,HetSched,mixed_vision_heavy,"[[2,2,0,2,0]]",[],27504.166667,3.0,6,165025.0,720896,2375680,5691440,1,5,811.74,55914.0,6,5280,0,11,37,299396645,0,0.014518
232,2025-12-04 14:36:10,SoC.i1_g4_cv1_h1_e1_c1_el1.txt,HetSched,mixed_ml_heavy,"[[0,0,2,0,2]]",[],8905.25,2.5,4,35621.0,25493504,0,35323904,2,2,43.15,14514.0,4,5280,0,389,0,21913063,0,0.002973
233,2025-12-04 14:36:11,SoC.i1_g4_cv1_h1_e1_c1_el1.txt,FCFS,single_canny,"[[1,0,0,0,0]]",[],4085.0,1.0,1,4085.0,262144,507904,148144,1,0,4.41,4085.0,1,5280,0,4,8,,0,0.00108
234,2025-12-04 14:36:11,SoC.i1_g4_cv1_h1_e1_c1_el1.txt,FCFS,single_deblur,"[[0,1,0,0,0]]",[],16700.0,1.0,1,16700.0,0,1687552,345580,0,1,73.9,16700.0,1,5280,0,0,26,,0,0.004425
235,2025-12-04 14:36:12,SoC.i1_g4_cv1_h1_e1_c1_el1.txt,FCFS,single_gru,"[[0,0,1,0,0]]",[],3590.0,1.0,1,3590.0,5636096,0,8519680,1,0,2.62,3590.0,1,5280,0,86,0,,0,0.000729
236,2025-12-04 14:36:13,SoC.i1_g4_cv1_h1_e1_c1_el1.txt,FCFS,single_harris,"[[0,0,0,1,0]]",[],7120.0,1.0,1,7120.0,262144,638976,541564,1,0,13.14,7120.0,1,5280,0,4,10,,0,0.001846
237,2025-12-04 14:36:13,SoC.i1_g4_cv1_h1_e1_c1_el1.txt,FCFS,single_lstm,"[[0,0,0,0,1]]",[],5037.0,1.0,1,5037.0,4128768,0,12124160,1,0,4.99,5037.0,1,5280,0,63,0,,0,0.000991
238,2025-12-04 14:36:14,SoC.i1_g4_cv1_h1_e1_c1_el1.txt,FCFS,mixed_balanced,"[[1,1,1,1,1]]",[],12023.0,2.8,5,60115.0,9764864,1490944,23546904,4,1,181.52,25700.0,5,5280,0,149,23,56031877,0,0.007063
239,2025-12-04 14:36:15,SoC.i1_g4_cv1_h1_e1_c1_el1.txt,FCFS,mixed_vision_heavy,"[[2,2,0,2,0]]",[],25343.833333,3.0,6,152063.0,917504,2179072,5691440,2,4,755.82,53740.0,6,5280,0,14,34,365727176,0,0.014064
240,2025-12-04 14:36:16,SoC.i1_g4_cv1_h1_e1_c1_el1.txt,FCFS,mixed_ml_heavy,"[[0,0,2,0,2]]",[],20508.0,2.5,4,82032.0,5242880,0,55574528,0,4,91.92,21867.0,4,5280,0,80,0,2393660,0,0.004204
241,2025-12-04 14:36:17,SoC.i1_g1_cv4_h1_e1_c1_el1.txt,RELIEF,single_canny,"[[1,0,0,0,0]]",[],3300.0,1.0,1,3300.0,262144,638976,17072,1,0,3.13,3300.0,1,5280,10,4,10,,0,0.00095
242,2025-12-04 14:36:18,SoC.i1_g1_cv4_h1_e1_c1_el1.txt,RELIEF,single_deblur,"[[0,1,0,0,0]]",[],16700.0,1.0,1,16700.0,0,1687552,345580,0,1,73.9,16700.0,1,5280,22,0,26,,0,0.004425
243,2025-12-04 14:36:18,SoC.i1_g1_cv4_h1_e1_c1_el1.txt,RELIEF,single_gru,"[[0,0,1,0,0]]",[],2827.0,1.0,1,2827.0,7274496,0,6881280,1,0,1.7,2827.0,1,5280,104,111,0,,0,0.0006
244,2025-12-04 14:36:19,SoC.i1_g1_cv4_h1_e1_c1_el1.txt,RELIEF,single_harris,"[[0,0,0,1,0]]",[],2724.0,1.0,1,2724.0,327680,901120,213884,1,0,2.95,2724.0,1,5280,16,5,14,,0,0.001083
245,2025-12-04 14:36:19,SoC.i1_g1_cv4_h1_e1_c1_el1.txt,RELIEF,single_lstm,"[[0,0,0,0,1]]",[],3531.0,1.0,1,3531.0,7798784,0,8454144,1,0,2.61,3531.0,1,5280,120,119,0,,0,0.00074
246,2025-12-04 14:36:20,SoC.i1_g1_cv4_h1_e1_c1_el1.txt,RELIEF,mixed_balanced,"[[1,1,1,1,1]]",[],8198.0,2.8,5,40990.0,15466496,2342912,16993304,4,1,95.22,16858.0,5,5280,261,236,36,22994121,0,0.005648
247,2025-12-04 14:36:21,SoC.i1_g1_cv4_h1_e1_c1_el1.txt,RELIEF,mixed_vision_heavy,"[[2,2,0,2,0]]",[],8978.833333,3.0,6,53873.0,917504,4210688,4577328,4,2,195.73,22015.0,6,5280,80,14,65,59582085,0,0.008891
248,2025-12-04 14:36:22,SoC.i1_g1_cv4_h1_e1_c1_el1.txt,RELIEF,mixed_ml_heavy,"[[0,0,2,0,2]]",[],19078.5,2.5,4,76314.0,11862016,0,48955392,0,4,71.66,19133.0,4,5280,151,181,0,2076,0,0.003745
249,2025-12-04 14:36:23,SoC.i1_g1_cv4_h1_e1_c1_el1.txt,LL,single_canny,"[[1,0,0,0,0]]",[],3300.0,1.0,1,3300.0,262144,638976,17072,1,0,3.13,3300.0,1,5280,0,4,10,,0,0.00095
250,2025-12-04 14:36:23,SoC.i1_g1_cv4_h1_e1_c1_el1.txt,LL,single_deblur,"[[0,1,0,0,0]]",[],16700.0,1.0,1,16700.0,0,1687552,345580,0,1,73.9,16700.0,1,5280,0,0,26,,0,0.004425
251,2025-12-04 14:36:24,SoC.i1_g1_cv4_h1_e1_c1_el1.txt,LL,single_gru,"[[0,0,1,0,0]]",[],3771.0,1.0,1,3771.0,4653056,0,9502720,1,0,2.86,3771.0,1,5280,0,71,0,,0,0.000759
252,2025-12-04 14:36:24,SoC.i1_g1_cv4_h1_e1_c1_el1.txt,LL,single_harris,"[[0,0,0,1,0]]",[],2747.0,1.0,1,2747.0,262144,901120,279420,1,0,2.98,2747.0,1,5280,0,4,14,,0,0.001086
253,2025-12-04 14:36:25,SoC.i1_g1_cv4_h1_e1_c1_el1.txt,LL,single_lstm,"[[0,0,0,0,1]]",[],5342.0,1.0,1,5342.0,3080192,0,13172736,1,0,5.58,5342.0,1,5280,0,47,0,,0,0.001044
254,2025-12-04 14:36:26,SoC.i1_g1_cv4_h1_e1_c1_el1.txt,LL,mixed_balanced,"[[1,1,1,1,1]]",[],10105.6,2.8,5,50528.0,8126464,2277376,24661016,5,0,93.59,16639.0,5,5280,0,124,35,14846008,0,0.005625
255,2025-12-04 14:36:27,SoC.i1_g1_cv4_h1_e1_c1_el1.txt,LL,mixed_vision_heavy,"[[2,2,0,2,0]]",[],9112.833333,3.0,6,54677.0,720896,4079616,3987504,4,2,178.34,20684.0,6,5280,0,11,63,55443782,0,0.008622
256,2025-12-04 14:36:28,SoC.i1_g1_cv4_h1_e1_c1_el1.txt,LL,mixed_ml_heavy,"[[0,0,2,0,2]]",[],22226.5,2.5,4,88906.0,2883584,0,57933824,0,4,95.22,22281.0,4,5280,0,44,0,2076,0,0.004273
257,2025-12-04 14:36:28,SoC.i1_g1_cv4_h1_e1_c1_el1.txt,GEDF_D,single_canny,"[[1,0,0,0,0]]",[],3334.0,1.0,1,3334.0,196608,573440,148144,1,0,3.18,3334.0,1,5280,0,3,9,,0,0.000955
258,2025-12-04 14:36:29,SoC.i1_g1_cv4_h1_e1_c1_el1.txt,GEDF_D,single_deblur,"[[0,1,0,0,0]]",[],16700.0,1.0,1,16700.0,0,1687552,345580,0,1,73.9,16700.0,1,5280,0,0,26,,0,0.004425
259,2025-12-04 14:36:30,SoC.i1_g1_cv4_h1_e1_c1_el1.txt,GEDF_D,single_gru,"[[0,0,1,0,0]]",[],3590.0,1.0,1,3590.0,5636096,0,8519680,1,0,2.62,3590.0,1,5280,0,86,0,,0,0.000729
260,2025-12-04 14:36:30,SoC.i1_g1_cv4_h1_e1_c1_el1.txt,GEDF_D,single_harris,"[[0,0,0,1,0]]",[],3024.0,1.0,1,3024.0,262144,901120,279420,1,0,3.43,3024.0,1,5280,0,4,14,,0,0.001134
261,2025-12-04 14:36:31,SoC.i1_g1_cv4_h1_e1_c1_el1.txt,GEDF_D,single_lstm,"[[0,0,0,0,1]]",[],5037.0,1.0,1,5037.0,4128768,0,12124160,1,0,4.99,5037.0,1,5280,0,63,0,,0,0.000991
262,2025-12-04 14:36:32,SoC.i1_g1_cv4_h1_e1_c1_el1.txt,GEDF_D,mixed_balanced,"[[1,1,1,1,1]]",[],10986.0,2.8,5,54930.0,10158080,2473984,22563864,4,1,163.53,23900.0,5,5280,0,155,38,49001631,0,0.006842
263,2025-12-04 14:36:33,SoC.i1_g1_cv4_h1_e1_c1_el1.txt,GEDF_D,mixed_vision_heavy,"[[2,2,0,2,0]]",[],8947.5,3.0,6,53685.0,589824,4341760,4118576,4,2,193.96,21863.0,6,5280,0,9,67,57832247,0,0.008872
264,2025-12-04 14:36:34,SoC.i1_g1_cv4_h1_e1_c1_el1.txt,GEDF_D,mixed_ml_heavy,"[[0,0,2,0,2]]",[],20508.0,2.5,4,82032.0,5242880,0,55574528,0,4,91.92,21867.0,4,5280,0,80,0,2393660,0,0.004204
265,2025-12-04 14:36:34,SoC.i1_g1_cv4_h1_e1_c1_el1.txt,GEDF_N,single_canny,"[[1,0,0,0,0]]",[],3300.0,1.0,1,3300.0,262144,638976,17072,1,0,3.13,3300.0,1,5280,0,4,10,,0,0.00095
266,2025-12-04 14:36:35,SoC.i1_g1_cv4_h1_e1_c1_el1.txt,GEDF_N,single_deblur,"[[0,1,0,0,0]]",[],16700.0,1.0,1,16700.0,0,1687552,345580,0,1,73.9,16700.0,1,5280,0,0,26,,0,0.004425
267,2025-12-04 14:36:35,SoC.i1_g1_cv4_h1_e1_c1_el1.txt,GEDF_N,single_gru,"[[0,0,1,0,0]]",[],3771.0,1.0,1,3771.0,4653056,0,9502720,1,0,2.86,3771.0,1,5280,0,71,0,,0,0.000759
268,2025-12-04 14:36:36,SoC.i1_g1_cv4_h1_e1_c1_el1.txt,GEDF_N,single_harris,"[[0,0,0,1,0]]",[],2747.0,1.0,1,2747.0,262144,901120,279420,1,0,2.98,2747.0,1,5280,0,4,14,,0,0.001086
269,2025-12-04 14:36:37,SoC.i1_g1_cv4_h1_e1_c1_el1.txt,GEDF_N,single_lstm,"[[0,0,0,0,1]]",[],5342.0,1.0,1,5342.0,3080192,0,13172736,1,0,5.58,5342.0,1,5280,0,47,0,,0,0.001044
270,2025-12-04 14:36:37,SoC.i1_g1_cv4_h1_e1_c1_el1.txt,GEDF_N,mixed_balanced,"[[1,1,1,1,1]]",[],10105.6,2.8,5,50528.0,8126464,2277376,24661016,5,0,93.59,16639.0,5,5280,0,124,35,14846008,0,0.005625
271,2025-12-04 14:36:38,SoC.i1_g1_cv4_h1_e1_c1_el1.txt,GEDF_N,mixed_vision_heavy,"[[2,2,0,2,0]]",[],8884.5,3.0,6,53307.0,917504,4079616,3790896,4,2,181.32,20955.0,6,5280,0,14,63,51962493,0,0.008653
272,2025-12-04 14:36:39,SoC.i1_g1_cv4_h1_e1_c1_el1.txt,GEDF_N,mixed_ml_heavy,"[[0,0,2,0,2]]",[],22162.5,2.5,4,88650.0,3276800,0,57540608,0,4,94.67,22217.0,4,5280,0,50,0,2076,0,0.004261
273,2025-12-04 14:36:40,SoC.i1_g1_cv4_h1_e1_c1_el1.txt,HetSched,single_canny,"[[1,0,0,0,0]]",[],3335.0,1.0,1,3335.0,196608,573440,148144,1,0,3.18,3335.0,1,5280,0,3,9,,0,0.000955
274,2025-12-04 14:36:41,SoC.i1_g1_cv4_h1_e1_c1_el1.txt,HetSched,single_deblur,"[[0,1,0,0,0]]",[],16700.0,1.0,1,16700.0,0,1687552,345580,0,1,73.9,16700.0,1,5280,0,0,26,,0,0.004425
275,2025-12-04 14:36:41,SoC.i1_g1_cv4_h1_e1_c1_el1.txt,HetSched,single_gru,"[[0,0,1,0,0]]",[],2921.0,1.0,1,2921.0,7274496,0,6881280,1,0,1.8,2921.0,1,5280,0,111,0,,0,0.000617
276,2025-12-04 14:36:42,SoC.i1_g1_cv4_h1_e1_c1_el1.txt,HetSched,single_harris,"[[0,0,0,1,0]]",[],3024.0,1.0,1,3024.0,262144,901120,279420,1,0,3.43,3024.0,1,5280,0,4,14,,0,0.001134
277,2025-12-04 14:36:42,SoC.i1_g1_cv4_h1_e1_c1_el1.txt,HetSched,single_lstm,"[[0,0,0,0,1]]",[],4289.0,1.0,1,4289.0,5701632,0,10551296,1,0,3.72,4289.0,1,5280,0,87,0,,0,0.000866
278,2025-12-04 14:36:43,SoC.i1_g1_cv4_h1_e1_c1_el1.txt,HetSched,mixed_balanced,"[[1,1,1,1,1]]",[],7551.6,2.8,5,37758.0,13238272,2408448,19549208,4,1,93.47,16740.0,5,5280,0,202,37,23260031,0,0.005584
279,2025-12-04 14:36:44,SoC.i1_g1_cv4_h1_e1_c1_el1.txt,HetSched,mixed_vision_heavy,"[[2,2,0,2,0]]",[],9057.5,3.0,6,54345.0,589824,4210688,4249648,4,2,195.1,21969.0,6,5280,0,9,65,58102157,0,0.008881
280,2025-12-04 14:36:45,SoC.i1_g1_cv4_h1_e1_c1_el1.txt,HetSched,mixed_ml_heavy,"[[0,0,2,0,2]]",[],8905.25,2.5,4,35621.0,25493504,0,35323904,2,2,43.15,14514.0,4,5280,0,389,0,21913063,0,0.002973
281,2025-12-04 14:36:45,SoC.i1_g1_cv4_h1_e1_c1_el1.txt,FCFS,single_canny,"[[1,0,0,0,0]]",[],3334.0,1.0,1,3334.0,196608,573440,148144,1,0,3.18,3334.0,1,5280,0,3,9,,0,0.000955
282,2025-12-04 14:36:46,SoC.i1_g1_cv4_h1_e1_c1_el1.txt,FCFS,single_deblur,"[[0,1,0,0,0]]",[],16700.0,1.0,1,16700.0,0,1687552,345580,0,1,73.9,16700.0,1,5280,0,0,26,,0,0.004425
283,2025-12-04 14:36:47,SoC.i1_g1_cv4_h1_e1_c1_el1.txt,FCFS,single_gru,"[[0,0,1,0,0]]",[],3590.0,1.0,1,3590.0,5636096,0,8519680,1,0,2.62,3590.0,1,5280,0,86,0,,0,0.000729
284,2025-12-04 14:36:47,SoC.i1_g1_cv4_h1_e1_c1_el1.txt,FCFS,single_harris,"[[0,0,0,1,0]]",[],3024.0,1.0,1,3024.0,262144,901120,279420,1,0,3.43,3024.0,1,5280,0,4,14,,0,0.001134
285,2025-12-04 14:36:48,SoC.i1_g1_cv4_h1_e1_c1_el1.txt,FCFS,single_lstm,"[[0,0,0,0,1]]",[],5037.0,1.0,1,5037.0,4128768,0,12124160,1,0,4.99,5037.0,1,5280,0,63,0,,0,0.000991
286,2025-12-04 14:36:49,SoC.i1_g1_cv4_h1_e1_c1_el1.txt,FCFS,mixed_balanced,"[[1,1,1,1,1]]",[],8143.0,2.8,5,40715.0,7405568,2211840,25185304,4,1,86.91,16104.0,5,5280,0,113,34,22059250,0,0.005397
287,2025-12-04 14:36:49,SoC.i1_g1_cv4_h1_e1_c1_el1.txt,FCFS,mixed_vision_heavy,"[[2,2,0,2,0]]",[],8947.5,3.0,6,53685.0,589824,4341760,4118576,4,2,193.96,21863.0,6,5280,0,9,67,57832247,0,0.008872
288,2025-12-04 14:36:50,SoC.i1_g1_cv4_h1_e1_c1_el1.txt,FCFS,mixed_ml_heavy,"[[0,0,2,0,2]]",[],20508.0,2.5,4,82032.0,5242880,0,55574528,0,4,91.92,21867.0,4,5280,0,80,0,2393660,0,0.004204
289,2025-12-04 14:36:51,SoC.i1_g1_cv1_h4_e1_c1_el1.txt,RELIEF,single_canny,"[[1,0,0,0,0]]",[],4050.0,1.0,1,4050.0,327680,573440,17072,1,0,4.36,4050.0,1,5280,10,5,9,,0,0.001075
290,2025-12-04 14:36:52,SoC.i1_g1_cv1_h4_e1_c1_el1.txt,RELIEF,single_deblur,"[[0,1,0,0,0]]",[],16700.0,1.0,1,16700.0,0,1687552,345580,0,1,73.9,16700.0,1,5280,22,0,26,,0,0.004425
291,2025-12-04 14:36:52,SoC.i1_g1_cv1_h4_e1_c1_el1.txt,RELIEF,single_gru,"[[0,0,1,0,0]]",[],2827.0,1.0,1,2827.0,7274496,0,6881280,1,0,1.7,2827.0,1,5280,104,111,0,,0,0.0006
292,2025-12-04 14:36:53,SoC.i1_g1_cv1_h4_e1_c1_el1.txt,RELIEF,single_harris,"[[0,0,0,1,0]]",[],7057.0,1.0,1,7057.0,262144,507904,672636,1,0,12.94,7057.0,1,5280,12,4,8,,0,0.001834
293,2025-12-04 14:36:53,SoC.i1_g1_cv1_h4_e1_c1_el1.txt,RELIEF,single_lstm,"[[0,0,0,0,1]]",[],3531.0,1.0,1,3531.0,7798784,0,8454144,1,0,2.61,3531.0,1,5280,120,119,0,,0,0.00074
294,2025-12-04 14:36:55,SoC.i1_g1_cv1_h4_e1_c1_el1.txt,RELIEF,mixed_balanced,"[[1,1,1,1,1]]",[],15114.2,2.8,5,75571.0,15466496,1097728,18238488,2,3,204.95,27476.0,5,5280,252,236,17,101092571,0,0.007459
295,2025-12-04 14:36:56,SoC.i1_g1_cv1_h4_e1_c1_el1.txt,RELIEF,mixed_vision_heavy,"[[2,2,0,2,0]]",[],24222.333333,3.0,6,145334.0,851968,3096576,4839472,2,4,768.2,54071.0,6,5280,69,13,48,294241487,0,0.014207
296,2025-12-04 14:36:57,SoC.i1_g1_cv1_h4_e1_c1_el1.txt,RELIEF,mixed_ml_heavy,"[[0,0,2,0,2]]",[],19078.5,2.5,4,76314.0,11862016,0,48955392,0,4,71.66,19133.0,4,5280,151,181,0,2076,0,0.003745
297,2025-12-04 14:36:57,SoC.i1_g1_cv1_h4_e1_c1_el1.txt,LL,single_canny,"[[1,0,0,0,0]]",[],4050.0,1.0,1,4050.0,327680,573440,17072,1,0,4.36,4050.0,1,5280,0,5,9,,0,0.001075
298,2025-12-04 14:36:58,SoC.i1_g1_cv1_h4_e1_c1_el1.txt,LL,single_deblur,"[[0,1,0,0,0]]",[],16700.0,1.0,1,16700.0,0,1687552,345580,0,1,73.9,16700.0,1,5280,0,0,26,,0,0.004425
299,2025-12-04 14:36:59,SoC.i1_g1_cv1_h4_e1_c1_el1.txt,LL,single_gru,"[[0,0,1,0,0]]",[],3771.0,1.0,1,3771.0,4653056,0,9502720,1,0,2.86,3771.0,1,5280,0,71,0,,0,0.000759
300,2025-12-04 14:36:59,SoC.i1_g1_cv1_h4_e1_c1_el1.txt,LL,single_harris,"[[0,0,0,1,0]]",[],7057.0,1.0,1,7057.0,196608,507904,738172,1,0,12.94,7057.0,1,5280,0,3,8,,0,0.001834
301,2025-12-04 14:37:00,SoC.i1_g1_cv1_h4_e1_c1_el1.txt,LL,single_lstm,"[[0,0,0,0,1]]",[],5342.0,1.0,1,5342.0,3080192,0,13172736,1,0,5.58,5342.0,1,5280,0,47,0,,0,0.001044
302,2025-12-04 14:37:01,SoC.i1_g1_cv1_h4_e1_c1_el1.txt,LL,mixed_balanced,"[[1,1,1,1,1]]",[],14646.0,2.8,5,73230.0,7929856,1032192,25840664,3,2,178.88,25660.0,5,5280,0,121,16,66135492,0,0.006971
303,2025-12-04 14:37:02,SoC.i1_g1_cv1_h4_e1_c1_el1.txt,LL,mixed_vision_heavy,"[[2,2,0,2,0]]",[],27874.666667,3.0,6,167248.0,524288,2441216,5822512,0,6,818.23,56091.0,6,5280,0,8,38,170589242,0,0.014588
304,2025-12-04 14:37:03,SoC.i1_g1_cv1_h4_e1_c1_el1.txt,LL,mixed_ml_heavy,"[[0,0,2,0,2]]",[],22226.5,2.5,4,88906.0,2883584,0,57933824,0,4,95.22,22281.0,4,5280,0,44,0,2076,0,0.004273
305,2025-12-04 14:37:04,SoC.i1_g1_cv1_h4_e1_c1_el1.txt,GEDF_D,single_canny,"[[1,0,0,0,0]]",[],4085.0,1.0,1,4085.0,262144,507904,148144,1,0,4.41,4085.0,1,5280,0,4,8,,0,0.00108
