experiment_num,timestamp,soc_config,scheduler,workload_name,job_list,job_probabilities,ave_latency,average_concurrent_jobs,completed_jobs,cumulative_execution_time,data_colocated,data_forwarded,data_from_memory,deadlines_met,deadlines_missed,edp,execution_time,injected_jobs,memory_bandwidth,num_RELIEF_forwards,num_colocations,num_forwards,task_runtime_variance,time_moving_memory,total_energy
99,2025-12-04 14:34:19,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,RELIEF,single_gru,"[[0,0,1,0,0]]",[],2023.0,1.0,1,2023.0,7274496,2031616,4849664,1,0,0.94,2023.0,1,5280,120,111,31,,0,0.000466
100,2025-12-04 14:34:20,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,RELIEF,single_harris,"[[0,0,0,1,0]]",[],2714.0,1.0,1,2714.0,262144,1032192,148348,1,0,2.94,2714.0,1,5280,18,4,16,,0,0.001082
101,2025-12-04 14:34:21,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,RELIEF,single_lstm,"[[0,0,0,0,1]]",[],2917.0,1.0,1,2917.0,6750208,3145728,6356992,1,0,1.86,2917.0,1,5280,136,103,48,,0,0.000637
102,2025-12-04 14:34:22,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,RELIEF,mixed_balanced,"[[1,1,1,1,1]]",[],6349.0,2.8,5,31745.0,14352384,7421952,13028376,4,1,92.32,16685.0,5,5280,299,219,114,29952248,0,0.005533
103,2025-12-04 14:34:23,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,RELIEF,mixed_vision_heavy,"[[2,2,0,2,0]]",[],9908.5,3.0,6,59451.0,786432,4374528,3627056,4,2,191.03,21790.0,6,5280,83,12,68,55139516,0,0.008767
104,2025-12-04 14:34:25,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,RELIEF,mixed_ml_heavy,"[[0,0,2,0,2]]",[],26744.5,2.5,4,106978.0,14352384,1900544,44564480,0,4,134.51,26770.0,4,5280,230,219,29,322,0,0.005024
105,2025-12-04 14:34:25,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,LL,single_canny,"[[1,0,0,0,0]]",[],3269.0,1.0,1,3269.0,196608,704512,17072,1,0,3.08,3269.0,1,5280,0,3,11,,0,0.000943
106,2025-12-04 14:34:26,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,LL,single_deblur,"[[0,1,0,0,0]]",[],16700.0,1.0,1,16700.0,0,1687552,345580,0,1,73.9,16700.0,1,5280,0,0,26,,0,0.004425
107,2025-12-04 14:34:26,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,LL,single_gru,"[[0,0,1,0,0]]",[],2023.0,1.0,1,2023.0,7274496,2031616,4849664,1,0,0.94,2023.0,1,5280,0,111,31,,0,0.000466
108,2025-12-04 14:34:27,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,LL,single_harris,"[[0,0,0,1,0]]",[],2714.0,1.0,1,2714.0,262144,1032192,148348,1,0,2.94,2714.0,1,5280,0,4,16,,0,0.001082
109,2025-12-04 14:34:28,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,LL,single_lstm,"[[0,0,0,0,1]]",[],2958.0,1.0,1,2958.0,6750208,3145728,6356992,1,0,1.9,2958.0,1,5280,0,103,48,,0,0.000644
110,2025-12-04 14:34:29,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,LL,mixed_balanced,"[[1,1,1,1,1]]",[],6157.8,2.8,5,30789.0,14221312,7684096,12897304,5,0,90.68,16406.0,5,5280,0,217,118,29671115,0,0.005527
111,2025-12-04 14:34:30,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,LL,mixed_vision_heavy,"[[2,2,0,2,0]]",[],10372.333333,3.0,6,62234.0,786432,7061504,3171704,4,2,194.32,21976.0,6,5280,0,12,109,52180876,0,0.008842
112,2025-12-04 14:34:32,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,LL,mixed_ml_heavy,"[[0,0,2,0,2]]",[],36157.5,2.5,4,144630.0,5177344,2097152,53542912,0,4,238.8,36183.0,4,5280,0,79,32,322,0,0.0066
113,2025-12-04 14:34:32,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,GEDF_D,single_canny,"[[1,0,0,0,0]]",[],3269.0,1.0,1,3269.0,196608,704512,17072,1,0,3.08,3269.0,1,5280,0,3,11,,0,0.000943
114,2025-12-04 14:34:33,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,GEDF_D,single_deblur,"[[0,1,0,0,0]]",[],16700.0,1.0,1,16700.0,0,1687552,345580,0,1,73.9,16700.0,1,5280,0,0,26,,0,0.004425
115,2025-12-04 14:34:34,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,GEDF_D,single_gru,"[[0,0,1,0,0]]",[],2390.0,1.0,1,2390.0,6619136,1638400,5898240,1,0,1.26,2390.0,1,5280,0,101,25,,0,0.000528
116,2025-12-04 14:34:34,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,GEDF_D,single_harris,"[[0,0,0,1,0]]",[],2726.0,1.0,1,2726.0,131072,1097728,213884,1,0,2.95,2726.0,1,5280,0,2,17,,0,0.001084
117,2025-12-04 14:34:35,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,GEDF_D,single_lstm,"[[0,0,0,0,1]]",[],8127.0,1.0,1,8127.0,3538944,2686976,10027008,0,1,12.26,8127.0,1,5280,0,54,41,,0,0.001509
118,2025-12-04 14:34:36,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,GEDF_D,mixed_balanced,"[[1,1,1,1,1]]",[],9612.4,2.8,5,48062.0,9895936,5718016,19188760,3,2,120.15,19834.0,5,5280,0,151,88,34127584,0,0.006058
119,2025-12-04 14:34:37,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,GEDF_D,mixed_vision_heavy,"[[2,2,0,2,0]]",[],9737.833333,3.0,6,58427.0,524288,4243456,4020272,4,2,193.8,21945.0,6,5280,0,8,66,63430521,0,0.008831
120,2025-12-04 14:34:39,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,GEDF_D,mixed_ml_heavy,"[[0,0,2,0,2]]",[],38725.0,2.5,4,154900.0,3342336,2883584,54591488,0,4,289.35,39984.0,4,5280,0,51,44,2093764,0,0.007237
121,2025-12-04 14:34:40,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,GEDF_N,single_canny,"[[1,0,0,0,0]]",[],3269.0,1.0,1,3269.0,196608,704512,17072,1,0,3.08,3269.0,1,5280,0,3,11,,0,0.000943
122,2025-12-04 14:34:41,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,GEDF_N,single_deblur,"[[0,1,0,0,0]]",[],16700.0,1.0,1,16700.0,0,1687552,345580,0,1,73.9,16700.0,1,5280,0,0,26,,0,0.004425
123,2025-12-04 14:34:41,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,GEDF_N,single_gru,"[[0,0,1,0,0]]",[],2023.0,1.0,1,2023.0,7274496,2031616,4849664,1,0,0.94,2023.0,1,5280,0,111,31,,0,0.000466
124,2025-12-04 14:34:42,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,GEDF_N,single_harris,"[[0,0,0,1,0]]",[],2714.0,1.0,1,2714.0,262144,1032192,148348,1,0,2.94,2714.0,1,5280,0,4,16,,0,0.001082
125,2025-12-04 14:34:42,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,GEDF_N,single_lstm,"[[0,0,0,0,1]]",[],2958.0,1.0,1,2958.0,6750208,3145728,6356992,1,0,1.9,2958.0,1,5280,0,103,48,,0,0.000644
126,2025-12-04 14:34:44,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,GEDF_N,mixed_balanced,"[[1,1,1,1,1]]",[],6488.8,2.8,5,32444.0,14745600,7618560,12438552,4,1,102.21,17639.0,5,5280,0,225,117,35237874,0,0.005795
127,2025-12-04 14:34:45,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,GEDF_N,mixed_vision_heavy,"[[2,2,0,2,0]]",[],10061.0,3.0,6,60366.0,786432,4374528,3627056,4,2,195.83,22285.0,6,5280,0,12,68,56258957,0,0.008788
128,2025-12-04 14:34:47,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,GEDF_N,mixed_ml_heavy,"[[0,0,2,0,2]]",[],38659.5,2.5,4,154638.0,4521984,3932160,54198272,0,4,271.51,38686.0,4,5280,0,69,60,352,0,0.007018
129,2025-12-04 14:34:47,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,HetSched,single_canny,"[[1,0,0,0,0]]",[],3292.0,1.0,1,3292.0,196608,704512,17072,1,0,3.12,3292.0,1,5280,0,3,11,,0,0.000948
130,2025-12-04 14:34:48,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,HetSched,single_deblur,"[[0,1,0,0,0]]",[],16700.0,1.0,1,16700.0,0,1687552,345580,0,1,73.9,16700.0,1,5280,0,0,26,,0,0.004425
131,2025-12-04 14:34:49,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,HetSched,single_gru,"[[0,0,1,0,0]]",[],2398.0,1.0,1,2398.0,6750208,1507328,5898240,1,0,1.27,2398.0,1,5280,0,103,23,,0,0.000528
132,2025-12-04 14:34:49,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,HetSched,single_harris,"[[0,0,0,1,0]]",[],2726.0,1.0,1,2726.0,131072,1097728,213884,1,0,2.95,2726.0,1,5280,0,2,17,,0,0.001084
133,2025-12-04 14:34:50,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,HetSched,single_lstm,"[[0,0,0,0,1]]",[],2392.0,1.0,1,2392.0,6684672,2949120,6619136,1,0,1.32,2392.0,1,5280,0,102,45,,0,0.00055
134,2025-12-04 14:34:51,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,HetSched,mixed_balanced,"[[1,1,1,1,1]]",[],6798.8,2.8,5,33994.0,13238272,7094272,14470168,4,1,98.2,17300.0,5,5280,0,202,109,31760654,0,0.005676
135,2025-12-04 14:34:52,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,HetSched,mixed_vision_heavy,"[[2,2,0,2,0]]",[],10176.833333,3.0,6,61061.0,589824,4898816,3299376,4,2,214.17,23600.0,6,5280,0,9,76,68351218,0,0.009075
136,2025-12-04 14:34:53,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,HetSched,mixed_ml_heavy,"[[0,0,2,0,2]]",[],9486.25,2.5,4,37945.0,24379392,4456448,31981568,1,3,32.41,12384.0,4,5280,0,372,68,9396723,0,0.002617
137,2025-12-04 14:34:54,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,FCFS,single_canny,"[[1,0,0,0,0]]",[],3269.0,1.0,1,3269.0,196608,704512,17072,1,0,3.08,3269.0,1,5280,0,3,11,,0,0.000943
138,2025-12-04 14:34:55,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,FCFS,single_deblur,"[[0,1,0,0,0]]",[],16700.0,1.0,1,16700.0,0,1687552,345580,0,1,73.9,16700.0,1,5280,0,0,26,,0,0.004425
139,2025-12-04 14:34:55,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,FCFS,single_gru,"[[0,0,1,0,0]]",[],2390.0,1.0,1,2390.0,6619136,1638400,5898240,1,0,1.26,2390.0,1,5280,0,101,25,,0,0.000528
140,2025-12-04 14:34:56,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,FCFS,single_harris,"[[0,0,0,1,0]]",[],2726.0,1.0,1,2726.0,131072,1097728,213884,1,0,2.95,2726.0,1,5280,0,2,17,,0,0.001084
141,2025-12-04 14:34:56,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,FCFS,single_lstm,"[[0,0,0,0,1]]",[],8127.0,1.0,1,8127.0,3538944,2686976,10027008,0,1,12.26,8127.0,1,5280,0,54,41,,0,0.001509
142,2025-12-04 14:34:58,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,FCFS,mixed_balanced,"[[1,1,1,1,1]]",[],9675.8,2.8,5,48379.0,8585216,5652480,20565016,2,3,102.18,17975.0,5,5280,0,131,87,26935846,0,0.005685
143,2025-12-04 14:34:59,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,FCFS,mixed_vision_heavy,"[[2,2,0,2,0]]",[],9737.833333,3.0,6,58427.0,524288,4243456,4020272,4,2,193.8,21945.0,6,5280,0,8,66,63430521,0,0.008831
144,2025-12-04 14:35:01,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,FCFS,mixed_ml_heavy,"[[0,0,2,0,2]]",[],38725.0,2.5,4,154900.0,3342336,2883584,54591488,0,4,289.35,39984.0,4,5280,0,51,44,2093764,0,0.007237
145,2025-12-04 14:35:01,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,RELIEF,single_canny,"[[1,0,0,0,0]]",[],4050.0,1.0,1,4050.0,327680,573440,17072,1,0,4.36,4050.0,1,5280,10,5,9,,0,0.001075
146,2025-12-04 14:35:02,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,RELIEF,single_deblur,"[[0,1,0,0,0]]",[],16700.0,1.0,1,16700.0,0,1687552,345580,0,1,73.9,16700.0,1,5280,22,0,26,,0,0.004425
147,2025-12-04 14:35:02,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,RELIEF,single_gru,"[[0,0,1,0,0]]",[],2827.0,1.0,1,2827.0,7274496,0,6881280,1,0,1.7,2827.0,1,5280,104,111,0,,0,0.0006
148,2025-12-04 14:35:03,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,RELIEF,single_harris,"[[0,0,0,1,0]]",[],7057.0,1.0,1,7057.0,262144,507904,672636,1,0,12.94,7057.0,1,5280,12,4,8,,0,0.001834
149,2025-12-04 14:35:04,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,RELIEF,single_lstm,"[[0,0,0,0,1]]",[],3531.0,1.0,1,3531.0,7798784,0,8454144,1,0,2.61,3531.0,1,5280,120,119,0,,0,0.00074
150,2025-12-04 14:35:05,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,RELIEF,mixed_balanced,"[[1,1,1,1,1]]",[],15345.4,2.8,5,76727.0,15400960,1130496,18271256,2,3,208.27,27793.0,5,5280,251,235,18,103076907,0,0.007494
151,2025-12-04 14:35:06,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,RELIEF,mixed_vision_heavy,"[[2,2,0,2,0]]",[],23783.833333,3.0,6,142703.0,983040,3047424,4757552,3,3,754.81,53736.0,6,5280,68,15,48,291257894,0,0.014047
152,2025-12-04 14:35:07,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,RELIEF,mixed_ml_heavy,"[[0,0,2,0,2]]",[],19078.5,2.5,4,76314.0,11862016,0,48955392,0,4,71.66,19133.0,4,5280,151,181,0,2076,0,0.003745
153,2025-12-04 14:35:07,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,LL,single_canny,"[[1,0,0,0,0]]",[],4050.0,1.0,1,4050.0,327680,573440,17072,1,0,4.36,4050.0,1,5280,0,5,9,,0,0.001075
154,2025-12-04 14:35:08,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,LL,single_deblur,"[[0,1,0,0,0]]",[],16700.0,1.0,1,16700.0,0,1687552,345580,0,1,73.9,16700.0,1,5280,0,0,26,,0,0.004425
155,2025-12-04 14:35:09,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,LL,single_gru,"[[0,0,1,0,0]]",[],3771.0,1.0,1,3771.0,4653056,0,9502720,1,0,2.86,3771.0,1,5280,0,71,0,,0,0.000759
156,2025-12-04 14:35:09,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,LL,single_harris,"[[0,0,0,1,0]]",[],7057.0,1.0,1,7057.0,196608,507904,738172,1,0,12.94,7057.0,1,5280,0,3,8,,0,0.001834
157,2025-12-04 14:35:10,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,LL,single_lstm,"[[0,0,0,0,1]]",[],5342.0,1.0,1,5342.0,3080192,0,13172736,1,0,5.58,5342.0,1,5280,0,47,0,,0,0.001044
158,2025-12-04 14:35:11,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,LL,mixed_balanced,"[[1,1,1,1,1]]",[],15132.8,2.8,5,75664.0,8060928,1064960,25676824,3,2,188.84,26446.0,5,5280,0,123,17,72422542,0,0.007141
159,2025-12-04 14:35:12,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,LL,mixed_vision_heavy,"[[2,2,0,2,0]]",[],27740.0,3.0,6,166440.0,524288,2523136,5740592,0,6,811.93,55889.0,6,5280,0,8,40,170589242,0,0.014527
160,2025-12-04 14:35:13,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,LL,mixed_ml_heavy,"[[0,0,2,0,2]]",[],22226.5,2.5,4,88906.0,2883584,0,57933824,0,4,95.22,22281.0,4,5280,0,44,0,2076,0,0.004273
161,2025-12-04 14:35:14,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,GEDF_D,single_canny,"[[1,0,0,0,0]]",[],4085.0,1.0,1,4085.0,262144,507904,148144,1,0,4.41,4085.0,1,5280,0,4,8,,0,0.00108
162,2025-12-04 14:35:14,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,GEDF_D,single_deblur,"[[0,1,0,0,0]]",[],16700.0,1.0,1,16700.0,0,1687552,345580,0,1,73.9,16700.0,1,5280,0,0,26,,0,0.004425
163,2025-12-04 14:35:15,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,GEDF_D,single_gru,"[[0,0,1,0,0]]",[],3590.0,1.0,1,3590.0,5636096,0,8519680,1,0,2.62,3590.0,1,5280,0,86,0,,0,0.000729
164,2025-12-04 14:35:16,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,GEDF_D,single_harris,"[[0,0,0,1,0]]",[],7120.0,1.0,1,7120.0,262144,638976,541564,1,0,13.14,7120.0,1,5280,0,4,10,,0,0.001846
165,2025-12-04 14:35:16,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,GEDF_D,single_lstm,"[[0,0,0,0,1]]",[],5037.0,1.0,1,5037.0,4128768,0,12124160,1,0,4.99,5037.0,1,5280,0,63,0,,0,0.000991
166,2025-12-04 14:35:17,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,GEDF_D,mixed_balanced,"[[1,1,1,1,1]]",[],12115.4,2.8,5,60577.0,10223616,1916928,22662168,4,1,199.23,27188.0,5,5280,0,156,30,68047555,0,0.007328
167,2025-12-04 14:35:18,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,GEDF_D,mixed_vision_heavy,"[[2,2,0,2,0]]",[],24584.333333,3.0,6,147506.0,917504,2457600,5412912,3,3,740.43,53121.0,6,5280,0,14,39,378234533,0,0.013939
168,2025-12-04 14:35:20,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,GEDF_D,mixed_ml_heavy,"[[0,0,2,0,2]]",[],20508.0,2.5,4,82032.0,5242880,0,55574528,0,4,91.92,21867.0,4,5280,0,80,0,2393660,0,0.004204
169,2025-12-04 14:35:20,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,GEDF_N,single_canny,"[[1,0,0,0,0]]",[],4050.0,1.0,1,4050.0,327680,573440,17072,1,0,4.36,4050.0,1,5280,0,5,9,,0,0.001075
170,2025-12-04 14:35:21,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,GEDF_N,single_deblur,"[[0,1,0,0,0]]",[],16700.0,1.0,1,16700.0,0,1687552,345580,0,1,73.9,16700.0,1,5280,0,0,26,,0,0.004425
171,2025-12-04 14:35:22,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,GEDF_N,single_gru,"[[0,0,1,0,0]]",[],3771.0,1.0,1,3771.0,4653056,0,9502720,1,0,2.86,3771.0,1,5280,0,71,0,,0,0.000759
172,2025-12-04 14:35:22,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,GEDF_N,single_harris,"[[0,0,0,1,0]]",[],7057.0,1.0,1,7057.0,196608,507904,738172,1,0,12.94,7057.0,1,5280,0,3,8,,0,0.001834
173,2025-12-04 14:35:23,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,GEDF_N,single_lstm,"[[0,0,0,0,1]]",[],5342.0,1.0,1,5342.0,3080192,0,13172736,1,0,5.58,5342.0,1,5280,0,47,0,,0,0.001044
174,2025-12-04 14:35:24,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,GEDF_N,mixed_balanced,"[[1,1,1,1,1]]",[],14936.0,2.8,5,74680.0,8060928,999424,25742360,3,2,204.98,27601.0,5,5280,0,123,16,80535610,0,0.007427
175,2025-12-04 14:35:25,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,GEDF_N,mixed_vision_heavy,"[[2,2,0,2,0]]",[],28059.0,3.0,6,168354.0,655360,2654208,5478448,0,6,834.39,56897.0,6,5280,0,10,42,226011473,0,0.014665
176,2025-12-04 14:35:26,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,GEDF_N,mixed_ml_heavy,"[[0,0,2,0,2]]",[],22162.5,2.5,4,88650.0,3276800,0,57540608,0,4,94.67,22217.0,4,5280,0,50,0,2076,0,0.004261
177,2025-12-04 14:35:27,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,HetSched,single_canny,"[[1,0,0,0,0]]",[],4085.0,1.0,1,4085.0,262144,507904,148144,1,0,4.41,4085.0,1,5280,0,4,8,,0,0.00108
178,2025-12-04 14:35:27,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,HetSched,single_deblur,"[[0,1,0,0,0]]",[],16700.0,1.0,1,16700.0,0,1687552,345580,0,1,73.9,16700.0,1,5280,0,0,26,,0,0.004425
179,2025-12-04 14:35:28,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,HetSched,single_gru,"[[0,0,1,0,0]]",[],2921.0,1.0,1,2921.0,7274496,0,6881280,1,0,1.8,2921.0,1,5280,0,111,0,,0,0.000617
180,2025-12-04 14:35:29,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,HetSched,single_harris,"[[0,0,0,1,0]]",[],7120.0,1.0,1,7120.0,262144,638976,541564,1,0,13.14,7120.0,1,5280,0,4,10,,0,0.001846
181,2025-12-04 14:35:29,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,HetSched,single_lstm,"[[0,0,0,0,1]]",[],4289.0,1.0,1,4289.0,5701632,0,10551296,1,0,3.72,4289.0,1,5280,0,87,0,,0,0.000866
182,2025-12-04 14:35:30,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,HetSched,mixed_balanced,"[[1,1,1,1,1]]",[],13195.6,2.8,5,65978.0,13238272,1196032,20368408,3,2,197.5,27068.0,5,5280,0,202,19,83993240,0,0.007297
183,2025-12-04 14:35:31,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,HetSched,mixed_vision_heavy,"[[2,2,0,2,0]]",[],27369.5,3.0,6,164217.0,720896,2457600,5609520,1,5,805.55,55712.0,6,5280,0,11,39,299396645,0,0.014459
184,2025-12-04 14:35:32,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,HetSched,mixed_ml_heavy,"[[0,0,2,0,2]]",[],8905.25,2.5,4,35621.0,25493504,0,35323904,2,2,43.15,14514.0,4,5280,0,389,0,21913063,0,0.002973
185,2025-12-04 14:35:33,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,FCFS,single_canny,"[[1,0,0,0,0]]",[],4085.0,1.0,1,4085.0,262144,507904,148144,1,0,4.41,4085.0,1,5280,0,4,8,,0,0.00108
186,2025-12-04 14:35:34,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,FCFS,single_deblur,"[[0,1,0,0,0]]",[],16700.0,1.0,1,16700.0,0,1687552,345580,0,1,73.9,16700.0,1,5280,0,0,26,,0,0.004425
187,2025-12-04 14:35:34,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,FCFS,single_gru,"[[0,0,1,0,0]]",[],3590.0,1.0,1,3590.0,5636096,0,8519680,1,0,2.62,3590.0,1,5280,0,86,0,,0,0.000729
188,2025-12-04 14:35:35,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,FCFS,single_harris,"[[0,0,0,1,0]]",[],7120.0,1.0,1,7120.0,262144,638976,541564,1,0,13.14,7120.0,1,5280,0,4,10,,0,0.001846
189,2025-12-04 14:35:35,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,FCFS,single_lstm,"[[0,0,0,0,1]]",[],5037.0,1.0,1,5037.0,4128768,0,12124160,1,0,4.99,5037.0,1,5280,0,63,0,,0,0.000991
190,2025-12-04 14:35:36,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,FCFS,mixed_balanced,"[[1,1,1,1,1]]",[],11851.2,2.8,5,59256.0,10223616,1982464,22596632,4,1,191.03,26361.0,5,5280,0,156,31,61850583,0,0.007247
191,2025-12-04 14:35:38,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,FCFS,mixed_vision_heavy,"[[2,2,0,2,0]]",[],24584.333333,3.0,6,147506.0,917504,2457600,5412912,3,3,740.43,53121.0,6,5280,0,14,39,378234533,0,0.013939
192,2025-12-04 14:35:39,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,FCFS,mixed_ml_heavy,"[[0,0,2,0,2]]",[],20508.0,2.5,4,82032.0,5242880,0,55574528,0,4,91.92,21867.0,4,5280,0,80,0,2393660,0,0.004204
193,2025-12-04 14:35:39,SoC.i1_g4_cv1_h1_e1_c1_el1.txt,RELIEF,single_canny,"[[1,0,0,0,0]]",[],4050.0,1.0,1,4050.0,327680,573440,17072,1,0,4.36,4050.0,1,5280,10,5,9,,0,0.001075
194,2025-12-04 14:35:40,SoC.i1_g4_cv1_h1_e1_c1_el1.txt,RELIEF,single_deblur,"[[0,1,0,0,0]]",[],16700.0,1.0,1,16700.0,0,1687552,345580,0,1,73.9,16700.0,1,5280,22,0,26,,0,0.004425
195,2025-12-04 14:35:40,SoC.i1_g4_cv1_h1_e1_c1_el1.txt,RELIEF,single_gru,"[[0,0,1,0,0]]",[],2827.0,1.0,1,2827.0,7274496,0,6881280,1,0,1.7,2827.0,1,5280,104,111,0,,0,0.0006
196,2025-12-04 14:35:41,SoC.i1_g4_cv1_h1_e1_c1_el1.txt,RELIEF,single_harris,"[[0,0,0,1,0]]",[],7057.0,1.0,1,7057.0,262144,507904,672636,1,0,12.94,7057.0,1,5280,12,4,8,,0,0.001834
197,2025-12-04 14:35:42,SoC.i1_g4_cv1_h1_e1_c1_el1.txt,RELIEF,single_lstm,"[[0,0,0,0,1]]",[],3531.0,1.0,1,3531.0,7798784,0,8454144,1,0,2.61,3531.0,1,5280,120,119,0,,0,0.00074
198,2025-12-04 14:35:43,SoC.i1_g4_cv1_h1_e1_c1_el1.txt,RELIEF,mixed_balanced,"[[1,1,1,1,1]]",[],15114.2,2.8,5,75571.0,15466496,1097728,18238488,2,3,204.95,27476.0,5,5280,252,236,17,101092571,0,0.007459
199,2025-12-04 14:35:44,SoC.i1_g4_cv1_h1_e1_c1_el1.txt,RELIEF,mixed_vision_heavy,"[[2,2,0,2,0]]",[],24222.333333,3.0,6,145334.0,851968,3096576,4839472,2,4,768.2,54071.0,6,5280,69,13,48,294241487,0,0.014207
200,2025-12-04 14:35:45,SoC.i1_g4_cv1_h1_e1_c1_el1.txt,RELIEF,mixed_ml_heavy,"[[0,0,2,0,2]]",[],19078.5,2.5,4,76314.0,11862016,0,48955392,0,4,71.66,19133.0,4,5280,151,181,0,2076,0,0.003745
201,2025-12-04 14:35:45,SoC.i1_g4_cv1_h1_e1_c1_el1.txt,LL,single_canny,"[[1,0,0,0,0]]",[],4050.0,1.0,1,4050.0,327680,573440,17072,1,0,4.36,4050.0,1,5280,0,5,9,,0,0.001075
