app_mix_label,app_mix_list,app_mix_str,application,application_mix,avg_deadline_difference,avg_slowdown,dag_deadlines_met,deadline,final_tick,forwards_only,host_seconds,max_deadline_difference,max_slowdown,median_deadline_difference,median_slowdown,mem_ctrls.bw_total::total,min_deadline_difference,min_slowdown,node_deadlines_met,num_apps,num_colocations,num_edges,num_forwards,num_nodes,percent_colocations,percent_dag_deadlines_met,percent_forwards,percent_node_deadlines_met,policy,sim_insts,sim_seconds,sim_ticks,slowdown_p25,slowdown_p75,system.cpu.cpi,system.cpu.ipc,total_dags,total_edges,total_nodes
CHL,"[1, 0, 0, 1, 1]",canny_1_deblur_0_gru_0_harris_1_lstm_1_,,canny-harris-lstm,-5815.666666666668,0.6222931141377172,3,,16865562500.0,0,15238.5,-1328.0,0.8340000000000001,-6048.0,0.6371272574548509,2393923266.0,-10071.0,0.3957520849583008,174,3,23,,23,,10.952380952380953,100.0,10.952380952380953,100.0,LL,7316377.0,0.010620000000000001,10619520000.0,0.5164396712065759,0.7355636287274254,3.7982620000000002,0.263278,174,210.0,174.0
CHL,"[1, 0, 0, 1, 1]",canny_1_deblur_0_gru_0_harris_1_lstm_1_,,canny-harris-lstm,-7382.333333333332,0.5101163251734966,3,,15380875625.0,0,25258.08,-2167.0,0.729125,-7475.0,0.5515089698206036,1974013838.0,-12505.0,0.249715005699886,174,3,79,,79,,37.61904761904762,100.0,37.61904761904762,100.0,HetSched,7273629.0,0.009193000000000002,9193133125.0,0.4006119877602448,0.6403169849103019,3.692476,0.270821,174,210.0,174.0
CHL,"[1, 0, 0, 1, 1]",canny_1_deblur_0_gru_0_harris_1_lstm_1_,,canny-harris-lstm,-7379.333333333332,0.4894309363812724,3,,15393491250.0,17,29315.24,-3130.0,0.60875,-7426.0,0.5544489110217795,1403303240.0,-11582.0,0.3050938981220376,174,3,126,,143,,60.0,100.0,68.0952380952381,100.0,ELF,7435049.0,0.009242,9241723125.0,0.4297714045719085,0.5815994555108898,2.609004,0.383288,174,210.0,174.0
DGH,"[0, 1, 1, 1, 0]",canny_0_deblur_1_gru_1_harris_1_lstm_0_,,deblur-gru-harris,-1506.333333333333,0.8486073478530429,2,,27553405000.0,34,32862.12,5387.0,1.3232135357292854,-2816.0,0.648,790793902.0,-7090.0,0.5746085078298434,142,3,64,,98,,31.8407960199005,66.66666666666667,48.75621890547264,88.75,FCFS,6986938.0,0.022055,22054565625.0,0.6113042539149217,0.9856067678646429,4.403039,0.22711599999999998,160,201.0,160.0
DGH,"[0, 1, 1, 1, 0]",canny_0_deblur_1_gru_1_harris_1_lstm_0_,,deblur-gru-harris,-863.3333333333335,0.8833081713365732,2,,28608280000.0,34,32746.61,6441.0,1.3864522709545812,-2995.0,0.6378472430551388,744089445.0,-6036.0,0.625625,141,3,65,,99,,32.33830845771145,66.66666666666667,49.253731343283576,88.125,GEDF_D,6991873.0,0.023109,23109017500.0,0.6317361215275694,1.01214975700486,4.321589,0.231396,160,201.0,160.0
DGH,"[0, 1, 1, 1, 0]",canny_0_deblur_1_gru_1_harris_1_lstm_0_,,deblur-gru-harris,22.66666666666667,0.9422088808223836,2,,27468180000.0,33,32413.35,5301.0,1.3180536389272215,-2503.0,0.8498230035399292,845341771.0,-2730.0,0.65875,142,3,57,,90,,28.35820895522388,66.66666666666667,44.77611940298507,88.75,GEDF_N,6997848.0,0.021969,21968837500.0,0.7542865017699646,1.0839383212335754,4.359473,0.229386,160,201.0,160.0
DGH,"[0, 1, 1, 1, 0]",canny_0_deblur_1_gru_1_harris_1_lstm_0_,,deblur-gru-harris,-1540.0,0.8452656971860563,2,,27598866250.0,36,28237.64,5431.0,1.3258534829303414,-2877.0,0.640375,757405016.0,-7174.0,0.5695686086278274,142,3,71,,107,,35.32338308457712,66.66666666666667,53.23383084577114,88.75,LAX,7317378.0,0.022098,22098411875.0,0.6049718043139137,0.9831142414651708,2.489456,0.401694,160,201.0,160.0
DGH,"[0, 1, 1, 1, 0]",canny_0_deblur_1_gru_1_harris_1_lstm_0_,,deblur-gru-harris,-1511.0,0.8482406851862963,2,,27549127500.0,34,24706.92,5382.0,1.3229135417291653,-2820.0,0.6475,790986717.0,-7095.0,0.5743085138297234,142,3,64,,98,,31.8407960199005,66.66666666666667,48.75621890547264,88.75,ELFD,6991317.0,0.02205,22049513125.0,0.6109042569148617,0.9852067708645826,4.347173000000001,0.230035,160,201.0,160.0
DGH,"[0, 1, 1, 1, 0]",canny_0_deblur_1_gru_1_harris_1_lstm_0_,,deblur-gru-harris,43.66666666666666,0.9440755334893302,2,,27831121250.0,9,15490.69,5317.0,1.3190136197276054,-2484.0,0.8509629807403852,844687205.0,-2702.0,0.66225,142,3,3,,12,,1.4925373134328357,66.66666666666667,5.970149253731343,88.75,LL,7062723.0,0.021985,21985331250.0,0.7566064903701926,1.0849883002339953,3.739603,0.267408,160,201.0,160.0
DGH,"[0, 1, 1, 1, 0]",canny_0_deblur_1_gru_1_harris_1_lstm_0_,,deblur-gru-harris,-274.6666666666667,0.9042188656226876,2,,27751731250.0,10,24348.54,5319.0,1.3191336173276536,-2483.0,0.8510229795404092,564503654.0,-3660.0,0.5425,142,3,4,,14,,1.9900497512437807,66.66666666666667,6.965174129353233,88.75,HetSched,7030569.0,0.021987,21986791250.0,0.6967614897702046,1.0850782984340317,3.5655040000000002,0.280465,160,201.0,160.0
DGH,"[0, 1, 1, 1, 0]",canny_0_deblur_1_gru_1_harris_1_lstm_0_,,deblur-gru-harris,-257.0,0.9064922001559969,2,,27490673125.0,35,28031.67,5322.0,1.3193136137277257,-2489.0,0.8506629867402652,561446896.0,-3604.0,0.5495,142,3,107,,142,,53.23383084577114,66.66666666666667,70.64676616915423,88.75,ELF,7225214.0,0.02199,21990453750.0,0.7000814933701326,1.0849883002339953,2.588219,0.386366,160,201.0,160.0
DGL,"[0, 1, 1, 0, 1]",canny_0_deblur_1_gru_1_harris_0_lstm_1_,,deblur-gru-lstm,2562.333333333333,1.307789769204616,0,,28288181250.0,26,50985.09,4115.0,1.514375,2995.0,1.374375,2724159139.0,577.0,1.0346193076138477,115,3,17,,43,,4.815864022662889,0.0,12.181303116147307,40.209790209790214,FCFS,13881515.0,0.017244,17244071875.0,1.2044971538069238,1.444375,4.554564,0.21955999999999998,286,353.0,286.0
DGL,"[0, 1, 1, 0, 1]",canny_0_deblur_1_gru_1_harris_0_lstm_1_,,deblur-gru-lstm,5059.0,1.4463415656686869,0,,36297300000.0,26,49993.01,8586.0,1.5151496970060598,3827.0,1.478375,1847246817.0,2764.0,1.3455,117,3,17,,43,,4.815864022662889,0.0,12.181303116147307,40.90909090909091,GEDF_D,13891449.0,0.025253,25253190625.0,1.4119375,1.49676234850303,4.476587,0.22338400000000003,286,353.0,286.0
DGL,"[0, 1, 1, 0, 1]",canny_0_deblur_1_gru_1_harris_0_lstm_1_,,deblur-gru-lstm,3830.666666666666,1.4023702550948982,0,,31241036250.0,26,50688.93,4004.0,1.5005,3959.0,1.494875,2316217820.0,3529.0,1.2117357652846945,129,3,18,,44,,5.099150141643059,0.0,12.46458923512748,45.10489510489511,GEDF_N,13894430.0,0.020197,20196806875.0,1.3533053826423471,1.4976875,4.464457,0.223991,286,353.0,286.0
DGL,"[0, 1, 1, 0, 1]",canny_0_deblur_1_gru_1_harris_0_lstm_1_,,deblur-gru-lstm,2929.0,1.3659949976000478,0,,27719000000.0,26,40403.44,4414.0,1.55175,4367.0,1.545875,2782309093.0,6.0,1.000359992800144,130,3,23,,49,,6.515580736543909,0.0,13.881019830028329,45.45454545454545,LAX,14652614.0,0.016673,16673085000.0,1.2731174964000722,1.5488125,2.427851,0.411887,286,353.0,286.0
DGL,"[0, 1, 1, 0, 1]",canny_0_deblur_1_gru_1_harris_0_lstm_1_,,deblur-gru-lstm,2567.0,1.308264767204656,0,,28294597500.0,26,34541.68,4120.0,1.515,2999.0,1.374875,2723250090.0,582.0,1.0349193016139675,115,3,17,,43,,4.815864022662889,0.0,12.181303116147307,40.209790209790214,ELFD,13889282.0,0.01725,17249828125.0,1.2048971508069841,1.4449375,4.5096,0.22174899999999997,286,353.0,286.0
DGL,"[0, 1, 1, 0, 1]",canny_0_deblur_1_gru_1_harris_0_lstm_1_,,deblur-gru-lstm,3897.666666666666,1.4092718945621092,0,,31750246250.0,0,24701.69,4071.0,1.508875,4025.0,1.503125,2308535888.0,3597.0,1.2158156836863263,129,3,1,,1,,0.28328611898017,0.0,0.28328611898017,45.10489510489511,LL,14012149.0,0.020266,20265511250.0,1.359470341843163,1.506,3.84899,0.259808,286,353.0,286.0
DGL,"[0, 1, 1, 0, 1]",canny_0_deblur_1_gru_1_harris_0_lstm_1_,,deblur-gru-lstm,-852.6666666666665,0.9038385257294856,2,,27533705000.0,0,38570.96,1054.0,1.13175,-481.0,0.9711405771884564,1712035575.0,-3131.0,0.608625,166,3,78,,78,,22.096317280453253,66.66666666666667,22.096317280453253,58.04195804195804,HetSched,13908668.0,0.016187,16186680000.0,0.7898827885942281,1.0514452885942285,3.596592,0.278041,286,353.0,286.0
DGL,"[0, 1, 1, 0, 1]",canny_0_deblur_1_gru_1_harris_0_lstm_1_,,deblur-gru-lstm,370.33333333333326,1.0394232065358693,0,,28030205000.0,26,41047.95,460.0,1.0575,334.0,1.04175,1334457503.0,317.0,1.0190196196076078,240,3,218,,244,,61.75637393767706,0.0,69.12181303116147,83.91608391608392,ELF,14206676.0,0.016984,16984385000.0,1.0303848098038038,1.049625,2.58378,0.38703000000000004,286,353.0,286.0
DHL,"[0, 1, 0, 1, 1]",canny_0_deblur_1_gru_0_harris_1_lstm_1_,,deblur-harris-lstm,-1046.6666666666667,0.905762342253155,2,,28247451250.0,34,37249.15,5394.0,1.3236335273294535,-1451.0,0.818625,1095390075.0,-7083.0,0.5750284994300114,166,3,41,,75,,18.141592920353986,66.66666666666667,33.1858407079646,90.21739130434784,FCFS,7263400.0,0.022062000000000002,22061773750.0,0.6968267497150058,1.0711292636647267,4.502267,0.22211,184,226.0,184.0
DHL,"[0, 1, 0, 1, 1]",canny_0_deblur_1_gru_0_harris_1_lstm_1_,,deblur-harris-lstm,488.33333333333326,0.9937220905581888,2,,30645500000.0,34,36688.91,7792.0,1.4675106497870043,-1642.0,0.79475,982673908.0,-4685.0,0.7189056218875622,165,3,41,,75,,18.141592920353986,66.66666666666667,33.1858407079646,89.67391304347827,GEDF_D,7271829.0,0.024459,24459410000.0,0.7568278109437812,1.131130324893502,4.411194,0.226696,184,226.0,184.0
DHL,"[0, 1, 0, 1, 1]",canny_0_deblur_1_gru_0_harris_1_lstm_1_,,deblur-harris-lstm,514.0,1.0031488720225594,2,,28165927500.0,33,36568.84,5312.0,1.3187136257274854,-1278.0,0.8504829903401931,1177014753.0,-2492.0,0.84025,166,3,26,,59,,11.50442477876106,66.66666666666667,26.10619469026549,90.21739130434784,GEDF_N,7279600.0,0.02198,21979707500.0,0.8453664951700965,1.0845983080338393,4.464748999999999,0.223977,184,226.0,184.0
DHL,"[0, 1, 0, 1, 1]",canny_0_deblur_1_gru_0_harris_1_lstm_1_,,deblur-harris-lstm,-219.33333333333331,0.9593230885382292,2,,29463205000.0,33,30350.56,6609.0,1.3965320693586127,-1270.0,0.84125,1058007071.0,-5997.0,0.6401871962560749,166,3,34,,67,,15.044247787610619,66.66666666666667,29.64601769911505,90.21739130434784,LAX,7717492.0,0.023275999999999998,23276222500.0,0.7407185981280375,1.1188910346793064,2.4605650000000003,0.406411,184,226.0,184.0
DHL,"[0, 1, 0, 1, 1]",canny_0_deblur_1_gru_0_harris_1_lstm_1_,,deblur-harris-lstm,-1045.6666666666667,0.9057790069198616,2,,28251136250.0,34,26802.31,5397.0,1.3238135237295254,-1453.0,0.818375,1095251581.0,-7081.0,0.5751484970300594,166,3,41,,75,,18.141592920353986,66.66666666666667,33.1858407079646,90.21739130434784,ELFD,7268441.0,0.022065,22064738750.0,0.6967617485150297,1.0710942618647628,4.45911,0.22426,184,226.0,184.0
DHL,"[0, 1, 0, 1, 1]",canny_0_deblur_1_gru_0_harris_1_lstm_1_,,deblur-harris-lstm,523.0,1.0044905426891464,2,,28255956250.0,0,17022.15,5306.0,1.3183536329273415,-1241.0,0.8502429951400972,1177349556.0,-2496.0,0.844875,166,3,23,,23,,10.17699115044248,66.66666666666667,10.17699115044248,90.21739130434784,LL,7355304.0,0.021974,21974326875.0,0.8475589975700486,1.0842983140337197,3.835153,0.260746,184,226.0,184.0
DHL,"[0, 1, 0, 1, 1]",canny_0_deblur_1_gru_0_harris_1_lstm_1_,,deblur-harris-lstm,221.66666666666663,0.966520537089258,2,,28204361250.0,0,27788.99,5313.0,1.3187736245275097,-2159.0,0.8506629867402652,869122720.0,-2489.0,0.730125,166,3,77,,77,,34.070796460176986,66.66666666666667,34.070796460176986,90.21739130434784,HetSched,7317293.0,0.021981,21980536875.0,0.7903939933701326,1.0847183056338874,3.7225129999999997,0.268636,184,226.0,184.0
DHL,"[0, 1, 0, 1, 1]",canny_0_deblur_1_gru_0_harris_1_lstm_1_,,deblur-harris-lstm,-89.0,0.9276005354892902,2,,28174755000.0,33,31309.64,5320.0,1.3191936161276774,-2492.0,0.8504829903401931,619225237.0,-3095.0,0.613125,166,3,123,,156,,54.42477876106194,66.66666666666667,69.02654867256636,90.21739130434784,ELF,7501296.0,0.021988,21988005625.0,0.7318039951700965,1.0848383032339353,2.605282,0.383836,184,226.0,184.0
GHL,"[0, 0, 1, 1, 1]",canny_0_deblur_0_gru_1_harris_1_lstm_1_,,gru-harris-lstm,-826.3333333333335,1.1102806093878124,1,,22310895000.0,10,49159.43,4221.0,1.527625,3157.0,1.394625,4245881417.0,-9857.0,0.4085918281634368,125,3,17,,27,,4.9275362318840585,33.333333333333336,7.82608695652174,44.326241134751776,FCFS,13896346.0,0.011221,11220841875.0,0.9016084140817184,1.461125,4.542657,0.22013600000000003,282,345.0,282.0
GHL,"[0, 0, 1, 1, 1]",canny_0_deblur_0_gru_1_harris_1_lstm_1_,,gru-harris-lstm,1937.0,1.2591769814603708,1,,26970966250.0,13,48622.07,3831.0,1.478875,2767.0,1.345875,2963045602.0,-787.0,0.9527809443811124,132,3,19,,32,,5.507246376811594,33.333333333333336,9.27536231884058,46.80851063829788,GEDF_D,13914529.0,0.015881,15880718125.0,1.1493279721905558,1.412375,4.417081,0.226394,282,345.0,282.0
GHL,"[0, 0, 1, 1, 1]",canny_0_deblur_0_gru_1_harris_1_lstm_1_,,gru-harris-lstm,2231.6666666666665,1.2985236945261094,1,,26855397500.0,14,49019.65,3822.0,1.47775,3776.0,1.472,2968176171.0,-903.0,0.9458210835783284,142,3,21,,35,,6.086956521739131,33.333333333333336,10.144927536231883,50.35460992907802,GEDF_N,13918175.0,0.015765,15765014375.0,1.208910541789164,1.474875,4.382091,0.228202,282,345.0,282.0
GHL,"[0, 0, 1, 1, 1]",canny_0_deblur_0_gru_1_harris_1_lstm_1_,,gru-harris-lstm,858.3333333333335,1.2460042274154517,1,,22602985000.0,11,38750.15,4512.0,1.564,4465.0,1.558125,4064924281.0,-6402.0,0.6158876822463549,140,3,23,,34,,6.666666666666668,33.333333333333336,9.855072463768117,49.64539007092198,LAX,14661910.0,0.011512,11511995000.0,1.0870063411231774,1.5610625,2.4123759999999996,0.414529,282,345.0,282.0
GHL,"[0, 0, 1, 1, 1]",canny_0_deblur_0_gru_1_harris_1_lstm_1_,,gru-harris-lstm,-826.6666666666665,1.1102606097878045,1,,22312206250.0,10,33309.61,4221.0,1.527625,3157.0,1.394625,4245566722.0,-9858.0,0.4085318293634128,125,3,17,,27,,4.9275362318840585,33.333333333333336,7.82608695652174,44.326241134751776,ELFD,13904012.0,0.011222,11221703750.0,0.9015784146817064,1.461125,4.495887000000001,0.222426,282,345.0,282.0
GHL,"[0, 0, 1, 1, 1]",canny_0_deblur_0_gru_1_harris_1_lstm_1_,,gru-harris-lstm,2296.6666666666665,1.3051970010599787,1,,27363011250.0,0,22843.86,3886.0,1.48575,3840.0,1.48,2955826927.0,-836.0,0.9498410031799364,142,3,1,,1,,0.2898550724637681,33.333333333333336,0.2898550724637681,50.35460992907802,LL,14032801.0,0.015832,15832048750.0,1.2149205015899682,1.482875,3.7996980000000002,0.263179,282,345.0,282.0
GHL,"[0, 0, 1, 1, 1]",canny_0_deblur_0_gru_1_harris_1_lstm_1_,,gru-harris-lstm,-3421.333333333333,0.7451281899362012,2,,20082865000.0,0,36751.2,951.0,1.118875,-3240.0,0.595,3166588413.0,-7975.0,0.5215095698086039,162,3,79,,79,,22.89855072463768,66.66666666666667,22.89855072463768,57.44680851063829,HetSched,13923875.0,0.008694,8693690625.0,0.5582547849043019,0.8569375,3.542035,0.28232399999999996,282,345.0,282.0
GHL,"[0, 0, 1, 1, 1]",canny_0_deblur_0_gru_1_harris_1_lstm_1_,,gru-harris-lstm,-1326.3333333333333,0.9305401116977661,1,,23312003125.0,14,38948.45,270.0,1.03375,197.0,1.024625,1834083470.0,-4446.0,0.7332453350932981,263,3,223,,237,,64.6376811594203,33.333333333333336,68.69565217391305,93.26241134751771,ELF,14210262.0,0.012221,12221243125.0,0.878935167546649,1.0291875,2.564542,0.389933,282,345.0,282.0
CDGH,"[1, 1, 1, 1, 0]",canny_1_deblur_1_gru_1_harris_1_lstm_0_,,canny-deblur-gru-harris,-921.25,0.9559875633737324,2,,29101098125.0,23,26885.74,8745.0,1.5246895062098758,-1542.0,0.9300047661546768,787944730.0,-9346.0,0.4392512149757005,129,4,61,,84,,28.37209302325581,50.0,39.06976744186046,75.0,FCFS,7784983.0,0.025412,25412330625.0,0.6898512029759404,1.1961411265524688,3.407664,0.293456,172,215.0,172.0
CDGH,"[1, 1, 1, 1, 0]",canny_1_deblur_1_gru_1_harris_1_lstm_0_,,canny-deblur-gru-harris,-545.25,0.9651568649877004,3,,29918438125.0,25,27219.06,9561.0,1.5736485270294591,-1545.5,0.9030142759644808,723384505.0,-8651.0,0.4809503809923801,152,4,67,,92,,31.16279069767442,75.0,42.7906976744186,88.3720930232558,GEDF_D,7689357.0,0.026229000000000002,26229093750.0,0.7370402591948161,1.1311308817573649,3.3995900000000003,0.294153,172,215.0,172.0
CDGH,"[1, 1, 1, 1, 0]",canny_1_deblur_1_gru_1_harris_1_lstm_0_,,canny-deblur-gru-harris,2876.5,1.1810204539659206,1,,28989133125.0,18,26679.3,8632.0,1.5179096418071638,3069.5,1.2010341280674388,832869708.0,-3265.0,0.8041039179216416,125,4,58,,76,,26.976744186046513,25.0,35.34883720930233,72.67441860465118,GEDF_N,7895971.0,0.0253,25299890000.0,0.9996822294804104,1.3823723525529488,3.393111,0.294715,172,215.0,172.0
CDGH,"[1, 1, 1, 1, 0]",canny_1_deblur_1_gru_1_harris_1_lstm_0_,,canny-deblur-gru-harris,398.75,1.032017170906582,2,,29249443125.0,24,17806.67,8890.0,1.5333893322133558,-1363.5,0.9343769349613008,747529195.0,-4568.0,0.7259254814903702,150,4,71,,95,,33.02325581395349,50.0,44.1860465116279,87.2093023255814,LAX,8058175.0,0.025558,25558193750.0,0.7863592728145437,1.1800348330533392,3.15656,0.316801,172,215.0,172.0
CDGH,"[1, 1, 1, 1, 0]",canny_1_deblur_1_gru_1_harris_1_lstm_0_,,canny-deblur-gru-harris,3326.25,1.1750330555888882,1,,28965571250.0,22,17780.96,8607.0,1.5164096718065638,3104.0,1.1862362752744944,571843259.0,-1510.0,0.81125,142,4,110,,132,,51.16279069767442,25.0,61.3953488372093,82.55813953488372,ELF,7519033.0,0.025274,25274436250.0,1.0281859925301495,1.3330833383332332,3.172859,0.315173,172,215.0,172.0
CDGL,"[1, 1, 1, 0, 1]",canny_1_deblur_1_gru_1_harris_0_lstm_1_,,canny-deblur-gru-lstm,5131.25,1.720155203770925,1,,29336733750.0,14,38390.55,13650.0,2.70625,8544.5,1.8935992792644147,2249634621.0,-10214.0,0.3871722565548689,62,4,16,,30,,4.35967302452316,25.0,8.174386920980927,20.805369127516784,FCFS,16399701.0,0.022036,22036259375.0,1.0883482330353391,2.52540625,3.383083,0.295588,298,367.0,298.0
CDGL,"[1, 1, 1, 0, 1]",canny_1_deblur_1_gru_1_harris_0_lstm_1_,,canny-deblur-gru-lstm,11213.5,2.052273549529009,0,,41523008125.0,23,37744.14,17554.0,2.57275,11676.0,2.199734467810644,1402705421.0,3948.0,1.23687526249475,56,4,19,,42,,5.177111716621254,0.0,11.444141689373295,18.791946308724828,GEDF_D,16271342.0,0.034222,34221660000.0,1.8491330173396527,2.402875,3.3718209999999997,0.296576,298,367.0,298.0
CDGL,"[1, 1, 1, 0, 1]",canny_1_deblur_1_gru_1_harris_0_lstm_1_,,canny-deblur-gru-lstm,10561.75,2.0527063114987696,0,,36229465625.0,17,37881.32,12934.0,2.61675,12555.5,2.170980144147117,1687742738.0,4202.0,1.252114957700846,66,4,19,,36,,5.177111716621254,0.0,9.809264305177113,22.14765100671141,GEDF_N,16351867.0,0.028928,28927875625.0,1.6147177056458872,2.60896875,3.3735199999999996,0.296426,298,367.0,298.0
CDGL,"[1, 1, 1, 0, 1]",canny_1_deblur_1_gru_1_harris_0_lstm_1_,,canny-deblur-gru-lstm,6070.75,1.8261037416751664,1,,29131436875.0,12,27288.15,14259.0,2.782375,9662.5,2.0400444028619433,2263634481.0,-9301.0,0.4419511609767805,72,4,20,,32,,5.4495912806539515,25.0,8.71934604904632,24.161073825503355,LAX,17186746.0,0.021830000000000002,21829656875.0,1.0927731445371094,2.773375,3.149106,0.31755,298,367.0,298.0
CDGL,"[1, 1, 1, 0, 1]",canny_1_deblur_1_gru_1_harris_0_lstm_1_,,canny-deblur-gru-lstm,2669.25,1.31667468650627,1,,28840071250.0,17,27907.16,4924.0,1.6155,4789.5,1.4403770774584508,1128811293.0,-3826.0,0.7704445911081779,117,4,223,,240,,60.76294277929154,25.0,65.39509536784742,39.26174496644296,ELF,14377659.0,0.021539,21538746250.0,1.161801763964721,1.59525,3.1579490000000003,0.316661,298,367.0,298.0
CDHL,"[1, 1, 0, 1, 1]",canny_1_deblur_1_gru_0_harris_1_lstm_1_,,canny-deblur-harris-lstm,-195.0,1.0441850156746866,2,,29224173125.0,23,29095.13,8783.0,1.5269694606107878,-149.5,1.102799742755145,1058117499.0,-9264.0,0.4441711165776685,108,4,36,,59,,15.0,50.0,24.58333333333333,55.102040816326536,FCFS,8527099.0,0.025452000000000002,25451835000.0,0.6928361432771344,1.4541486151526968,3.4035589999999996,0.29381,196,240.0,196.0
CDHL,"[1, 1, 0, 1, 1]",canny_1_deblur_1_gru_0_harris_1_lstm_1_,,canny-deblur-harris-lstm,2113.5,1.1678069707355854,2,,32655791250.0,25,28818.55,12216.0,1.732945341093178,1108.5,1.148507683596328,893849690.0,-5979.0,0.6412671746565068,113,4,43,,68,,17.916666666666668,50.0,28.33333333333333,57.6530612244898,GEDF_D,8430299.0,0.028883999999999996,28884203125.0,0.8965470690586188,1.4197675852732945,3.3941339999999998,0.294626,196,240.0,196.0
CDHL,"[1, 1, 0, 1, 1]",canny_1_deblur_1_gru_0_harris_1_lstm_1_,,canny-deblur-harris-lstm,3639.25,1.2748204254664908,1,,29097903125.0,15,28919.89,8657.0,1.5194096118077638,4560.0,1.3865341130677389,1132012863.0,-3220.0,0.8068038639227215,98,4,27,,42,,11.25,25.0,17.5,50.0,GEDF_N,8708062.0,0.025325,25324963125.0,1.2057208855822883,1.455633652951941,3.3892870000000004,0.295047,196,240.0,196.0
CDHL,"[1, 1, 0, 1, 1]",canny_1_deblur_1_gru_0_harris_1_lstm_1_,,canny-deblur-harris-lstm,1046.0,1.1219585877032459,2,,29382371250.0,23,19451.22,8940.0,1.5363892722145558,234.0,1.1324394049619009,1037617035.0,-5224.0,0.6865662686746266,109,4,38,,61,,15.833333333333332,50.0,25.416666666666664,55.61224489795919,LAX,8963558.0,0.025608,25607806250.0,0.7787694246115078,1.4756285680536392,3.157928,0.31666300000000003,196,240.0,196.0
CDHL,"[1, 1, 0, 1, 1]",canny_1_deblur_1_gru_0_harris_1_lstm_1_,,canny-deblur-harris-lstm,3552.0,1.2016267755894885,1,,29083258125.0,20,19836.41,8642.0,1.518509629807404,3136.5,1.1881862362752744,621253497.0,-707.0,0.911625,166,4,126,,146,,52.5,25.0,60.83333333333333,84.6938775510204,ELF,7732444.0,0.025309,25309488125.0,1.0548097119307611,1.3350032999340014,3.174568,0.31500300000000003,196,240.0,196.0
CGHL,"[1, 0, 1, 1, 1]",canny_1_deblur_0_gru_1_harris_1_lstm_1_,,canny-gru-harris-lstm,2319.0,1.551569831103378,2,,27785606250.0,6,36859.81,13595.0,2.699375,3155.0,1.5723157849343012,2394731103.0,-10629.0,0.3622727545449091,77,4,17,,23,,4.735376044568246,50.0,6.406685236768802,26.190476190476193,FCFS,16302268.0,0.020596,20596248125.0,0.5941981160376792,2.5296875,3.380893,0.29578000000000004,294,359.0,294.0
CGHL,"[1, 0, 1, 1, 1]",canny_1_deblur_0_gru_1_harris_1_lstm_1_,,canny-gru-harris-lstm,8878.25,1.9122263529729409,0,,32003186250.0,9,36521.89,12585.0,2.573125,9458.0,1.917532613097738,1953590587.0,4012.0,1.240715185696286,58,4,21,,30,,5.8495821727019495,0.0,8.356545961002785,19.727891156462587,GEDF_D,16251678.0,0.024812999999999998,24812951250.0,1.426696466070679,2.4030625,3.365706,0.297114,294,359.0,294.0
CGHL,"[1, 0, 1, 1, 1]",canny_1_deblur_0_gru_1_harris_1_lstm_1_,,canny-gru-harris-lstm,9290.0,1.9650926287724244,0,,31794743125.0,9,36535.81,12586.0,2.57325,10219.5,2.01951273849523,1967542315.0,4135.0,1.248095038099238,67,4,22,,31,,6.128133704735376,0.0,8.635097493036211,22.7891156462585,GEDF_N,16248983.0,0.024605000000000002,24604573750.0,1.4191366172676545,2.56546875,3.3643089999999995,0.297238,294,359.0,294.0
CGHL,"[1, 0, 1, 1, 1]",canny_1_deblur_0_gru_1_harris_1_lstm_1_,,canny-gru-harris-lstm,2458.25,1.6009404211915763,2,,28191858125.0,6,25690.49,14000.0,2.75,3446.0,1.6586442071158576,2311323070.0,-11059.0,0.3364732705345893,88,4,24,,30,,6.685236768802228,50.0,8.356545961002785,29.931972789115648,LAX,17009305.0,0.021001,21000963750.0,0.5185846283074339,2.741,3.147051,0.317758,294,359.0,294.0
CGHL,"[1, 0, 1, 1, 1]",canny_1_deblur_0_gru_1_harris_1_lstm_1_,,canny-gru-harris-lstm,1140.75,1.2119337800743983,2,,23701018125.0,9,26084.02,4477.0,1.559625,2097.5,1.267322594798104,1431723952.0,-4109.0,0.753464930701386,136,4,228,,237,,63.509749303621156,50.0,66.016713091922,46.25850340136054,ELF,14225264.0,0.01651,16510163125.0,0.9312563748725023,1.548,3.15299,0.317159,294,359.0,294.0
DGHL,"[0, 1, 1, 1, 1]",canny_0_deblur_1_gru_1_harris_1_lstm_1_,,deblur-gru-harris-lstm,7159.0,1.8495854139167216,1,,31633433125.0,13,39305.77,13868.0,2.7335,9821.5,1.9786679028919425,2073992844.0,-4875.0,0.7075058498830024,68,4,17,,30,,4.533333333333333,25.0,8.0,22.36842105263158,FCFS,16496559.0,0.02433,24329515000.0,1.271659566808664,2.55659375,3.3834449999999996,0.295557,304,375.0,304.0
DGHL,"[0, 1, 1, 1, 1]",canny_0_deblur_1_gru_1_harris_1_lstm_1_,,deblur-gru-harris-lstm,13834.5,2.2091566474920503,0,,46237151250.0,22,38388.14,22265.0,2.571375,11664.5,2.3403116412671743,1260816655.0,9744.0,1.5846283074338514,56,4,19,,41,,5.066666666666666,0.0,10.933333333333335,18.42105263157895,GEDF_D,16388207.0,0.038932999999999995,38932563125.0,2.1480620387592246,2.40140625,3.373155,0.296458,304,375.0,304.0
