app_mix_label,app_mix_list,app_mix_str,application,application_mix,avg_deadline_difference,avg_slowdown,dag_deadlines_met,deadline,final_tick,forwards_only,host_seconds,max_deadline_difference,max_slowdown,median_deadline_difference,median_slowdown,mem_ctrls.bw_total::total,min_deadline_difference,min_slowdown,node_deadlines_met,num_apps,num_colocations,num_edges,num_forwards,num_nodes,percent_colocations,percent_dag_deadlines_met,percent_forwards,percent_node_deadlines_met,policy,sim_insts,sim_seconds,sim_ticks,slowdown_p25,slowdown_p75,system.cpu.cpi,system.cpu.ipc,total_dags,total_edges,total_nodes
GH,"[0, 0, 1, 1, 0]",canny_0_deblur_0_gru_1_harris_1_lstm_0_,,gru-harris,,,2,,14409745000.0,14,25064.62,,,,,1851534935.0,,,138,2,58,,72,,33.91812865497076,100.0,42.105263157894726,100.0,GEDF_N,6870084.0,0.009094,9094255625.0,,,4.255726,0.23497800000000002,138,171.0,138.0
GH,"[0, 0, 1, 1, 0]",canny_0_deblur_0_gru_1_harris_1_lstm_0_,,gru-harris,,,2,,14321292500.0,14,16589.86,,,,,1709961121.0,,,138,2,72,,86,,42.105263157894726,100.0,50.29239766081871,100.0,LAX,7138425.0,0.009004999999999999,9004628125.0,,,2.472266,0.404487,138,171.0,138.0
GH,"[0, 0, 1, 1, 0]",canny_0_deblur_0_gru_1_harris_1_lstm_0_,,gru-harris,,,2,,13800378125.0,14,16540.12,,,,,1330616558.0,,,138,2,4,,18,,2.3391812865497075,100.0,10.526315789473683,100.0,HetSched,6894654.0,0.008221,8221388750.0,,,3.429893,0.291554,138,171.0,138.0
GH,"[0, 0, 1, 1, 0]",canny_0_deblur_0_gru_1_harris_1_lstm_0_,,gru-harris,,,2,,13624656250.0,14,22172.59,,,,,1316874027.0,,,138,2,107,,121,,62.57309941520468,100.0,70.76023391812865,100.0,ELF,7046501.0,0.008308,8308156875.0,,,2.579946,0.38760500000000003,138,171.0,138.0
GL,"[0, 0, 1, 0, 1]",canny_0_deblur_0_gru_1_harris_0_lstm_1_,,gru-lstm,,,0,,21657155000.0,0,34867.26,,,,,4244441167.0,,,115,2,17,,17,,5.263157894736842,0.0,5.263157894736842,43.56060606060606,FCFS,13751351.0,0.010798,10797927500.0,,,4.516061,0.22143200000000002,264,323.0,264.0
GL,"[0, 0, 1, 0, 1]",canny_0_deblur_0_gru_1_harris_0_lstm_1_,,gru-lstm,,,0,,21660000000.0,0,34902.98,,,,,4243429229.0,,,115,2,17,,17,,5.263157894736842,0.0,5.263157894736842,43.56060606060606,GEDF_D,13758045.0,0.010801,10800502500.0,,,4.4723559999999996,0.22359600000000002,264,323.0,264.0
GL,"[0, 0, 1, 0, 1]",canny_0_deblur_0_gru_1_harris_0_lstm_1_,,gru-lstm,,,0,,21655486250.0,0,34720.37,,,,,4239156352.0,,,125,2,18,,18,,5.572755417956656,0.0,5.572755417956656,47.34848484848485,GEDF_N,13762891.0,0.010796,10795853750.0,,,4.439618,0.22524499999999997,264,323.0,264.0
GL,"[0, 0, 1, 0, 1]",canny_0_deblur_0_gru_1_harris_0_lstm_1_,,gru-lstm,,,0,,22029063125.0,0,25799.08,,,,,4080264122.0,,,122,2,20,,20,,6.191950464396284,0.0,6.191950464396284,46.21212121212121,LAX,14475272.0,0.011169,11168688750.0,,,2.405316,0.415746,264,323.0,264.0
GL,"[0, 0, 1, 0, 1]",canny_0_deblur_0_gru_1_harris_0_lstm_1_,,gru-lstm,,,1,,18971725625.0,0,26252.31,,,,,3383716641.0,,,161,2,79,,79,,24.458204334365323,50.0,24.458204334365323,60.98484848484848,HetSched,13768793.0,0.007812999999999999,7812531250.0,,,3.529813,0.283301,264,323.0,264.0
GL,"[0, 0, 1, 0, 1]",canny_0_deblur_0_gru_1_harris_0_lstm_1_,,gru-lstm,,,0,,18071038125.0,0,36606.86,,,,,2957177506.0,,,249,2,221,,221,,68.42105263157895,0.0,68.42105263157895,94.3181818181818,ELF,14019568.0,0.007209999999999999,7210378125.0,,,2.5711209999999998,0.388935,264,323.0,264.0
HL,"[0, 0, 0, 1, 1]",canny_0_deblur_0_gru_0_harris_1_lstm_1_,,harris-lstm,,,2,,12444085000.0,10,27732.11,,,,,3604937187.0,,,162,2,40,,50,,20.40816326530612,100.0,25.510204081632647,100.0,FCFS,7134561.0,0.006441,6440712500.0,,,4.490671,0.22268400000000002,162,196.0,162.0
HL,"[0, 0, 0, 1, 1]",canny_0_deblur_0_gru_0_harris_1_lstm_1_,,harris-lstm,,,2,,16393450000.0,13,27230.94,,,,,2196930349.0,,,162,2,41,,54,,20.918367346938776,100.0,27.55102040816326,100.0,GEDF_D,7142901.0,0.01039,10389942500.0,,,4.379962,0.228312,162,196.0,162.0
HL,"[0, 0, 0, 1, 1]",canny_0_deblur_0_gru_0_harris_1_lstm_1_,,harris-lstm,,,2,,16548802500.0,14,27243.57,,,,,2301289058.0,,,162,2,26,,40,,13.265306122448981,100.0,20.40816326530612,100.0,GEDF_N,7152361.0,0.010545,10545295000.0,,,4.3991430000000005,0.22731700000000002,162,196.0,162.0
HL,"[0, 0, 0, 1, 1]",canny_0_deblur_0_gru_0_harris_1_lstm_1_,,harris-lstm,,,2,,16607524375.0,14,18097.86,,,,,2190000719.0,,,162,2,34,,48,,17.346938775510207,100.0,24.489795918367342,100.0,LAX,7538765.0,0.010603,10602924375.0,,,2.44824,0.408457,162,196.0,162.0
HL,"[0, 0, 0, 1, 1]",canny_0_deblur_0_gru_0_harris_1_lstm_1_,,harris-lstm,,,2,,12346739375.0,0,18836.98,,,,,2786837756.0,,,162,2,79,,79,,40.30612244897959,100.0,40.30612244897959,100.0,HetSched,7176872.0,0.006309,6309429375.0,,,3.670347,0.272454,162,196.0,162.0
HL,"[0, 0, 0, 1, 1]",canny_0_deblur_0_gru_0_harris_1_lstm_1_,,harris-lstm,,,2,,14816251250.0,14,26170.28,,,,,1363325844.0,,,162,2,123,,137,,62.755102040816325,100.0,69.89795918367348,100.0,ELF,7323883.0,0.008812,8811671875.0,,,2.589482,0.386178,162,196.0,162.0
CDG,"[1, 1, 1, 0, 0]",canny_1_deblur_1_gru_1_harris_0_lstm_0_,,canny-deblur-gru,-4010.666666666666,0.69640031699366,2,,24337277500.0,30,31408.25,2248.0,1.134877302453951,-2906.0,0.63675,874237570.0,-11374.0,0.31757364852702946,134,3,66,,96,,34.196891191709845,66.66666666666667,49.740932642487046,87.01298701298703,FCFS,6935573.0,0.018916,18915604375.0,0.4771618242635147,0.8858136512269754,4.384551999999999,0.228073,154,193.0,154.0
CDG,"[1, 1, 1, 0, 0]",canny_1_deblur_1_gru_1_harris_0_lstm_0_,,canny-deblur-gru,-4040.333333333334,0.6927136507269855,2,,24337247500.0,30,30779.99,2248.0,1.134877302453951,-2994.0,0.62575,867326953.0,-11375.0,0.31751364972700546,134,3,67,,97,,34.715025906735754,66.66666666666667,50.25906735751296,87.01298701298703,GEDF_D,6937668.0,0.018915,18915344375.0,0.4716318248635028,0.8803136512269755,4.363504,0.229174,154,193.0,154.0
CDG,"[1, 1, 1, 0, 0]",canny_1_deblur_1_gru_1_harris_0_lstm_0_,,canny-deblur-gru,-2929.666666666666,0.7639890702185955,2,,24290003125.0,32,30829.1,2201.0,1.1320573588528229,-2780.0,0.6525,942439277.0,-8210.0,0.5074098518029639,136,3,56,,88,,29.015544041450767,66.66666666666667,45.595854922279784,88.31168831168831,GEDF_N,6946560.0,0.018868,18867970000.0,0.579954925901482,0.8922786794264115,4.380278,0.228296,154,193.0,154.0
CDG,"[1, 1, 1, 0, 0]",canny_1_deblur_1_gru_1_harris_0_lstm_0_,,canny-deblur-gru,-3467.666666666666,0.7296946786064279,2,,24347768125.0,31,27370.99,2256.0,1.1353572928541429,-2873.0,0.640875,863486925.0,-9786.0,0.4128517429651407,136,3,71,,102,,36.787564766839374,66.66666666666667,52.849740932642476,88.31168831168831,LAX,7251661.0,0.018924,18924455625.0,0.5268633714825703,0.8881161464270715,2.5020860000000003,0.39966599999999997,154,193.0,154.0
CDG,"[1, 1, 1, 0, 0]",canny_1_deblur_1_gru_1_harris_0_lstm_0_,,canny-deblur-gru,-3507.666666666666,0.7255396942061157,2,,24315380000.0,30,23938.16,2226.0,1.1335573288534229,-2954.0,0.63075,874394708.0,-9795.0,0.4123117537649247,136,3,67,,97,,34.715025906735754,66.66666666666667,50.25906735751296,88.31168831168831,ELFD,6939784.0,0.018893,18893467500.0,0.5215308768824624,0.8821536644267114,4.342875,0.230262,154,193.0,154.0
CDG,"[1, 1, 1, 0, 0]",canny_1_deblur_1_gru_1_harris_0_lstm_0_,,canny-deblur-gru,-2914.0,0.7655357292854145,2,,24650095000.0,0,14808.19,2211.0,1.132657346853063,-2752.0,0.6559999999999999,941865180.0,-8201.0,0.50794984100318,136,3,54,,54,,27.979274611398964,66.66666666666667,27.979274611398964,88.31168831168831,LL,7008935.0,0.018879,18879470625.0,0.58197492050159,0.8943286734265314,3.748382,0.266782,154,193.0,154.0
CDG,"[1, 1, 1, 0, 0]",canny_1_deblur_1_gru_1_harris_0_lstm_0_,,canny-deblur-gru,-3218.666666666666,0.7275823983520329,2,,24573472500.0,0,23434.33,2218.0,1.1330773384532309,-3660.0,0.5425,629245479.0,-8214.0,0.507169856602868,136,3,102,,102,,52.849740932642476,66.66666666666667,52.849740932642476,88.31168831168831,HetSched,6977169.0,0.018886,18886308125.0,0.524834928301434,0.8377886692266154,3.573253,0.279857,154,193.0,154.0
CDG,"[1, 1, 1, 0, 0]",canny_1_deblur_1_gru_1_harris_0_lstm_0_,,canny-deblur-gru,-3710.0,0.6994030119397611,2,,24352823125.0,33,27446.63,2263.0,1.1357772844543108,-3600.0,0.55,613936171.0,-9793.0,0.4124317513649727,136,3,106,,139,,54.9222797927461,66.66666666666667,72.02072538860105,88.31168831168831,ELF,7157754.0,0.018930000000000002,18930065625.0,0.4812158756824864,0.8428886422271554,2.59901,0.384762,154,193.0,154.0
CDH,"[1, 1, 0, 1, 0]",canny_1_deblur_1_gru_0_harris_1_lstm_0_,,canny-deblur-harris,-1974.666666666667,0.881522369552609,2,,25520596250.0,43,11747.46,8293.0,1.497570048599028,-4182.0,0.749085018299634,119169367.0,-10035.0,0.3979120417591648,32,3,4,,47,,6.0606060606060606,66.66666666666667,71.21212121212122,61.53846153846154,FCFS,364404.0,0.024961,24961246875.0,0.5734985300293994,1.1233275334493311,4.540284,0.22025100000000003,52,66.0,52.0
CDH,"[1, 1, 0, 1, 0]",canny_1_deblur_1_gru_0_harris_1_lstm_0_,,canny-deblur-harris,-1968.0,0.8819223615527689,2,,25522630000.0,43,11836.43,8295.0,1.4976900461990759,-4179.0,0.749265014699706,119161210.0,-10020.0,0.3988120237595248,32,3,4,,47,,6.0606060606060606,66.66666666666667,71.21212121212122,61.53846153846154,GEDF_D,364937.0,0.024963,24962955625.0,0.5740385192296154,1.123477530449391,4.535851,0.220466,52,66.0,52.0
CDH,"[1, 1, 0, 1, 0]",canny_1_deblur_1_gru_0_harris_1_lstm_0_,,canny-deblur-harris,3112.0,1.1867162656746866,1,,25283511250.0,38,11514.99,8056.0,1.4833503329933402,5048.0,1.3028739425211495,141520349.0,-3768.0,0.7739245215095698,24,3,5,,43,,7.575757575757576,33.333333333333336,65.15151515151516,46.153846153846146,GEDF_N,366092.0,0.024724,24723681250.0,1.0383992320153597,1.3931121377572449,4.542215000000001,0.22015700000000002,52,66.0,52.0
CDH,"[1, 1, 0, 1, 0]",canny_1_deblur_1_gru_0_harris_1_lstm_0_,,canny-deblur-harris,-338.3333333333333,0.9797004059918802,2,,25548035000.0,42,10478.13,8320.0,1.499190016199676,-3707.0,0.7775844483110338,124312518.0,-5628.0,0.6623267534649308,34,3,4,,46,,6.0606060606060606,66.66666666666667,69.6969696969697,65.38461538461539,LAX,479648.0,0.024987,24987025000.0,0.7199556008879823,1.138387232255355,2.564091,0.390002,52,66.0,52.0
CDH,"[1, 1, 0, 1, 0]",canny_1_deblur_1_gru_0_harris_1_lstm_0_,,canny-deblur-harris,-1437.333333333333,0.9137617247655048,2,,25537010000.0,38,10921.17,8310.0,1.498590028199436,-4172.0,0.749685006299874,134837020.0,-8450.0,0.493010139797204,34,3,4,,42,,6.0606060606060606,66.66666666666667,63.63636363636363,65.38461538461539,ELFD,366056.0,0.024977000000000003,24977057500.0,0.6213475730485389,1.124137517249655,4.495779,0.222431,52,66.0,52.0
CDH,"[1, 1, 0, 1, 0]",canny_1_deblur_1_gru_0_harris_1_lstm_0_,,canny-deblur-harris,4788.0,1.2872742545149096,0,,25316118750.0,10,6334.37,8086.0,1.4851502969940602,5668.0,1.3400731985360292,141335750.0,610.0,1.0365992680146396,20,3,3,,13,,4.545454545454546,0.0,19.696969696969692,38.46153846153846,LL,387148.0,0.024755000000000003,24754614375.0,1.1883362332753344,1.4126117477650446,3.939193,0.253859,52,66.0,52.0
CDH,"[1, 1, 0, 1, 0]",canny_1_deblur_1_gru_0_harris_1_lstm_0_,,canny-deblur-harris,3119.0,1.1871362572748545,1,,25298328125.0,10,10039.86,8069.0,1.4841303173936522,5064.0,1.3038339233215337,133490719.0,-3776.0,0.7734445311093778,24,3,4,,14,,6.0606060606060606,33.333333333333336,21.21212121212121,46.153846153846146,HetSched,385419.0,0.024737000000000002,24737060625.0,1.0386392272154557,1.3939821203575928,3.9007980000000004,0.256358,52,66.0,52.0
CDH,"[1, 1, 0, 1, 0]",canny_1_deblur_1_gru_0_harris_1_lstm_0_,,canny-deblur-harris,4503.0,1.2701745965080695,0,,25361700000.0,39,10380.97,8133.0,1.4879702405951882,4092.0,1.245515089698206,127915575.0,1284.0,1.077038459230815,22,3,7,,46,,10.606060606060606,0.0,69.6969696969697,42.307692307692314,ELF,472132.0,0.024801,24801045625.0,1.1612767744645107,1.3667426651466972,2.64545,0.37800700000000004,52,66.0,52.0
CDL,"[1, 1, 0, 0, 1]",canny_1_deblur_1_gru_0_harris_0_lstm_1_,,canny-deblur-lstm,-3402.333333333333,0.7660718660626787,2,,25027582500.0,30,35987.17,2254.0,1.135237295254095,-1375.0,0.828125,1259450867.0,-11086.0,0.3348533029339413,158,3,38,,68,,17.431192660550455,66.66666666666667,31.19266055045872,88.76404494382021,FCFS,7214779.0,0.018922,18922453125.0,0.5814891514669707,0.9816811476270476,4.497314,0.22235500000000002,178,218.0,178.0
CDL,"[1, 1, 0, 0, 1]",canny_1_deblur_1_gru_0_harris_0_lstm_1_,,canny-deblur-lstm,-3015.0,0.7831146202075958,2,,25878251250.0,31,36048.16,3105.0,1.1862962740745184,-1661.0,0.792375,1168831170.0,-10489.0,0.370672586548269,158,3,43,,74,,19.72477064220184,66.66666666666667,33.94495412844037,88.76404494382021,GEDF_D,7217473.0,0.019773,19772966875.0,0.5815237932741345,0.9893356370372592,4.426223,0.22592600000000002,178,218.0,178.0
CDL,"[1, 1, 0, 0, 1]",canny_1_deblur_1_gru_0_harris_0_lstm_1_,,canny-deblur-lstm,-2416.333333333333,0.8274840578188437,2,,24989407500.0,31,35549.53,2216.0,1.1329573408531828,-1271.0,0.841125,1334869850.0,-8194.0,0.5083698326033479,160,3,25,,56,,11.46788990825688,66.66666666666667,25.68807339449541,89.88764044943821,GEDF_N,7227448.0,0.018884,18884163125.0,0.6747474163016739,0.9870411704265916,4.475878,0.22341999999999998,178,218.0,178.0
CDL,"[1, 1, 0, 0, 1]",canny_1_deblur_1_gru_0_harris_0_lstm_1_,,canny-deblur-lstm,-2908.666666666666,0.7987463300733985,2,,25037486250.0,31,29794.88,2263.0,1.1357772844543108,-1234.0,0.84575,1286673402.0,-9755.0,0.4147117057658847,160,3,32,,63,,14.678899082568808,66.66666666666667,28.899082568807334,89.88764044943821,LAX,7657411.0,0.018931,18930675000.0,0.6302308528829423,0.9907636422271554,2.45662,0.407063,178,218.0,178.0
CDL,"[1, 1, 0, 0, 1]",canny_1_deblur_1_gru_0_harris_0_lstm_1_,,canny-deblur-lstm,-3040.666666666666,0.7837630247395051,2,,25011310000.0,30,26329.0,2238.0,1.1342773144537108,-1560.0,0.805,1236301134.0,-9800.0,0.4120117597648047,160,3,43,,73,,19.72477064220184,66.66666666666667,33.48623853211009,89.88764044943821,ELFD,7217561.0,0.018906,18905552500.0,0.6085058798824023,0.9696386572268554,4.443018,0.22507199999999997,178,218.0,178.0
CDL,"[1, 1, 0, 0, 1]",canny_1_deblur_1_gru_0_harris_0_lstm_1_,,canny-deblur-lstm,-2401.333333333333,0.8288390482190356,2,,25099002500.0,0,16666.98,2229.0,1.133737325253495,-1250.0,0.84375,1334101215.0,-8183.0,0.5090298194036119,160,3,23,,23,,10.550458715596333,66.66666666666667,10.550458715596333,89.88764044943821,LL,7300989.0,0.018897,18897010000.0,0.676389909701806,0.9887436626267476,3.8461199999999995,0.260002,178,218.0,178.0
CDL,"[1, 1, 0, 0, 1]",canny_1_deblur_1_gru_0_harris_0_lstm_1_,,canny-deblur-lstm,-2779.666666666666,0.7823923971520571,2,,25031096250.0,0,26856.18,2219.0,1.133137337253255,-2346.0,0.70675,966986523.0,-8212.0,0.5072898542029161,160,3,78,,78,,35.77981651376147,66.66666666666667,35.77981651376147,89.88764044943821,HetSched,7263400.0,0.018888,18887506250.0,0.607019927101458,0.9199436686266276,3.704742,0.269924,178,218.0,178.0
CDL,"[1, 1, 0, 0, 1]",canny_1_deblur_1_gru_0_harris_0_lstm_1_,,canny-deblur-lstm,-3544.666666666666,0.7201346798064039,2,,25038273125.0,33,30560.24,2265.0,1.1358972820543591,-3101.0,0.612375,670342186.0,-9798.0,0.4121317573648527,160,3,122,,155,,55.963302752293565,66.66666666666667,71.10091743119266,89.88764044943821,ELF,7434353.0,0.018932,18932175625.0,0.5122533786824264,0.8741361410271795,2.608994,0.383289,178,218.0,178.0
CGH,"[1, 0, 1, 1, 0]",canny_1_deblur_0_gru_1_harris_1_lstm_0_,,canny-gru-harris,-7244.666666666668,0.5045309043819124,3,,14801801250.0,18,29053.05,-2806.0,0.64925,-7328.0,0.5603287934241316,1842474217.0,-11600.0,0.3040139197216056,150,3,64,,82,,34.594594594594604,100.0,44.32432432432433,100.0,FCFS,6950644.0,0.009339,9339256875.0,0.4321713565728685,0.6047893967120658,4.39047,0.227766,150,185.0,150.0
CGH,"[1, 0, 1, 1, 0]",canny_1_deblur_0_gru_1_harris_1_lstm_0_,,canny-gru-harris,-7310.666666666668,0.4964975750484991,3,,14797331250.0,15,29125.2,-2994.0,0.62575,-7333.0,0.5600287994240115,1829388739.0,-11605.0,0.3037139257214856,150,3,67,,82,,36.21621621621622,100.0,44.32432432432433,100.0,GEDF_D,6954047.0,0.009334,9334446875.0,0.43187136257274855,0.5928893997120057,4.32178,0.231386,150,185.0,150.0
CGH,"[1, 0, 1, 1, 0]",canny_1_deblur_0_gru_1_harris_1_lstm_0_,,canny-gru-harris,-7274.666666666668,0.502232597848043,3,,14699606250.0,16,28498.02,-2829.0,0.646375,-7431.0,0.5541489170216596,1955160552.0,-11564.0,0.3061738765224695,150,3,59,,75,,31.89189189189189,100.0,40.54054054054054,100.0,GEDF_N,6961137.0,0.009237,9236771875.0,0.43016139677206455,0.6002619585108298,4.325085,0.23120900000000003,150,185.0,150.0
CGH,"[1, 0, 1, 1, 0]",canny_1_deblur_0_gru_1_harris_1_lstm_0_,,canny-gru-harris,-7312.666666666668,0.4975692661146777,3,,14704443125.0,16,25642.34,-2939.0,0.632625,-7428.0,0.5543289134217315,1805629491.0,-11571.0,0.30575388492230154,150,3,73,,89,,39.45945945945946,100.0,48.10810810810811,100.0,LAX,7255877.0,0.00924,9240245625.0,0.43004139917201656,0.5934769567108658,2.484468,0.402501,150,185.0,150.0
CGH,"[1, 0, 1, 1, 0]",canny_1_deblur_0_gru_1_harris_1_lstm_0_,,canny-gru-harris,-7245.333333333332,0.504512572248555,3,,14801841250.0,18,22847.12,-2805.0,0.649375,-7329.0,0.5602687946241075,1842655101.0,-11602.0,0.3038939221215576,150,3,64,,82,,34.594594594594604,100.0,44.32432432432433,100.0,ELFD,6954767.0,0.009339,9338513750.0,0.43208135837283257,0.6048218973120538,4.338521,0.23049299999999998,150,185.0,150.0
CGH,"[1, 0, 1, 1, 0]",canny_1_deblur_0_gru_1_harris_1_lstm_0_,,canny-gru-harris,-7256.0,0.5039809203815924,3,,15059637500.0,8,13693.22,-2800.0,0.65,-7418.0,0.5549289014219716,1952452668.0,-11550.0,0.30701385972280554,150,3,3,,11,,1.6216216216216215,100.0,5.9459459459459465,100.0,LL,7021954.0,0.00925,9249877500.0,0.4309713805723886,0.6024644507109858,3.715585,0.269137,150,185.0,150.0
CGH,"[1, 0, 1, 1, 0]",canny_1_deblur_0_gru_1_harris_1_lstm_0_,,canny-gru-harris,-7874.666666666668,0.4496580118397632,3,,14930498125.0,14,23371.91,-3594.0,0.5519289614207716,-7468.0,0.55075,1293635745.0,-12562.0,0.24629507409851806,150,3,4,,18,,2.1621621621621623,100.0,9.72972972972973,100.0,HetSched,6988886.0,0.0092,9199878750.0,0.39852253704925894,0.5513394807103857,3.5426550000000003,0.28227399999999997,150,185.0,150.0
CGH,"[1, 0, 1, 1, 0]",canny_1_deblur_0_gru_1_harris_1_lstm_0_,,canny-gru-harris,-6209.666666666668,0.5483859922801545,3,,15247035000.0,20,25950.61,-3648.0,0.5869682606347874,-6884.0,0.544,1196194647.0,-8097.0,0.5141897162056759,150,3,110,,130,,59.45945945945946,100.0,70.27027027027027,100.0,ELF,7158280.0,0.009783,9783060000.0,0.529094858102838,0.5654841303173936,2.5992,0.384734,150,185.0,150.0
CGL,"[1, 0, 1, 0, 1]",canny_1_deblur_0_gru_1_harris_0_lstm_1_,,canny-gru-lstm,-1812.666666666667,1.0416332848343035,1,,22010001250.0,6,48289.59,4002.0,1.50025,2939.0,1.367375,4246803689.0,-12379.0,0.25727485450290993,118,3,19,,25,,5.637982195845697,33.333333333333336,7.4183976261127595,42.7536231884058,FCFS,13843771.0,0.011002,11002311250.0,0.8123249272514549,1.4338125000000002,4.549034,0.219827,276,337.0,276.0
CGL,"[1, 0, 1, 0, 1]",canny_1_deblur_0_gru_1_harris_0_lstm_1_,,canny-gru-lstm,522.0,1.17430034649307,1,,22642151250.0,6,48056.52,3832.0,1.479,2767.0,1.345875,3993793038.0,-5033.0,0.6980260394792104,126,3,21,,27,,6.231454005934718,33.333333333333336,8.011869436201781,45.65217391304348,GEDF_D,13861434.0,0.011634,11634113125.0,1.021950519739605,1.4124375,4.431525,0.225656,276,337.0,276.0
CGL,"[1, 0, 1, 0, 1]",canny_1_deblur_0_gru_1_harris_0_lstm_1_,,canny-gru-lstm,859.6666666666665,1.2163786774264516,1,,22648750000.0,7,48658.71,3826.0,1.47825,3780.0,1.4725,3991468606.0,-5027.0,0.6983860322793544,136,3,21,,28,,6.231454005934718,33.333333333333336,8.30860534124629,49.27536231884058,GEDF_N,13866208.0,0.011641,11640711875.0,1.085443016139677,1.475375,4.391046,0.22773600000000002,276,337.0,276.0
CGL,"[1, 0, 1, 0, 1]",canny_1_deblur_0_gru_1_harris_0_lstm_1_,,canny-gru-lstm,-613.3333333333334,1.1512925416491668,1,,22374491250.0,6,37934.83,4364.0,1.5455,4317.0,1.539625,4076790608.0,-10521.0,0.36875262494750105,132,3,23,,29,,6.824925816023739,33.333333333333336,8.605341246290802,47.82608695652174,LAX,14592551.0,0.011365,11365406875.0,0.9541888124737504,1.5425625,2.41926,0.41334899999999997,276,337.0,276.0
CGL,"[1, 0, 1, 0, 1]",canny_1_deblur_0_gru_1_harris_0_lstm_1_,,canny-gru-lstm,-1812.0,1.0417599523009542,1,,22013225000.0,6,32195.85,4004.0,1.5005,2941.0,1.367625,4245700222.0,-12381.0,0.25715485690286194,118,3,19,,25,,5.637982195845697,33.333333333333336,7.4183976261127595,42.7536231884058,ELFD,13851261.0,0.011005,11005140625.0,0.812389928451431,1.4340625,4.500204,0.222212,276,337.0,276.0
CGL,"[1, 0, 1, 0, 1]",canny_1_deblur_0_gru_1_harris_0_lstm_1_,,canny-gru-lstm,944.6666666666665,1.2246419671606568,1,,23199337500.0,0,22540.54,3899.0,1.487375,3853.0,1.481625,3954348871.0,-4918.0,0.7049259014819703,136,3,1,,1,,0.2967359050445104,33.333333333333336,0.2967359050445104,49.27536231884058,LL,13978699.0,0.011751000000000001,11751133125.0,1.0932754507409852,1.4845,3.80343,0.262921,276,337.0,276.0
CGL,"[1, 0, 1, 0, 1]",canny_1_deblur_0_gru_1_harris_0_lstm_1_,,canny-gru-lstm,-4731.333333333333,0.6699531584368312,2,,19312753125.0,0,35791.27,1001.0,1.125125,-3132.0,0.6085,3398894812.0,-12063.0,0.2762344753104938,151,3,79,,79,,23.44213649851632,66.66666666666667,23.44213649851632,54.71014492753624,HetSched,13866168.0,0.008002,8002370625.0,0.4423672376552469,0.8668125,3.56915,0.280179,276,337.0,276.0
CGL,"[1, 0, 1, 0, 1]",canny_1_deblur_0_gru_1_harris_0_lstm_1_,,canny-gru-lstm,-2706.0,0.8478484355312893,1,,19087001250.0,7,38417.54,272.0,1.034,199.0,1.024875,2734078712.0,-8589.0,0.4846703065938681,257,3,223,,230,,66.17210682492582,33.333333333333336,68.24925816023739,93.1159420289855,ELF,14143078.0,0.008078,8078111250.0,0.7547726532969341,1.0294375,2.574985,0.388352,276,337.0,276.0
CHL,"[1, 0, 0, 1, 1]",canny_1_deblur_0_gru_0_harris_1_lstm_1_,,canny-harris-lstm,-6592.333333333332,0.5753907071858563,3,,15485627500.0,17,34394.52,-1342.0,0.83225,-7333.0,0.5600287994240115,2575578482.0,-11102.0,0.3338933221335573,174,3,41,,58,,19.52380952380953,100.0,27.619047619047624,100.0,FCFS,7227189.0,0.009335,9335184375.0,0.4469610607787844,0.6961393997120058,4.503626000000001,0.222043,174,210.0,174.0
CHL,"[1, 0, 0, 1, 1]",canny_1_deblur_0_gru_0_harris_1_lstm_1_,,canny-harris-lstm,-6110.0,0.5978300083998319,3,,16555331250.0,14,33916.43,-1642.0,0.79475,-6263.0,0.624227515449691,2298258808.0,-10425.0,0.37451250974980493,174,3,43,,57,,20.476190476190478,100.0,27.142857142857146,100.0,GEDF_D,7234633.0,0.010404,10404473125.0,0.499370012599748,0.7094887577248454,4.400144,0.22726500000000002,174,210.0,174.0
CHL,"[1, 0, 0, 1, 1]",canny_1_deblur_0_gru_0_harris_1_lstm_1_,,canny-harris-lstm,-5855.0,0.6191098128037439,3,,16732787500.0,16,33667.96,-1366.0,0.82925,-6086.0,0.6348473030539389,2402207332.0,-10113.0,0.3932321353572928,174,3,27,,43,,12.857142857142856,100.0,20.476190476190478,100.0,GEDF_N,7245092.0,0.010582,10581779375.0,0.5140397192056159,0.7320486515269695,4.404456,0.227043,174,210.0,174.0
CHL,"[1, 0, 0, 1, 1]",canny_1_deblur_0_gru_0_harris_1_lstm_1_,,canny-harris-lstm,-5841.0,0.6202531349373013,3,,16752505000.0,16,28806.77,-1352.0,0.831,-6067.0,0.6359872802543949,2286835827.0,-10104.0,0.3937721245575089,174,3,36,,52,,17.142857142857142,100.0,24.761904761904763,100.0,LAX,7654097.0,0.0106,10600461875.0,0.5148797024059519,0.7334936401271974,2.4565580000000002,0.407074,174,210.0,174.0
CHL,"[1, 0, 0, 1, 1]",canny_1_deblur_0_gru_0_harris_1_lstm_1_,,canny-harris-lstm,-6586.666666666668,0.5755356967860643,3,,15489160000.0,17,24991.33,-1351.0,0.831125,-7330.0,0.5602087958240836,2588882422.0,-11079.0,0.3352732945341093,174,3,40,,57,,19.047619047619047,100.0,27.142857142857146,100.0,ELFD,7232660.0,0.009337999999999999,9337915000.0,0.4477410451790964,0.6956668979120417,4.452891,0.224573,174,210.0,174.0
