experiment_num,timestamp,soc_config,scheduler,workload_name,job_list,job_probabilities,ave_latency,average_concurrent_jobs,completed_jobs,cumulative_execution_time,data_colocated,data_forwarded,data_from_memory,deadlines_met,deadlines_missed,edp,execution_time,injected_jobs,memory_bandwidth,num_RELIEF_forwards,num_colocations,num_forwards,time_moving_memory,total_energy
11,2025-12-02 18:56:14,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,FCFS,single_gru,"[[0,0,1,0,0]]",[],3809.0,1.0,1,3809.0,6750208,1441792,5963776,1,0,2.9,3809.0,1,8000,0,103,22,0,0.000763
12,2025-12-02 18:56:15,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,FCFS,single_harris,"[[0,0,0,1,0]]",[],4360.01,1.0,1,4360.01,262144,901120,279420,1,0,5.87,4360.01,1,8000,0,4,14,0,0.001347
13,2025-12-02 18:56:16,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,FCFS,single_lstm,"[[0,0,0,0,1]]",[],13625.0,1.0,1,13625.0,3014656,1507328,11730944,0,1,33.08,13625.0,1,8000,0,46,23,0,0.002428
14,2025-12-02 18:56:17,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,FCFS,mixed_balanced,"[[1,1,1,1,1]]",[],17392.7876,3.0,5,86963.94,5636096,2899968,26266648,2,3,168.23,24427.0,5,8000,0,86,45,0,0.006887
15,2025-12-02 18:56:18,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,FCFS,mixed_vision_heavy,"[[2,2,0,2,0]]",[],15745.812667,3.5,6,94474.88,720896,4161536,3905584,4,2,271.09,27887.0,6,8000,0,11,65,0,0.009721
16,2025-12-02 18:56:20,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,FCFS,mixed_ml_heavy,"[[0,0,2,0,2]]",[],46120.25,2.5,4,184481.0,4259840,1114112,55443456,0,4,430.48,49113.0,4,8000,0,65,17,0,0.008765
17,2025-12-02 18:56:20,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,FCFS,single_canny,"[[1,0,0,0,0]]",[],3242.928,1.0,1,3242.93,196608,638976,82608,1,0,2.9,3242.93,1,8000,0,3,10,0,0.000894
18,2025-12-02 18:56:21,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,FCFS,single_deblur,"[[0,1,0,0,0]]",[],15892.0,1.0,1,15892.0,0,1687552,345580,1,0,67.1,15892.0,1,8000,0,0,26,0,0.004222
19,2025-12-02 18:56:21,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,FCFS,single_gru,"[[0,0,1,0,0]]",[],3809.0,1.0,1,3809.0,6750208,1441792,5963776,1,0,2.9,3809.0,1,8000,0,103,22,0,0.000763
20,2025-12-02 18:56:22,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,FCFS,single_harris,"[[0,0,0,1,0]]",[],2467.01,1.0,1,2467.01,262144,1163264,17276,1,0,2.54,2467.01,1,8000,0,4,18,0,0.001029
21,2025-12-02 18:56:23,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,FCFS,single_lstm,"[[0,0,0,0,1]]",[],7902.0,1.0,1,7902.0,6881280,2424832,6946816,0,1,11.62,7902.0,1,8000,0,105,37,0,0.001471
22,2025-12-02 18:56:24,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,FCFS,mixed_balanced,"[[1,1,1,1,1]]",[],12050.5876,3.0,5,60252.94,9043968,4210688,21548056,2,3,134.0,21143.0,5,8000,0,138,65,0,0.006338
23,2025-12-02 18:56:25,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,FCFS,mixed_vision_heavy,"[[2,2,0,2,0]]",[],12847.812667,3.5,6,77086.88,589824,4096000,4102192,4,2,207.54,23216.0,6,8000,0,9,64,0,0.008939
24,2025-12-02 18:56:27,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,FCFS,mixed_ml_heavy,"[[0,0,2,0,2]]",[],43867.0,2.5,4,175468.0,6881280,1638400,52297728,0,4,360.68,44822.0,4,8000,0,105,25,0,0.008047
25,2025-12-02 18:56:28,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,FCFS,single_canny,"[[1,0,0,0,0]]",[],3601.928,1.0,1,3601.93,196608,507904,213680,1,0,3.44,3601.93,1,8000,0,3,8,0,0.000955
26,2025-12-02 18:56:28,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,FCFS,single_deblur,"[[0,1,0,0,0]]",[],15892.0,1.0,1,15892.0,0,1687552,345580,1,0,67.1,15892.0,1,8000,0,0,26,0,0.004222
27,2025-12-02 18:56:29,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,FCFS,single_gru,"[[0,0,1,0,0]]",[],3000.0,1.0,1,3000.0,4587520,0,9568256,1,0,1.89,3000.0,1,8000,0,70,0,0,0.000629
28,2025-12-02 18:56:30,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,FCFS,single_harris,"[[0,0,0,1,0]]",[],7002.01,1.0,1,7002.01,131072,638976,672636,1,0,12.52,7002.01,1,8000,0,2,10,0,0.001789
29,2025-12-02 18:56:30,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,FCFS,single_lstm,"[[0,0,0,0,1]]",[],4160.0,1.0,1,4160.0,2555904,0,13697024,1,0,3.51,4160.0,1,8000,0,39,0,0,0.000844
30,2025-12-02 18:56:31,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,FCFS,mixed_balanced,"[[1,1,1,1,1]]",[],13465.9876,3.0,5,67329.94,3604480,1589248,29608984,2,3,192.73,26589.0,5,8000,0,55,25,0,0.007249
31,2025-12-02 18:56:32,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,FCFS,mixed_vision_heavy,"[[2,2,0,2,0]]",[],30194.646,3.5,6,181167.88,655360,2588672,5543984,2,4,786.25,55081.0,6,8000,0,10,41,0,0.014274
32,2025-12-02 18:56:33,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,FCFS,mixed_ml_heavy,"[[0,0,2,0,2]]",[],15293.0,2.5,4,61172.0,4390912,0,56426496,0,4,54.38,16473.0,4,8000,0,67,0,0,0.003301
33,2025-12-02 18:56:34,SoC.i1_g4_cv1_h1_e1_c1_el1.txt,FCFS,single_canny,"[[1,0,0,0,0]]",[],3601.928,1.0,1,3601.93,196608,507904,213680,1,0,3.44,3601.93,1,8000,0,3,8,0,0.000955
34,2025-12-02 18:56:35,SoC.i1_g4_cv1_h1_e1_c1_el1.txt,FCFS,single_deblur,"[[0,1,0,0,0]]",[],15892.0,1.0,1,15892.0,0,1687552,345580,1,0,67.1,15892.0,1,8000,0,0,26,0,0.004222
35,2025-12-02 18:56:35,SoC.i1_g4_cv1_h1_e1_c1_el1.txt,FCFS,single_gru,"[[0,0,1,0,0]]",[],3000.0,1.0,1,3000.0,4587520,0,9568256,1,0,1.89,3000.0,1,8000,0,70,0,0,0.000629
36,2025-12-02 18:56:36,SoC.i1_g4_cv1_h1_e1_c1_el1.txt,FCFS,single_harris,"[[0,0,0,1,0]]",[],7002.01,1.0,1,7002.01,131072,638976,672636,1,0,12.52,7002.01,1,8000,0,2,10,0,0.001789
37,2025-12-02 18:56:36,SoC.i1_g4_cv1_h1_e1_c1_el1.txt,FCFS,single_lstm,"[[0,0,0,0,1]]",[],4160.0,1.0,1,4160.0,2555904,0,13697024,1,0,3.51,4160.0,1,8000,0,39,0,0,0.000844
38,2025-12-02 18:56:37,SoC.i1_g4_cv1_h1_e1_c1_el1.txt,FCFS,mixed_balanced,"[[1,1,1,1,1]]",[],13465.9876,3.0,5,67329.94,3604480,1589248,29608984,2,3,192.73,26589.0,5,8000,0,55,25,0,0.007249
39,2025-12-02 18:56:39,SoC.i1_g4_cv1_h1_e1_c1_el1.txt,FCFS,mixed_vision_heavy,"[[2,2,0,2,0]]",[],30194.646,3.5,6,181167.88,655360,2490368,5642288,2,4,786.25,55081.0,6,8000,0,10,39,0,0.014274
40,2025-12-02 18:56:40,SoC.i1_g4_cv1_h1_e1_c1_el1.txt,FCFS,mixed_ml_heavy,"[[0,0,2,0,2]]",[],15293.0,2.5,4,61172.0,4390912,0,56426496,0,4,54.38,16473.0,4,8000,0,67,0,0,0.003301
41,2025-12-02 18:56:40,SoC.i1_g1_cv4_h1_e1_c1_el1.txt,FCFS,single_canny,"[[1,0,0,0,0]]",[],3301.928,1.0,1,3301.93,196608,507904,213680,1,0,2.99,3301.93,1,8000,0,3,8,0,0.000904
42,2025-12-02 18:56:41,SoC.i1_g1_cv4_h1_e1_c1_el1.txt,FCFS,single_deblur,"[[0,1,0,0,0]]",[],15892.0,1.0,1,15892.0,0,1687552,345580,1,0,67.1,15892.0,1,8000,0,0,26,0,0.004222
43,2025-12-02 18:56:41,SoC.i1_g1_cv4_h1_e1_c1_el1.txt,FCFS,single_gru,"[[0,0,1,0,0]]",[],3000.0,1.0,1,3000.0,4587520,0,9568256,1,0,1.89,3000.0,1,8000,0,70,0,0,0.000629
44,2025-12-02 18:56:42,SoC.i1_g1_cv4_h1_e1_c1_el1.txt,FCFS,single_harris,"[[0,0,0,1,0]]",[],3247.01,1.0,1,3247.01,131072,901120,410492,1,0,3.76,3247.01,1,8000,0,2,14,0,0.001159
45,2025-12-02 18:56:42,SoC.i1_g1_cv4_h1_e1_c1_el1.txt,FCFS,single_lstm,"[[0,0,0,0,1]]",[],4160.0,1.0,1,4160.0,2555904,0,13697024,1,0,3.51,4160.0,1,8000,0,39,0,0,0.000844
46,2025-12-02 18:56:43,SoC.i1_g1_cv4_h1_e1_c1_el1.txt,FCFS,mixed_balanced,"[[1,1,1,1,1]]",[],8690.5876,3.0,5,43452.94,3407872,2375680,29019160,2,3,99.07,17366.0,5,8000,0,52,37,0,0.005705
47,2025-12-02 18:56:44,SoC.i1_g1_cv4_h1_e1_c1_el1.txt,FCFS,mixed_vision_heavy,"[[2,2,0,2,0]]",[],10261.812667,3.5,6,61570.88,327680,3866624,4593712,4,2,167.53,19959.0,6,8000,0,5,60,0,0.008394
48,2025-12-02 18:56:45,SoC.i1_g1_cv4_h1_e1_c1_el1.txt,FCFS,mixed_ml_heavy,"[[0,0,2,0,2]]",[],15293.0,2.5,4,61172.0,4390912,0,56426496,0,4,54.38,16473.0,4,8000,0,67,0,0,0.003301
49,2025-12-02 18:56:46,SoC.i1_g1_cv1_h4_e1_c1_el1.txt,FCFS,single_canny,"[[1,0,0,0,0]]",[],3601.928,1.0,1,3601.93,196608,507904,213680,1,0,3.44,3601.93,1,8000,0,3,8,0,0.000955
50,2025-12-02 18:56:46,SoC.i1_g1_cv1_h4_e1_c1_el1.txt,FCFS,single_deblur,"[[0,1,0,0,0]]",[],15892.0,1.0,1,15892.0,0,1687552,345580,1,0,67.1,15892.0,1,8000,0,0,26,0,0.004222
51,2025-12-02 18:56:47,SoC.i1_g1_cv1_h4_e1_c1_el1.txt,FCFS,single_gru,"[[0,0,1,0,0]]",[],3000.0,1.0,1,3000.0,4587520,0,9568256,1,0,1.89,3000.0,1,8000,0,70,0,0,0.000629
52,2025-12-02 18:56:48,SoC.i1_g1_cv1_h4_e1_c1_el1.txt,FCFS,single_harris,"[[0,0,0,1,0]]",[],7002.01,1.0,1,7002.01,131072,638976,672636,1,0,12.52,7002.01,1,8000,0,2,10,0,0.001789
53,2025-12-02 18:56:48,SoC.i1_g1_cv1_h4_e1_c1_el1.txt,FCFS,single_lstm,"[[0,0,0,0,1]]",[],4160.0,1.0,1,4160.0,2555904,0,13697024,1,0,3.51,4160.0,1,8000,0,39,0,0,0.000844
54,2025-12-02 18:56:49,SoC.i1_g1_cv1_h4_e1_c1_el1.txt,FCFS,mixed_balanced,"[[1,1,1,1,1]]",[],13465.9876,3.0,5,67329.94,3604480,1589248,29608984,2,3,192.73,26589.0,5,8000,0,55,25,0,0.007249
55,2025-12-02 18:56:50,SoC.i1_g1_cv1_h4_e1_c1_el1.txt,FCFS,mixed_vision_heavy,"[[2,2,0,2,0]]",[],30194.646,3.5,6,181167.88,655360,2490368,5642288,2,4,786.25,55081.0,6,8000,0,10,39,0,0.014274
56,2025-12-02 18:56:51,SoC.i1_g1_cv1_h4_e1_c1_el1.txt,FCFS,mixed_ml_heavy,"[[0,0,2,0,2]]",[],15293.0,2.5,4,61172.0,4390912,0,56426496,0,4,54.38,16473.0,4,8000,0,67,0,0,0.003301
57,2025-12-02 18:56:52,SoC.i1_g1_cv1_h1_e4_c1_el1.txt,FCFS,single_canny,"[[1,0,0,0,0]]",[],3601.928,1.0,1,3601.93,196608,507904,213680,1,0,3.44,3601.93,1,8000,0,3,8,0,0.000955
58,2025-12-02 18:56:53,SoC.i1_g1_cv1_h1_e4_c1_el1.txt,FCFS,single_deblur,"[[0,1,0,0,0]]",[],15892.0,1.0,1,15892.0,0,1687552,345580,1,0,67.1,15892.0,1,8000,0,0,26,0,0.004222
59,2025-12-02 18:56:53,SoC.i1_g1_cv1_h1_e4_c1_el1.txt,FCFS,single_gru,"[[0,0,1,0,0]]",[],3000.0,1.0,1,3000.0,4587520,0,9568256,1,0,1.89,3000.0,1,8000,0,70,0,0,0.000629
60,2025-12-02 18:56:54,SoC.i1_g1_cv1_h1_e4_c1_el1.txt,FCFS,single_harris,"[[0,0,0,1,0]]",[],7002.01,1.0,1,7002.01,131072,638976,672636,1,0,12.52,7002.01,1,8000,0,2,10,0,0.001789
61,2025-12-02 18:56:54,SoC.i1_g1_cv1_h1_e4_c1_el1.txt,FCFS,single_lstm,"[[0,0,0,0,1]]",[],4160.0,1.0,1,4160.0,2555904,0,13697024,1,0,3.51,4160.0,1,8000,0,39,0,0,0.000844
62,2025-12-02 18:56:55,SoC.i1_g1_cv1_h1_e4_c1_el1.txt,FCFS,mixed_balanced,"[[1,1,1,1,1]]",[],13465.9876,3.0,5,67329.94,3604480,1589248,29608984,2,3,192.73,26589.0,5,8000,0,55,25,0,0.007249
63,2025-12-02 18:56:57,SoC.i1_g1_cv1_h1_e4_c1_el1.txt,FCFS,mixed_vision_heavy,"[[2,2,0,2,0]]",[],30194.646,3.5,6,181167.88,655360,2490368,5642288,2,4,786.25,55081.0,6,8000,0,10,39,0,0.014274
64,2025-12-02 18:56:57,SoC.i1_g1_cv1_h1_e4_c1_el1.txt,FCFS,mixed_ml_heavy,"[[0,0,2,0,2]]",[],15293.0,2.5,4,61172.0,4390912,0,56426496,0,4,54.38,16473.0,4,8000,0,67,0,0,0.003301
65,2025-12-02 18:56:58,SoC.i1_g1_cv1_h1_e1_c4_el1.txt,FCFS,single_canny,"[[1,0,0,0,0]]",[],3601.928,1.0,1,3601.93,196608,507904,213680,1,0,3.44,3601.93,1,8000,0,3,8,0,0.000955
66,2025-12-02 18:56:59,SoC.i1_g1_cv1_h1_e1_c4_el1.txt,FCFS,single_deblur,"[[0,1,0,0,0]]",[],15892.0,1.0,1,15892.0,0,1687552,345580,1,0,67.1,15892.0,1,8000,0,0,26,0,0.004222
67,2025-12-02 18:56:59,SoC.i1_g1_cv1_h1_e1_c4_el1.txt,FCFS,single_gru,"[[0,0,1,0,0]]",[],3000.0,1.0,1,3000.0,4587520,0,9568256,1,0,1.89,3000.0,1,8000,0,70,0,0,0.000629
68,2025-12-02 18:57:00,SoC.i1_g1_cv1_h1_e1_c4_el1.txt,FCFS,single_harris,"[[0,0,0,1,0]]",[],7002.01,1.0,1,7002.01,131072,638976,672636,1,0,12.52,7002.01,1,8000,0,2,10,0,0.001789
69,2025-12-02 18:57:00,SoC.i1_g1_cv1_h1_e1_c4_el1.txt,FCFS,single_lstm,"[[0,0,0,0,1]]",[],4160.0,1.0,1,4160.0,2555904,0,13697024,1,0,3.51,4160.0,1,8000,0,39,0,0,0.000844
70,2025-12-02 18:57:01,SoC.i1_g1_cv1_h1_e1_c4_el1.txt,FCFS,mixed_balanced,"[[1,1,1,1,1]]",[],13465.9876,3.0,5,67329.94,3604480,1589248,29608984,2,3,192.73,26589.0,5,8000,0,55,25,0,0.007249
71,2025-12-02 18:57:03,SoC.i1_g1_cv1_h1_e1_c4_el1.txt,FCFS,mixed_vision_heavy,"[[2,2,0,2,0]]",[],30194.646,3.5,6,181167.88,655360,2490368,5642288,2,4,786.25,55081.0,6,8000,0,10,39,0,0.014274
72,2025-12-02 18:57:04,SoC.i1_g1_cv1_h1_e1_c4_el1.txt,FCFS,mixed_ml_heavy,"[[0,0,2,0,2]]",[],15293.0,2.5,4,61172.0,4390912,0,56426496,0,4,54.38,16473.0,4,8000,0,67,0,0,0.003301
73,2025-12-02 18:57:04,SoC.i1_g1_cv1_h1_e1_c1_el4.txt,FCFS,single_canny,"[[1,0,0,0,0]]",[],3598.928,1.0,1,3598.93,131072,573440,213680,1,0,3.43,3598.93,1,8000,0,2,9,0,0.000953
74,2025-12-02 18:57:05,SoC.i1_g1_cv1_h1_e1_c1_el4.txt,FCFS,single_deblur,"[[0,1,0,0,0]]",[],15892.0,1.0,1,15892.0,0,1687552,345580,1,0,67.1,15892.0,1,8000,0,0,26,0,0.004222
75,2025-12-02 18:57:05,SoC.i1_g1_cv1_h1_e1_c1_el4.txt,FCFS,single_gru,"[[0,0,1,0,0]]",[],3809.0,1.0,1,3809.0,6750208,1441792,5963776,1,0,2.9,3809.0,1,8000,0,103,22,0,0.000763
76,2025-12-02 18:57:06,SoC.i1_g1_cv1_h1_e1_c1_el4.txt,FCFS,single_harris,"[[0,0,0,1,0]]",[],6431.01,1.0,1,6431.01,196608,638976,607100,1,0,10.89,6431.01,1,8000,0,3,10,0,0.001693
77,2025-12-02 18:57:07,SoC.i1_g1_cv1_h1_e1_c1_el4.txt,FCFS,single_lstm,"[[0,0,0,0,1]]",[],4672.0,1.0,1,4672.0,7340032,3407872,5505024,1,0,4.34,4672.0,1,8000,0,112,52,0,0.00093
78,2025-12-02 18:57:08,SoC.i1_g1_cv1_h1_e1_c1_el4.txt,FCFS,mixed_balanced,"[[1,1,1,1,1]]",[],13366.5876,3.0,5,66832.94,11862016,5914624,17026072,2,3,182.63,25712.0,5,8000,0,181,91,0,0.007103
79,2025-12-02 18:57:09,SoC.i1_g1_cv1_h1_e1_c1_el4.txt,FCFS,mixed_vision_heavy,"[[2,2,0,2,0]]",[],33468.812667,3.5,6,200812.88,720896,3014656,5052464,1,5,878.27,58896.0,6,8000,0,11,47,0,0.014912
80,2025-12-02 18:57:11,SoC.i1_g1_cv1_h1_e1_c1_el4.txt,FCFS,mixed_ml_heavy,"[[0,0,2,0,2]]",[],41766.75,2.5,4,167067.0,11010048,2818048,46989312,0,4,335.06,43146.0,4,8000,0,168,43,0,0.007766
